0 0 0 9/19 6/19 35/57 24/19 79/57 44/19 143/57 137/38 0
0 0 0 7/17 5/17 31/51 22/17 139/102 42/17 8/3 367/102 0
0 0 0 8/17 4/17 25/51 20/17 65/51 38/17 275/102 10/3 0
0 0 0 10/21 13/42 391/630 173/126 289/210 158/63 181/70 439/126 0
0 0 0 6/11 1/4 331/660 167/132 208/165 149/66 279/110 19/6 0
0 0 0 6/13 4/13 25/39 33/26 56/39 32/13 46/13 283/78 0
0 0 0 18/35 11/35 331/525 4/3 244/175 256/105 1173/350 358/105 0
0 0 0 6/13 7/13 6/13 16/13 16/13 28/13 2 40/13 0
0 0 0 5/12 1/2 5/12 29/24 9/8 13/6 2 23/8 0
0 0 0 3/7 3/7 2/7 31/28 15/14 2 61/28 19/7 0
0 0 0 1/2 15/28 13/28 4/3 101/84 97/42 169/84 81/28 0
0 0 0 9/17 15/34 11/34 62/51 56/51 106/51 107/51 45/17 0
0 0 0 8/17 9/17 8/17 21/17 21/17 38/17 3 3 0
0 0 0 6/11 6/11 1/2 4/3 83/66 76/33 129/44 32/11 0
0 0 0 3/10 4/5 13/20 13/10 7/5 12/5 43/20 33/10 0
0 0 0 3/11 8/11 6/11 27/22 13/11 25/11 2 63/22 0
0 0 0 2/9 7/9 1/2 7/6 11/9 20/9 13/6 25/9 0
0 0 0 4/11 17/22 7/11 47/33 15/11 85/33 24/11 34/11 0
0 0 0 3/10 17/20 3/5 41/30 7/5 38/15 23/10 3 0
0 0 0 2/7 11/14 9/14 9/7 19/14 17/7 81/28 43/14 0
0 0 0 6/17 14/17 12/17 73/51 25/17 134/51 3 54/17 0
0 0 0 3/10 9/10 41/60 7/5 3/2 13/5 43/20 17/5 0
0 0 0 2/9 8/9 16/27 23/18 4/3 22/9 17/9 53/18 0
0 0 0 3/10 17/20 19/30 41/30 7/5 38/15 2 3 0
0 0 0 1/5 9/10 41/60 6/5 22/15 23/10 9/4 49/15 0
0 0 0 1/8 7/8 7/12 17/16 31/24 17/8 2 133/48 0
0 0 0 1/8 7/8 25/48 17/16 31/24 17/8 33/16 65/24 0
0 0 0 1/6 11/12 25/36 7/6 53/36 7/3 199/72 109/36 0
0 0 0 1/5 1 43/60 13/10 47/30 5/2 9/4 101/30 0
0 0 0 1/8 1 5/8 19/16 17/12 19/8 2 139/48 0
0 0 0 5/6 1/4 7/18 1 17/18 19/12 31/18 61/24 0
0 0 0 4/5 1/5 1/3 9/10 49/60 3/2 49/30 133/60 0
0 0 0 9/11 2/11 10/33 10/11 29/33 17/11 125/66 7/3 0
0 0 0 11/12 5/24 121/360 25/24 33/40 19/12 61/40 151/72 0
0 0 0 13/14 5/28 121/420 29/28 88/105 11/7 17/10 89/42 0
0 0 0 14/17 4/17 20/51 16/17 49/51 28/17 45/17 124/51 0
0 0 0 10/11 5/22 11/30 23/22 9/10 18/11 543/220 145/66 0
0 0 0 7/10 2/5 3/10 1 9/10 8/5 3/2 47/20 0
0 0 0 2/3 1/3 2/9 8/9 13/18 13/9 4/3 35/18 0
0 0 0 7/11 4/11 2/11 10/11 9/11 17/11 37/22 23/11 0
0 0 0 4/5 7/20 1/4 21/20 47/60 8/5 79/60 39/20 0
0 0 0 10/13 9/26 5/26 27/26 32/39 21/13 62/39 2 0
0 0 0 5/7 5/14 2/7 13/14 6/7 11/7 33/14 15/7 0
0 0 0 14/17 6/17 5/17 18/17 44/51 28/17 79/34 35/17 0
0 0 0 1/2 5/8 7/16 1 1 7/4 25/16 39/16 0
0 0 0 4/9 5/9 1/3 8/9 7/9 14/9 4/3 35/18 0
0 0 0 3/8 5/8 5/16 7/8 7/8 13/8 25/16 2 0
0 0 0 5/8 9/16 3/8 17/16 7/8 7/4 11/8 2 0
0 0 0 1/2 11/16 3/8 17/16 1 15/8 13/8 17/8 0
0 0 0 1/2 7/12 5/12 11/12 11/12 5/3 17/8 25/12 0
0 0 0 8/13 8/13 6/13 14/13 1 24/13 29/13 28/13 0
0 0 0 1/2 3/4 23/48 9/8 9/8 2 25/16 41/16 0
0 0 0 3/8 3/4 5/12 1 1 15/8 11/8 35/16 0
0 0 0 1/2 11/16 5/12 17/16 1 15/8 11/8 17/8 0
0 0 0 1/3 7/9 29/54 1 32/27 17/9 11/6 145/54 0
0 0 0 1/4 3/4 11/24 7/8 25/24 7/4 13/8 109/48 0
0 0 0 1/4 3/4 19/48 7/8 25/24 7/4 27/16 53/24 0
0 0 0 1/3 3/4 19/36 11/12 41/36 11/6 163/72 85/36 0
0 0 0 1/3 8/9 31/54 10/9 35/27 19/9 11/6 151/54 0
0 0 0 1/4 7/8 1/2 1 7/6 2 13/8 115/48 0
0 0 0 10/11 2/11 8/33 10/11 19/33 1 35/33 19/11 0
0 0 0 7/8 1/8 1/6 13/16 19/48 7/8 11/12 61/48 0
0 0 0 7/8 1/8 1/6 13/16 11/24 7/8 53/48 4/3 0
0 0 0 1 3/20 61/300 1 49/100 11/10 93/100 79/60 0
0 0 0 1 3/22 61/330 1 86/165 12/11 59/55 4/3 0
0 0 0 12/13 2/13 8/39 11/13 19/39 12/13 22/13 4/3 0
0 0 0 1 1/6 61/270 1 49/90 10/9 313/180 73/54 0
0 0 0 4/5 3/10 1/5 9/10 3/5 11/10 1 17/10 0
0 0 0 3/4 1/4 1/8 13/16 7/16 1 7/8 21/16 0
0 0 0 2/3 1/3 1/9 5/6 5/9 10/9 7/6 13/9 0
0 0 0 8/9 5/18 1/6 1 29/54 11/9 49/54 25/18 0
0 0 0 9/11 7/22 3/22 1 20/33 14/11 38/33 16/11 0
0 0 0 5/6 1/4 1/6 5/6 1/2 1 5/3 4/3 0
0 0 0 14/15 4/15 1/5 1 26/45 6/5 53/30 7/5 0
0 0 0 2/3 4/9 5/18 8/9 2/3 11/9 19/18 16/9 0
0 0 0 5/9 4/9 2/9 5/6 5/9 11/9 1 3/2 0
0 0 0 1/2 1/2 3/16 13/16 5/8 5/4 19/16 3/2 0
0 0 0 3/4 7/16 1/4 1 5/8 11/8 1 3/2 0
0 0 0 5/8 9/16 1/4 1 3/4 3/2 5/4 13/8 0
0 0 0 2/3 5/12 1/4 5/6 7/12 7/6 13/8 17/12 0
0 0 0 10/13 6/13 4/13 1 9/13 18/13 23/13 20/13 0
0 0 0 2/3 5/9 17/54 1 7/9 13/9 19/18 17/9 0
0 0 0 1/2 5/8 7/24 15/16 3/4 3/2 1 27/16 0
0 0 0 5/8 9/16 7/24 1 3/4 3/2 1 13/8 0
0 0 0 1/2 3/5 23/60 9/10 13/15 7/5 27/20 31/15 0
0 0 0 3/8 5/8 1/3 13/16 19/24 11/8 5/4 85/48 0
0 0 0 3/8 5/8 13/48 13/16 19/24 11/8 21/16 41/24 0
0 0 0 1/2 7/12 13/36 5/6 29/36 4/3 127/72 61/36 0
0 0 0 1/2 7/10 5/12 1 29/30 8/5 27/20 13/6 0
0 0 0 3/8 3/4 3/8 15/16 11/12 13/8 5/4 91/48 0
