0 0 1/5 0 3/10 2/5 9/10 4/5 6/5 21/10 0
0 0 1/8 0 1/4 1/2 7/8 7/8 1 7/4 0
0 0 1/8 0 1/4 5/8 1 15/16 9/8 7/4 0
0 0 3/8 0 1/4 3/8 5/8 5/8 1 7/4 0
0 0 2/7 0 1/7 3/7 4/7 4/7 5/7 9/7 0
0 0 2/7 0 1/7 4/7 5/7 9/14 6/7 9/7 0
0 0 1/7 0 3/7 6/7 8/7 1 8/7 13/7 0
0 0 1/7 0 3/7 1 9/7 15/14 9/7 13/7 0
0 0 2/7 0 2/7 5/7 6/7 5/7 6/7 10/7 0
0 0 2/7 0 2/7 6/7 1 11/14 1 10/7 0
0 0 1/7 0 4/7 9/7 11/7 17/14 11/7 2 0
0 0 2/7 0 3/7 8/7 9/7 13/14 9/7 11/7 0
0 0 1/7 0 3/7 4/7 3/7 1 9/7 15/7 0
0 0 1/7 0 2/7 4/7 3/7 6/7 1 12/7 0
0 0 1/7 0 2/7 5/7 4/7 13/14 8/7 12/7 0
0 0 1/7 0 3/7 6/7 5/7 1 8/7 13/7 0
0 0 1/7 0 3/7 1 6/7 15/14 9/7 13/7 0
0 0 1/7 0 4/7 9/7 8/7 17/14 11/7 2 0
