0 0 0 3/16 3/8 11/16 1/8 17/16 7/16 31/32 27/16 65/32 0
0 0 0 5/23 10/23 18/23 3/23 32/23 21/46 67/69 43/23 83/46 0
0 0 0 2/13 4/13 9/13 2/13 1 6/13 10/13 18/13 20/13 0
0 0 0 4/19 8/19 16/19 3/19 27/19 1/2 33/38 33/19 28/19 0
0 0 0 1/13 2/13 9/13 3/13 12/13 7/13 21/26 15/13 20/13 0
0 0 0 1/6 1/2 8/9 1/3 7/6 7/9 13/18 14/9 14/9 0
0 0 0 5/22 13/22 1 3/11 17/11 3/4 37/44 21/11 3/2 0
0 0 0 1/12 1/4 2/3 1/3 5/6 3/4 3/4 1 3/2 0
0 0 0 2/19 10/19 1 11/19 47/38 37/38 15/19 30/19 28/19 0
0 0 0 4/29 18/29 33/29 14/29 95/58 25/29 25/29 56/29 39/29 0
0 0 0 1/16 5/16 13/16 9/16 31/32 29/32 13/16 9/8 23/16 0
0 0 0 1/14 2/7 9/14 3/7 11/14 1 25/28 13/14 53/28 0
0 0 0 1/19 6/19 14/19 12/19 33/38 41/38 101/114 1 65/38 0
0 0 0 1/3 2/3 13/12 1/12 11/12 1/2 13/12 11/6 23/12 0
0 0 0 5/13 10/13 16/13 1/13 14/13 7/13 15/13 2 24/13 0
0 0 0 3/11 6/11 1 1/11 9/11 5/11 9/11 16/11 15/11 0
0 0 0 1/3 2/3 7/6 1/12 1 1/2 11/12 5/3 4/3 0
0 0 0 1/6 1/3 11/12 1/6 3/4 1/2 19/24 7/6 4/3 0
0 0 0 1/4 11/16 19/16 1/4 1 3/4 13/16 13/8 3/2 0
0 0 0 5/14 11/14 9/7 3/14 8/7 5/7 13/14 13/7 10/7 0
0 0 0 2/13 6/13 1 3/13 10/13 9/13 10/13 15/13 18/13 0
0 0 0 3/19 14/19 26/19 9/19 21/19 17/19 33/38 65/38 26/19 0
0 0 0 1/5 4/5 29/20 9/20 5/4 33/40 37/40 15/8 5/4 0
0 0 0 1/9 5/9 11/9 4/9 17/18 5/6 31/36 49/36 4/3 0
0 0 0 1/8 1/2 1 5/16 3/4 1 31/32 9/8 61/32 0
0 0 0 1/11 6/11 25/22 1/2 19/22 23/22 32/33 5/4 75/44 0
0 0 0 6/17 9/17 14/17 5/17 19/17 8/17 35/34 31/17 71/34 0
0 0 0 2/5 3/5 23/25 8/25 36/25 13/25 31/30 99/50 91/50 0
0 0 0 4/13 6/13 11/13 4/13 14/13 6/13 10/13 19/13 19/13 0
