0 0 0 1/2 25/48 25/24 19/24 47/48 5/6 4/3 11/8 49/24 0
0 0 0 1/2 19/36 29/36 29/36 8/9 25/36 49/36 43/36 67/36 0
0 0 0 6/11 29/44 26/33 1 11/12 9/11 67/44 47/33 131/66 0
0 0 0 1/2 1/3 13/12 31/36 17/18 11/12 5/4 23/18 71/36 0
0 0 0 10/19 7/19 17/19 18/19 17/19 16/19 26/19 21/19 36/19 0
0 0 0 1/2 1/2 25/32 35/32 25/32 27/32 23/16 21/16 59/32 0
0 0 0 6/11 7/22 61/44 53/44 23/22 51/44 17/11 37/22 101/44 0
0 0 0 1/2 5/16 17/16 19/16 13/16 1 45/32 45/32 31/16 0
0 0 0 10/19 9/19 39/38 53/38 15/19 20/19 30/19 31/19 75/38 0
0 0 0 1/2 21/44 25/22 9/11 23/22 15/22 16/11 57/44 41/22 0
0 0 0 11/21 1/2 41/42 17/21 20/21 25/42 31/21 8/7 73/42 0
0 0 0 16/29 37/58 161/174 59/58 175/174 21/29 187/116 121/87 164/87 0
0 0 0 7/15 1/3 13/10 29/30 1 23/30 43/30 19/15 11/6 0
0 0 0 6/11 4/11 25/22 49/44 47/44 35/44 73/44 53/44 43/22 0
0 0 0 6/11 5/11 47/44 14/11 1 17/22 75/44 61/44 83/44 0
0 0 0 1/2 3/10 67/40 11/8 43/40 21/20 71/40 69/40 87/40 0
0 0 0 4/9 1/3 13/9 13/9 35/36 35/36 16/9 14/9 2 0
0 0 0 13/25 11/25 67/50 79/50 47/50 49/50 46/25 17/10 99/50 0
0 0 0 1/2 25/44 43/44 17/22 45/44 10/11 51/44 5/4 20/11 0
0 0 0 7/15 7/10 11/15 5/6 9/10 5/6 17/15 11/10 49/30 0
0 0 0 1/2 37/40 83/120 11/10 109/120 41/40 53/40 167/120 107/60 0
0 0 0 11/21 3/7 22/21 17/21 41/42 20/21 8/7 7/6 25/14 0
0 0 0 6/11 1/2 19/22 1 1 1 14/11 12/11 20/11 0
0 0 0 4/9 5/6 25/36 11/9 31/36 41/36 23/18 4/3 7/4 0
0 0 0 16/29 12/29 39/29 34/29 65/58 35/29 83/58 93/58 125/58 0
0 0 0 6/11 5/11 1 27/22 21/22 12/11 57/44 59/44 20/11 0
0 0 0 13/25 18/25 47/50 37/25 22/25 61/50 36/25 8/5 93/50 0
0 0 0 7/13 29/52 59/52 21/26 27/26 41/52 35/26 31/26 43/26 0
0 0 0 13/23 14/23 1 37/46 22/23 33/46 63/46 24/23 3/2 0
0 0 0 19/33 26/33 91/99 34/33 98/99 19/22 197/132 257/198 164/99 0
0 0 0 13/23 10/23 57/46 39/46 1 19/23 31/23 51/46 73/46 0
0 0 0 21/34 31/68 75/68 18/17 19/17 63/68 107/68 77/68 61/34 0
0 0 0 19/33 43/66 67/66 27/22 23/22 65/66 35/22 43/33 115/66 0
0 0 0 19/33 13/33 101/66 79/66 73/66 35/33 53/33 50/33 127/66 0
0 0 0 19/33 14/33 85/66 14/11 35/33 67/66 107/66 89/66 59/33 0
0 0 0 24/41 24/41 99/82 119/82 1 44/41 69/41 125/82 147/82 0
0 0 0 13/16 7/32 33/32 1/2 21/32 7/16 5/4 15/16 23/16 0
0 0 0 10/13 7/26 12/13 17/26 8/13 11/26 35/26 12/13 37/26 0
0 0 0 13/16 11/32 15/16 27/32 21/32 1/2 3/2 9/8 49/32 0
0 0 0 10/13 2/13 27/26 17/26 8/13 15/26 31/26 12/13 37/26 0
0 0 0 11/14 3/14 1 11/14 9/14 4/7 19/14 13/14 3/2 0
0 0 0 11/14 2/7 13/14 13/14 17/28 15/28 41/28 31/28 3/2 0
0 0 0 13/16 1/8 37/32 27/32 21/32 11/16 21/16 9/8 49/32 0
0 0 0 11/14 1/7 15/14 13/14 17/28 19/28 37/28 31/28 3/2 0
0 0 0 5/6 2/9 19/18 10/9 23/36 25/36 55/36 47/36 14/9 0
0 0 0 5/6 1/8 9/8 5/12 3/4 1/4 11/8 3/4 7/6 0
0 0 0 11/13 5/26 14/13 7/13 10/13 7/26 3/2 10/13 33/26 0
0 0 0 15/17 9/34 18/17 13/17 27/34 6/17 55/34 1 47/34 0
0 0 0 7/9 1/9 23/18 11/18 2/3 7/18 25/18 7/9 7/6 0
0 0 0 5/6 1/6 7/6 17/24 3/4 5/12 37/24 19/24 4/3 0
0 0 0 6/7 3/14 15/14 25/28 3/4 11/28 45/28 1 19/14 0
0 0 0 9/11 1/11 35/22 21/22 8/11 13/22 37/22 25/22 31/22 0
