0 0 0 5/11 19/22 7/11 21/22 16/11 23/22 39/22 0
0 0 0 2/5 19/20 1/2 9/10 17/10 6/5 9/5 0
0 0 0 1/3 17/18 4/9 1 16/9 13/9 17/9 0
0 0 0 7/10 17/20 1/2 4/5 6/5 9/10 29/20 0
0 0 0 7/11 21/22 5/11 17/22 16/11 25/22 17/11 0
0 0 0 9/17 31/34 10/17 16/17 26/17 57/34 27/17 0
0 0 0 1/4 5/8 1 7/8 9/8 9/8 13/8 0
0 0 0 1/8 5/8 1 3/4 5/4 5/4 3/2 0
0 0 0 3/7 4/7 6/7 5/7 6/7 1 9/7 0
0 0 0 3/10 3/5 9/10 3/5 1 6/5 6/5 0
0 0 0 3/11 7/11 1 10/11 13/11 20/11 14/11 0
0 0 0 1/7 3/7 8/7 13/14 6/7 9/7 11/7 0
0 0 0 1/4 3/8 1 3/4 5/8 9/8 19/16 0
0 0 0 1/7 2/7 1 9/14 4/7 8/7 13/14 0
0 0 0 1/5 2/5 11/10 9/10 4/5 33/20 1 0
0 0 1/7 0 4/7 6/7 1 9/7 8/7 11/7 0
0 0 1/7 0 4/7 5/7 6/7 9/7 8/7 10/7 0
0 0 1/4 0 1/2 1/2 3/4 9/8 5/4 5/4 0
0 0 1/9 0 5/9 8/9 1 4/3 2 13/9 0
0 0 1/7 0 3/7 1 6/7 1 8/7 10/7 0
0 0 2/9 0 4/9 1 2/3 1 11/9 11/9 0
0 0 3/7 0 2/7 5/7 4/7 5/7 8/7 6/7 0
0 0 1/8 0 3/8 9/8 5/8 7/8 11/8 9/8 0
0 0 1/5 0 2/5 1 4/5 1 9/5 11/10 0
0 0 1/4 0 1/4 9/8 13/16 5/8 5/4 5/4 0
0 0 3/7 0 1/7 1 4/7 3/7 8/7 6/7 0
0 0 4/7 0 1/7 6/7 4/7 3/7 8/7 5/7 0
0 0 1/7 0 1/7 8/7 5/7 3/7 9/7 15/14 0
0 0 1/4 0 1/8 9/8 9/16 3/8 5/4 13/16 0
0 0 3/11 0 2/11 12/11 8/11 6/11 35/22 9/11 0
