0 0 0 6/13 1 17/13 14/13 24/13 36/13 29/26 36/13 0
0 0 0 5/12 11/12 7/6 11/12 41/24 8/3 5/4 31/12 0
0 0 0 3/10 4/5 11/10 6/5 8/5 23/10 6/5 13/5 0
0 0 0 2/9 2/3 8/9 1 4/3 2 11/9 20/9 0
0 0 0 4/11 13/11 3/2 3/2 23/11 34/11 29/22 34/11 0
0 0 0 3/11 12/11 29/22 29/22 41/22 63/22 29/22 30/11 0
0 0 0 1/5 4/5 1 7/5 17/10 21/10 8/5 3 0
0 0 0 1/8 5/8 3/4 9/8 11/8 7/4 13/8 5/2 0
0 0 0 1/4 7/6 11/8 13/8 19/9 17/6 13/8 10/3 0
0 0 0 2/11 12/11 27/22 31/22 125/66 59/22 35/22 32/11 0
0 0 0 3/10 7/10 1 13/10 3/2 21/10 7/5 27/10 0
0 0 0 2/9 5/9 7/9 10/9 11/9 16/9 13/9 7/3 0
0 0 0 1/5 7/10 9/10 3/2 8/5 19/10 9/5 31/10 0
0 0 0 1/8 1/2 5/8 5/4 5/4 3/2 15/8 21/8 0
0 0 0 2/11 6/11 8/11 16/11 16/11 17/11 41/22 3 0
0 0 0 1/8 3/8 1/2 5/4 19/16 5/4 2 21/8 0
0 0 0 4/11 9/11 12/11 9/11 3/2 26/11 14/11 25/11 0
0 0 0 2/9 2/3 8/9 8/9 11/9 17/9 11/9 2 0
0 0 0 1/4 13/12 31/24 7/6 41/24 65/24 5/4 29/12 0
0 0 0 1/8 5/8 3/4 1 5/4 13/8 13/8 9/4 0
0 0 0 1/6 13/12 29/24 5/4 125/72 61/24 3/2 31/12 0
0 0 0 2/9 5/9 7/9 1 10/9 5/3 13/9 19/9 0
0 0 0 1/8 1/2 5/8 9/8 9/8 11/8 15/8 19/8 0
0 0 0 1/8 3/8 1/2 9/8 17/16 9/8 2 19/8 0
0 0 0 7/10 3/2 7/5 1 2 31/10 3/4 13/5 0
0 0 0 7/11 15/11 13/11 10/11 41/22 32/11 1 27/11 0
0 0 0 1/2 5/4 9/8 1 13/8 5/2 3/4 9/4 0
0 0 0 4/9 10/9 8/9 8/9 13/9 20/9 8/9 2 0
0 0 0 5/8 7/4 13/8 11/8 9/4 7/2 7/8 23/8 0
0 0 0 6/11 19/11 16/11 14/11 47/22 75/22 1 29/11 0
0 0 0 1/3 10/9 1 11/9 5/3 20/9 11/9 8/3 0
0 0 0 1/3 1 7/9 1 13/9 2 11/9 20/9 0
0 0 0 2/5 3/2 7/5 3/2 32/15 3 13/10 31/10 0
0 0 0 5/12 19/12 4/3 4/3 149/72 25/8 5/4 11/4 0
0 0 0 1/2 9/8 1 9/8 3/2 9/4 1 19/8 0
0 0 0 4/9 1 7/9 1 4/3 2 10/9 19/9 0
0 0 0 1/3 1 8/9 4/3 14/9 2 13/9 25/9 0
0 0 0 1/3 8/9 2/3 10/9 4/3 16/9 13/9 7/3 0
0 0 0 3/10 4/5 7/10 13/10 7/5 8/5 31/20 27/10 0
0 0 0 1/3 7/9 5/9 10/9 23/18 14/9 14/9 7/3 0
0 0 0 5/9 11/9 10/9 7/9 29/18 23/9 10/9 19/9 0
0 0 0 3/8 1 7/8 3/4 5/4 2 1 7/4 0
0 0 0 5/11 18/11 16/11 25/22 43/22 71/22 23/22 26/11 0
0 0 0 1/4 7/8 3/4 7/8 5/4 7/4 11/8 2 0
0 0 0 1/3 3/2 4/3 29/24 137/72 71/24 31/24 5/2 0
0 0 0 3/8 7/8 3/4 7/8 9/8 7/4 5/4 15/8 0
0 0 0 1/4 3/4 5/8 1 9/8 3/2 13/8 17/8 0
0 0 0 1/4 5/8 1/2 1 17/16 5/4 7/4 17/8 0
0 0 0 4/5 17/10 3/2 1 2 31/10 3/5 12/5 0
0 0 0 3/4 13/8 21/16 7/8 29/16 23/8 11/16 17/8 0
0 0 0 2/3 14/9 4/3 1 16/9 25/9 11/18 20/9 0
0 0 0 5/8 3/2 19/16 7/8 13/8 21/8 11/16 2 0
0 0 0 4/5 21/10 37/20 27/20 12/5 19/5 7/10 14/5 0
0 0 0 4/5 23/10 19/10 27/20 5/2 41/10 4/5 14/5 0
0 0 0 1/2 7/5 6/5 6/5 9/5 5/2 21/20 13/5 0
0 0 0 1/2 11/8 17/16 1 13/8 19/8 17/16 9/4 0
0 0 0 7/12 11/6 13/8 35/24 41/18 10/3 13/12 3 0
0 0 0 7/11 23/11 19/11 31/22 79/33 41/11 12/11 32/11 0
0 0 0 2/3 13/9 11/9 10/9 5/3 23/9 5/6 7/3 0
0 0 0 5/8 11/8 17/16 1 3/2 19/8 15/16 17/8 0
0 0 0 1/2 13/10 11/10 13/10 17/10 23/10 5/4 27/10 0
0 0 0 1/2 5/4 15/16 9/8 3/2 17/8 21/16 19/8 0
0 0 0 5/11 12/11 10/11 14/11 17/11 21/11 15/11 29/11 0
0 0 0 1/2 9/8 13/16 9/8 23/16 15/8 23/16 19/8 0
0 0 0 5/8 11/8 19/16 3/4 25/16 5/2 13/16 15/8 0
0 0 0 1/2 5/4 17/16 3/4 11/8 9/4 13/16 7/4 0
0 0 0 7/11 2 19/11 13/11 24/11 40/11 19/22 27/11 0
0 0 0 3/8 9/8 15/16 7/8 11/8 2 19/16 2 0
0 0 0 1/2 11/6 19/12 5/4 19/9 10/3 9/8 31/12 0
0 0 0 1/2 9/8 15/16 7/8 5/4 2 17/16 15/8 0
0 0 0 3/8 1 13/16 1 5/4 7/4 23/16 17/8 0
0 0 0 3/8 7/8 11/16 1 19/16 3/2 25/16 17/8 0
