0 0 6/37 0 18/37 12/37 29/37 19/37 47/37 44/37 65/37 201/74 195/74 513/148 0
0 0 1/6 0 1/2 1/3 23/30 8/15 19/15 6/5 61/30 14/5 63/20 227/60 0
0 0 3/19 0 9/19 7/19 16/19 11/19 47/38 53/38 85/38 281/76 117/38 313/76 0
0 0 7/40 0 21/40 3/8 33/40 3/5 51/40 109/80 49/20 153/40 281/80 173/40 0
0 0 7/40 0 21/40 7/20 33/40 11/20 59/40 293/240 159/80 123/40 39/16 587/160 0
0 0 9/52 0 27/52 21/52 47/52 8/13 75/52 107/78 119/52 49/13 73/26 427/104 0
0 0 2/11 0 6/11 4/11 21/22 25/44 117/88 365/264 529/264 5/2 261/88 1933/528 0
0 0 9/47 0 27/47 18/47 45/47 28/47 127/94 193/141 302/141 122/47 152/47 1079/282 0
0 0 5/26 0 15/26 5/13 25/26 31/52 153/104 53/39 331/156 285/104 279/104 2315/624 0
0 0 5/31 0 15/31 10/31 24/31 16/31 39/31 75/62 57/31 81/31 197/62 211/62 0
0 0 8/49 0 24/49 18/49 41/49 29/49 61/49 71/49 117/49 192/49 409/98 206/49 0
0 0 2/11 0 6/11 4/11 21/22 25/44 117/88 365/264 529/264 5/2 291/88 947/264 0
0 0 5/29 0 15/29 10/29 26/29 16/29 36/29 31/29 43/29 70/29 65/29 86/29 0
0 0 4/25 0 12/25 8/25 21/25 13/25 29/25 24/25 41/25 58/25 66/25 76/25 0
0 0 4/27 0 4/9 10/27 25/27 16/27 31/27 10/9 47/27 80/27 62/27 86/27 0
0 0 5/31 0 15/31 11/31 27/31 18/31 36/31 32/31 61/31 95/31 88/31 105/31 0
0 0 3/16 0 9/16 3/8 15/16 19/32 3/2 9/8 115/64 185/64 33/16 105/32 0
0 0 7/40 0 21/40 17/40 1 13/20 29/20 6/5 2 267/80 9/4 141/40 0
0 0 3/16 0 9/16 3/8 35/32 19/32 83/64 41/32 113/64 71/32 169/64 103/32 0
0 0 7/37 0 21/37 14/37 39/37 22/37 95/74 45/37 70/37 85/37 217/74 124/37 0
0 0 1/5 0 3/5 2/5 43/40 5/8 119/80 51/40 59/30 207/80 189/80 203/60 0
0 0 1/6 0 1/2 1/3 7/8 13/24 29/24 25/24 3/2 53/24 17/6 11/4 0
0 0 5/33 0 5/11 4/11 10/11 20/33 38/33 37/33 61/33 98/33 112/33 103/33 0
0 0 3/16 0 9/16 3/8 35/32 19/32 83/64 41/32 113/64 71/32 25/8 25/8 0
0 0 4/27 0 4/9 8/27 25/27 13/27 29/27 55/54 31/27 37/18 2 67/27 0
0 0 2/17 0 6/17 4/17 15/17 7/17 15/17 15/17 1 53/34 2 35/17 0
0 0 1/10 0 3/10 3/10 19/20 1/2 9/10 21/20 6/5 91/40 37/20 19/8 0
0 0 1/14 0 3/14 3/14 6/7 3/7 5/7 25/28 15/14 47/28 12/7 51/28 0
0 0 1/6 0 1/2 1/3 7/6 13/24 19/16 21/16 3/2 23/12 61/24 137/48 0
0 0 3/20 0 9/20 3/10 6/5 1/2 43/40 51/40 29/20 7/4 13/5 109/40 0
0 0 3/22 0 9/22 3/11 10/11 5/11 1 43/44 12/11 19/11 103/44 93/44 0
0 0 1/11 0 3/11 3/11 10/11 1/2 19/22 23/22 27/22 43/22 105/44 45/22 0
0 0 1/6 0 1/2 1/3 7/6 13/24 19/16 21/16 3/2 23/12 17/6 131/48 0
0 0 1/12 0 1/4 1/6 11/12 1/3 2/3 7/9 5/6 29/24 53/36 17/12 0
0 0 1/14 0 3/14 3/14 13/14 3/7 5/7 11/12 15/14 45/28 71/42 7/4 0
0 0 1/8 0 3/8 1/4 5/4 7/16 29/32 119/96 11/8 3/2 55/24 75/32 0
0 0 1/9 0 1/3 2/9 17/18 7/18 5/6 97/108 17/18 13/9 217/108 19/12 0
0 0 2/23 0 6/23 6/23 22/23 11/23 19/23 71/69 27/23 42/23 319/138 44/23 0
0 0 1/7 0 3/7 2/7 25/21 10/21 43/42 157/126 29/21 5/3 23/9 97/42 0
0 0 4/35 0 12/35 13/35 6/7 3/5 10/7 8/7 51/35 193/70 169/70 443/140 0
0 0 1/10 0 3/10 3/10 7/10 11/20 27/20 1 7/5 49/20 21/8 119/40 0
0 0 2/23 0 6/23 9/23 20/23 15/23 31/23 27/23 35/23 137/46 50/23 139/46 0
0 0 1/14 0 3/14 2/7 9/14 4/7 17/14 27/28 10/7 17/7 59/28 5/2 0
0 0 4/31 0 12/31 12/31 28/31 18/31 51/31 215/186 52/31 195/62 125/62 409/124 0
0 0 3/28 0 9/28 3/7 27/28 9/14 23/14 103/84 51/28 191/56 59/28 193/56 0
0 0 1/9 0 1/3 1/3 7/9 16/27 38/27 59/54 13/9 68/27 53/18 157/54 0
0 0 2/23 0 6/23 8/23 18/23 15/23 30/23 26/23 35/23 59/23 129/46 60/23 0
0 0 1/8 0 3/8 13/32 31/32 21/32 23/16 19/16 47/32 11/4 39/16 203/64 0
0 0 1/10 0 3/10 3/10 4/5 11/20 5/4 19/20 13/10 9/4 5/2 11/4 0
0 0 1/11 0 3/11 9/22 21/22 15/22 29/22 13/11 3/2 32/11 47/22 65/22 0
0 0 1/15 0 1/5 4/15 11/15 8/15 16/15 13/15 19/15 32/15 29/15 11/5 0
0 0 1/7 0 3/7 3/7 29/28 9/14 47/28 17/14 12/7 89/28 57/28 187/56 0
0 0 3/26 0 9/26 6/13 14/13 9/13 43/26 33/26 24/13 89/26 55/26 45/13 0
0 0 3/25 0 9/25 9/25 22/25 16/25 7/5 28/25 36/25 62/25 3 72/25 0
0 0 1/11 0 3/11 4/11 19/22 15/22 14/11 25/22 3/2 5/2 31/11 28/11 0
0 0 1/9 0 1/3 7/18 13/12 5/8 4/3 29/24 49/36 187/72 29/12 215/72 0
0 0 1/11 0 3/11 7/22 23/22 25/44 13/11 12/11 27/22 95/44 28/11 29/11 0
0 0 2/25 0 6/25 2/5 28/25 33/50 31/25 31/25 7/5 139/50 11/5 141/50 0
0 0 1/16 0 3/16 5/16 17/16 19/32 17/16 35/32 5/4 69/32 17/8 71/32 0
0 0 3/31 0 9/31 11/31 35/31 19/31 40/31 75/62 41/31 73/31 189/62 167/62 0
0 0 2/27 0 2/9 10/27 31/27 2/3 11/9 34/27 38/27 22/9 161/54 67/27 0
0 0 1/13 0 3/13 3/13 15/13 11/26 11/13 37/39 12/13 3/2 68/39 21/13 0
0 0 1/14 0 3/14 2/7 8/7 15/28 13/14 89/84 8/7 51/28 40/21 53/28 0
0 0 2/21 0 2/7 2/7 26/21 10/21 1 139/126 22/21 37/21 313/126 11/6 0
0 0 1/12 0 1/4 1/3 29/24 7/12 25/24 43/36 5/4 49/24 385/144 25/12 0
0 0 1/16 0 3/16 3/8 13/16 3/4 23/16 39/32 27/16 45/16 73/32 23/8 0
0 0 1/15 0 1/5 1/3 11/15 2/3 4/3 11/10 8/5 13/5 67/30 8/3 0
0 0 2/23 0 6/23 10/23 22/23 16/23 81/46 173/138 2 78/23 99/46 79/23 0
0 0 1/13 0 3/13 5/13 11/13 19/26 18/13 16/13 43/26 35/13 153/52 71/26 0
0 0 1/16 0 3/16 3/8 7/8 3/4 11/8 19/16 13/8 43/16 35/16 11/4 0
0 0 1/16 0 3/16 5/16 13/16 5/8 19/16 1 23/16 37/16 33/16 19/8 0
0 0 1/11 0 3/11 5/11 23/22 8/11 7/4 14/11 2 37/11 47/22 75/22 0
0 0 2/25 0 6/25 2/5 23/25 19/25 34/25 31/25 41/25 66/25 74/25 67/25 0
0 0 1/17 0 3/17 7/17 19/17 27/34 24/17 23/17 28/17 47/17 41/17 48/17 0
0 0 1/16 0 3/16 3/8 9/8 23/32 5/4 5/4 3/2 39/16 37/16 5/2 0
0 0 1/14 0 3/14 3/7 33/28 11/14 39/28 39/28 23/14 19/7 45/14 11/4 0
0 0 1/15 0 1/5 1/3 17/15 19/30 16/15 52/45 4/3 31/15 92/45 32/15 0
0 0 1/13 0 3/13 5/13 31/26 9/13 31/26 101/78 19/13 30/13 112/39 61/26 0
0 0 2/9 0 17/27 11/27 23/27 20/27 38/27 28/27 46/27 70/27 20/9 19/6 0
0 0 3/14 0 4/7 5/14 11/14 3/4 39/28 25/28 27/14 73/28 11/4 93/28 0
0 0 3/14 0 15/28 3/7 25/28 23/28 39/28 15/14 57/28 23/7 65/28 7/2 0
0 0 9/38 0 21/38 15/38 16/19 16/19 55/38 37/38 43/19 65/19 3 141/38 0
0 0 7/30 0 2/3 13/30 9/10 23/30 49/30 11/10 119/60 181/60 31/15 69/20 0
0 0 9/40 0 3/5 19/40 39/40 33/40 8/5 47/40 11/5 283/80 91/40 149/40 0
0 0 3/13 0 17/26 11/26 23/26 10/13 19/13 14/13 97/52 32/13 123/52 13/4 0
0 0 8/35 0 22/35 2/5 6/7 27/35 51/35 1 71/35 18/7 199/70 24/7 0
0 0 4/17 0 23/34 15/34 31/34 13/17 55/34 19/17 209/102 189/68 145/68 695/204 0
0 0 5/23 0 14/23 9/23 19/23 17/23 32/23 1 40/23 56/23 70/23 3 0
0 0 8/35 0 19/35 3/7 31/35 6/7 10/7 38/35 76/35 17/5 19/5 123/35 0
0 0 3/13 0 17/26 11/26 23/26 10/13 19/13 14/13 97/52 32/13 41/13 41/13 0
0 0 8/37 0 17/37 17/37 35/37 34/37 69/37 42/37 69/37 128/37 99/37 142/37 0
0 0 1/4 0 7/16 3/8 13/16 31/32 63/32 29/32 2 113/32 109/32 4 0
0 0 6/29 0 11/29 13/29 27/29 28/29 51/29 32/29 57/29 105/29 67/29 105/29 0
0 0 1/4 0 11/28 5/14 11/14 1 7/4 6/7 29/14 24/7 79/28 97/28 0
0 0 6/29 0 15/29 14/29 1 25/29 55/29 34/29 57/29 101/29 60/29 106/29 0
0 0 1/5 0 13/30 1/2 31/30 14/15 28/15 6/5 32/15 113/30 13/6 19/5 0
0 0 7/31 0 14/31 13/31 27/31 29/31 59/31 33/31 59/31 105/31 121/31 116/31 0
