0 0 0 1/3 2/3 5/9 8/9 1 4/3 20/9 0
0 0 0 2/5 4/5 1/2 6/5 11/10 7/5 12/5 0
0 0 0 2/5 4/5 1/2 13/10 1 7/5 11/5 0
0 0 0 2/5 4/5 4/5 9/10 11/10 7/5 12/5 0
0 0 0 6/13 12/13 11/13 17/13 16/13 19/13 34/13 0
0 0 0 5/11 10/11 8/11 16/11 12/11 16/11 26/11 0
0 0 0 2/5 4/5 9/10 9/10 1 7/5 11/5 0
0 0 0 5/11 10/11 1 13/11 12/11 16/11 26/11 0
0 0 0 6/13 12/13 11/13 17/13 1 19/13 28/13 0
0 0 0 5/8 3/8 1/4 7/8 11/16 7/8 3/2 0
0 0 0 5/7 4/7 1/7 8/7 9/14 6/7 10/7 0
0 0 0 5/7 4/7 1/7 17/14 4/7 6/7 9/7 0
0 0 0 5/7 4/7 3/7 6/7 9/14 6/7 10/7 0
0 0 0 7/8 3/4 3/8 5/4 11/16 7/8 3/2 0
0 0 0 6/7 5/7 2/7 19/14 4/7 6/7 9/7 0
0 0 0 5/7 4/7 1/2 6/7 4/7 6/7 9/7 0
0 0 0 6/7 5/7 1/2 8/7 4/7 6/7 9/7 0
0 0 0 7/8 3/4 3/8 5/4 1/2 7/8 9/8 0
