0 0 0 1/4 1/4 21/20 19/15 101/60 43/20 151/60 25/8 221/60 527/120 811/120 0
0 0 0 1/5 1/5 4/5 4/5 7/6 5/3 61/30 7/3 17/6 49/15 51/10 0
0 0 0 2/13 2/13 9/13 8/13 12/13 19/13 47/26 27/13 5/2 38/13 58/13 0
0 0 0 4/17 4/17 15/17 16/17 23/17 31/17 81/34 43/17 111/34 60/17 195/34 0
0 0 0 5/19 5/19 16/19 17/19 26/19 36/19 43/19 107/38 58/19 141/38 221/38 0
0 0 0 2/9 2/9 7/9 5/6 5/4 11/6 9/4 8/3 109/36 7/2 67/12 0
0 0 0 2/13 2/13 9/13 8/13 12/13 20/13 49/26 29/13 67/26 3 60/13 0
0 0 0 7/26 7/26 21/26 14/13 41/26 28/13 155/52 42/13 203/52 53/13 361/52 0
0 0 0 5/19 5/19 14/19 18/19 55/38 2 91/38 113/38 123/38 149/38 6 0
0 0 0 4/17 4/17 11/17 15/17 23/17 33/17 40/17 48/17 54/17 63/17 97/17 0
0 0 0 3/16 3/16 11/16 15/16 21/16 31/16 37/16 89/32 13/4 15/4 45/8 0
0 0 0 5/19 5/19 12/19 20/19 30/19 41/19 53/19 62/19 71/19 78/19 125/19 0
0 0 0 4/23 4/23 25/23 109/69 128/69 51/23 395/138 155/46 275/69 647/138 1009/138 0
0 0 0 1/7 1/7 6/7 15/14 37/28 25/14 67/28 18/7 89/28 25/7 159/28 0
0 0 0 1/11 1/11 8/11 9/11 1 17/11 47/22 25/11 61/22 35/11 54/11 0
0 0 0 1/5 1/5 14/15 6/5 23/15 29/15 27/10 41/15 109/30 19/5 63/10 0
0 0 0 4/21 4/21 6/7 25/21 32/21 41/21 55/21 43/14 10/3 167/42 89/14 0
0 0 0 1/6 1/6 7/9 19/18 49/36 17/9 91/36 17/6 13/4 11/3 215/36 0
0 0 0 1/11 1/11 8/11 9/11 1 18/11 49/22 27/11 63/22 36/11 56/11 0
0 0 0 6/25 6/25 4/5 31/25 42/25 11/5 159/50 84/25 41/10 21/5 363/50 0
0 0 0 2/11 2/11 17/22 31/22 7/4 49/22 131/44 155/44 169/44 201/44 78/11 0
