0 0 0 2/25 22/25 46/25 13/5 69/25 211/50 287/75 373/75 28/5 89/15 533/75 232/25 0
0 0 0 2/27 8/9 50/27 71/27 25/9 352/81 311/81 412/81 154/27 490/81 194/27 764/81 0
0 0 0 2/29 26/29 54/29 77/29 81/29 391/87 335/87 460/87 168/29 535/87 214/29 833/87 0
0 0 0 1/14 6/7 25/14 18/7 19/7 71/21 157/42 29/6 11/2 487/84 83/12 127/14 0
0 0 0 1/17 15/17 31/17 45/17 47/17 361/102 193/51 257/51 97/17 613/102 241/34 478/51 0
0 0 0 1/17 15/17 31/17 45/17 47/17 185/51 193/51 266/51 98/17 311/51 247/34 484/51 0
0 0 0 1/14 6/7 25/14 18/7 19/7 139/42 157/42 29/6 11/2 487/84 83/12 253/28 0
0 0 0 1/15 13/15 9/5 13/5 41/15 301/90 169/45 89/18 28/5 266/45 7 827/90 0
0 0 0 1/16 7/8 29/16 21/8 11/4 167/48 181/48 493/96 91/16 577/96 115/16 28/3 0
0 0 0 2/29 26/29 54/29 77/29 81/29 755/174 335/87 436/87 167/29 177/29 206/29 274/29 0
0 0 0 1/20 9/10 37/20 27/10 14/5 143/40 229/60 299/60 29/5 731/120 281/40 283/30 0
0 0 0 1/16 7/8 29/16 21/8 11/4 53/16 181/48 469/96 181/32 191/32 111/16 295/32 0
0 0 0 1/11 9/11 18/11 51/22 5/2 257/66 75/22 49/11 58/11 58/11 211/33 278/33 0
0 0 0 2/21 17/21 34/21 16/7 52/21 83/21 71/21 95/21 110/21 16/3 134/21 59/7 0
0 0 0 1/10 4/5 8/5 9/4 49/20 81/20 67/20 47/10 21/4 27/5 131/20 17/2 0
0 0 0 1/15 4/5 8/5 7/3 37/15 301/90 10/3 13/3 16/3 77/15 56/9 374/45 0
0 0 0 1/15 4/5 8/5 7/3 37/15 101/30 10/3 67/15 16/3 79/15 94/15 42/5 0
0 0 0 1/12 3/4 3/2 13/6 7/3 13/4 19/6 9/2 61/12 31/6 25/4 49/6 0
0 0 0 1/14 11/14 11/7 16/7 17/7 265/84 23/7 30/7 73/14 71/14 37/6 685/84 0
0 0 0 1/13 10/13 20/13 29/13 31/13 79/26 42/13 56/13 66/13 66/13 79/13 209/26 0
0 0 0 1/12 3/4 3/2 13/6 7/3 37/12 19/6 53/12 5 61/12 37/6 8 0
0 0 0 1/10 17/20 17/10 12/5 13/5 163/40 71/20 23/5 11/2 113/20 131/20 44/5 0
0 0 0 1/15 13/15 26/15 38/15 8/3 107/30 18/5 14/3 86/15 86/15 33/5 9 0
0 0 0 1/12 5/6 5/3 29/12 31/12 19/6 7/2 9/2 131/24 133/24 77/12 69/8 0
0 0 0 1/7 16/21 32/21 43/21 7/3 80/21 68/21 88/21 16/3 107/21 128/21 169/21 0
0 0 0 3/23 18/23 36/23 49/23 55/23 4 76/23 101/23 126/23 122/23 144/23 191/23 0
0 0 0 3/26 21/26 21/13 29/13 32/13 56/13 44/13 62/13 149/26 72/13 173/26 225/26 0
0 0 0 1/8 3/4 3/2 33/16 37/16 57/16 51/16 33/8 11/2 5 6 8 0
0 0 0 2/19 15/19 30/19 42/19 46/19 72/19 63/19 85/19 110/19 102/19 120/19 161/19 0
0 0 0 2/19 15/19 30/19 42/19 46/19 74/19 63/19 89/19 111/19 104/19 124/19 163/19 0
0 0 0 1/8 3/4 3/2 33/16 37/16 55/16 51/16 33/8 87/16 5 6 127/16 0
0 0 0 2/17 13/17 26/17 36/17 40/17 59/17 55/17 73/17 94/17 88/17 104/17 138/17 0
0 0 0 2/19 15/19 30/19 42/19 46/19 71/19 63/19 89/19 110/19 103/19 124/19 161/19 0
0 0 0 3/25 21/25 42/25 58/25 64/25 211/50 88/25 23/5 29/5 283/50 164/25 44/5 0
0 0 0 1/11 19/22 19/11 27/11 29/11 4 79/22 52/11 68/11 64/11 147/22 100/11 0
0 0 0 1/9 5/6 5/3 7/3 23/9 131/36 7/2 41/9 71/12 101/18 13/2 157/18 0
0 0 0 1/14 6/7 25/14 18/7 19/7 755/168 23/6 221/42 79/14 503/84 201/28 787/84 0
0 0 0 1/15 13/15 9/5 13/5 41/15 833/180 173/45 49/9 86/15 274/45 221/30 428/45 0
0 0 0 1/24 7/8 43/24 131/48 45/16 5371/1440 623/160 7711/1440 211/36 1469/240 1159/160 86/9 0
0 0 0 1/21 6/7 37/21 8/3 58/21 953/252 965/252 1367/252 122/21 55/9 613/84 599/63 0
0 0 0 1/19 17/19 35/19 105/38 109/38 4051/1140 4507/1140 319/60 335/57 1751/285 2767/380 363/38 0
0 0 0 1/17 15/17 31/17 46/17 48/17 737/204 793/204 1097/204 99/17 625/102 499/68 484/51 0
0 0 0 1/15 13/15 9/5 13/5 41/15 403/90 173/45 233/45 57/10 272/45 71/10 169/18 0
0 0 0 1/31 28/31 57/31 262/93 268/93 6961/1860 7367/1860 9941/1860 1121/186 5837/930 13501/1860 1811/186 0
0 0 0 1/24 11/12 15/8 205/72 211/72 5131/1440 643/160 7691/1440 109/18 4547/720 10531/1440 703/72 0
0 0 0 1/11 17/22 17/11 49/22 53/22 45/11 37/11 103/22 57/11 58/11 70/11 92/11 0
0 0 0 2/21 16/21 32/21 46/21 50/21 88/21 10/3 34/7 109/21 16/3 137/21 59/7 0
0 0 0 1/22 9/11 18/11 113/44 117/44 163/44 479/132 111/22 769/132 377/66 149/22 1201/132 0
0 0 0 1/15 11/15 22/15 34/15 12/5 7/2 33/10 29/6 79/15 16/3 193/30 42/5 0
0 0 0 1/18 5/6 5/3 31/12 97/36 125/36 395/108 5 625/108 154/27 61/9 244/27 0
0 0 0 1/13 10/13 20/13 30/13 32/13 85/26 87/26 123/26 68/13 69/13 167/26 108/13 0
0 0 0 2/21 17/21 34/21 7/3 53/21 59/14 74/21 100/21 38/7 39/7 137/21 61/7 0
0 0 0 1/24 7/8 7/4 11/4 17/6 185/48 139/36 21/4 223/36 883/144 85/12 695/72 0
0 0 0 1/19 17/19 34/19 53/19 55/19 69/19 224/57 100/19 709/114 353/57 136/19 1105/114 0
0 0 0 1/8 3/4 3/2 25/12 7/3 17/4 10/3 14/3 11/2 127/24 19/3 25/3 0
0 0 0 1/9 7/9 14/9 59/27 65/27 122/27 92/27 5 155/27 149/27 181/27 26/3 0
0 0 0 3/31 25/31 50/31 79/31 85/31 139/31 118/31 172/31 419/62 191/31 225/31 603/62 0
0 0 0 1/10 4/5 8/5 38/15 41/15 277/60 227/60 343/60 34/5 187/30 89/12 293/30 0
0 0 0 3/26 21/26 21/13 33/13 36/13 55/13 99/26 71/13 347/52 159/26 187/26 499/52 0
0 0 0 1/9 22/27 44/27 23/9 25/9 239/54 205/54 307/54 61/9 56/9 401/54 262/27 0
0 0 0 3/26 21/26 21/13 59/26 5/2 231/52 46/13 63/13 151/26 293/52 86/13 229/26 0
0 0 0 3/37 32/37 64/37 203/74 215/74 168/37 887/222 210/37 7 240/37 277/37 376/37 0
0 0 0 1/10 13/15 26/15 11/4 59/20 259/60 145/36 17/3 419/60 13/2 15/2 152/15 0
0 0 0 1/16 7/8 29/16 43/16 45/16 463/96 761/192 547/96 47/8 149/24 61/8 29/3 0
0 0 0 1/20 17/20 7/4 27/10 14/5 187/48 469/120 1343/240 117/20 737/120 597/80 143/15 0
0 0 0 1/18 8/9 11/6 25/9 26/9 827/216 431/108 1211/216 107/18 673/108 545/72 260/27 0
0 0 0 2/23 18/23 36/23 54/23 58/23 103/23 81/23 120/23 125/23 128/23 159/23 201/23 0
0 0 0 1/15 11/15 22/15 7/3 37/15 109/30 17/5 151/30 16/3 27/5 199/30 127/15 0
0 0 0 1/14 11/14 11/7 17/7 18/7 99/28 7/2 141/28 38/7 11/2 27/4 60/7 0
0 0 0 5/42 17/21 34/21 18/7 59/21 122/21 55/14 271/42 289/42 134/21 49/6 419/42 0
0 0 0 2/17 27/34 27/17 89/34 97/34 349/68 135/34 433/68 121/17 110/17 547/68 172/17 0
0 0 0 5/37 30/37 60/37 97/37 107/37 371/74 147/37 471/74 264/37 239/37 597/74 372/37 0
0 0 0 2/23 20/23 44/23 63/23 67/23 589/138 89/23 5 132/23 139/23 497/69 652/69 0
0 0 0 1/13 11/13 49/26 71/26 75/26 113/26 99/26 131/26 75/13 79/13 93/13 123/13 0
0 0 0 1/16 3/4 57/32 85/32 89/32 277/64 115/32 161/32 45/8 189/32 225/32 293/32 0
0 0 0 1/13 11/13 24/13 35/13 37/13 134/39 49/13 63/13 73/13 153/26 545/78 359/39 0
