0 0 0 10/11 113/132 40/33 12/11 16/11 61/33 95/44 0
0 0 0 9/10 107/120 71/60 11/10 3/2 29/15 11/5 0
0 0 0 8/9 20/27 7/6 10/9 37/27 95/54 109/54 0
0 0 0 8/9 43/54 7/6 10/9 77/54 101/54 56/27 0
0 0 0 14/15 3/4 107/90 11/10 53/36 73/45 371/180 0
0 0 0 10/11 7/11 25/22 25/22 185/132 101/66 64/33 0
0 0 0 7/8 17/24 17/16 9/8 59/48 37/24 85/48 0
0 0 0 8/9 43/54 19/18 7/6 71/54 46/27 50/27 0
0 0 0 8/9 17/27 19/18 7/6 139/108 37/27 47/27 0
0 0 0 1 109/156 46/39 32/39 4/3 62/39 71/39 0
0 0 0 1 97/132 7/6 5/6 46/33 56/33 62/33 0
0 0 0 1 31/54 7/6 5/6 34/27 83/54 91/54 0
0 0 0 1 17/27 7/6 5/6 71/54 89/54 47/27 0
0 0 0 1 131/204 7/6 5/6 277/204 74/51 181/102 0
0 0 0 1 1/2 23/20 17/20 31/24 83/60 49/30 0
0 0 0 1 25/42 15/14 13/14 47/42 4/3 61/42 0
0 0 0 1 2/3 15/14 13/14 25/21 31/21 32/21 0
0 0 0 1 11/21 15/14 13/14 97/84 25/21 29/21 0
0 0 0 1 53/84 6/7 8/7 4/3 4/3 79/42 0
0 0 0 1 59/84 6/7 8/7 59/42 31/21 41/21 0
0 0 0 1 11/21 6/7 8/7 53/42 53/42 73/42 0
0 0 0 1 25/42 6/7 8/7 4/3 59/42 38/21 0
0 0 0 1 21/40 9/10 23/20 11/8 17/15 9/5 0
0 0 0 1 4/9 8/9 7/6 143/108 59/54 46/27 0
0 0 0 1 11/21 6/7 8/7 25/21 25/21 67/42 0
0 0 0 1 17/27 5/6 7/6 34/27 37/27 44/27 0
0 0 0 1 11/24 7/8 19/16 121/96 25/24 19/12 0
0 0 0 1 65/132 29/33 8/11 38/33 37/33 193/132 0
0 0 0 1 71/132 5/6 8/11 79/66 40/33 49/33 0
0 0 0 1 19/48 7/8 13/16 53/48 53/48 67/48 0
0 0 0 1 25/54 5/6 7/9 31/27 65/54 38/27 0
0 0 0 1 25/56 19/21 3/4 67/56 43/42 81/56 0
0 0 0 1 1/3 8/9 5/6 125/108 53/54 37/27 0
0 0 0 1 19/42 6/7 13/14 22/21 22/21 55/42 0
0 0 0 1 14/27 7/9 8/9 59/54 31/27 35/27 0
0 0 0 1 8/21 6/7 13/14 13/12 19/21 26/21 0
