0 0 0 4/25 9/25 8/25 22/25 29/25 33/25 39/25 42/25 5/2 139/50 0
0 0 0 3/25 2/5 2/5 71/75 91/75 34/25 112/75 139/75 79/30 29/10 0
0 0 0 3/16 15/32 19/64 305/384 67/64 21/16 293/192 71/48 75/32 155/64 0
0 0 0 7/40 1/2 29/80 431/480 269/240 7/5 361/240 101/60 1213/480 103/40 0
0 0 0 6/29 9/29 8/29 49/58 38/29 38/29 54/29 51/29 149/58 163/58 0
0 0 0 7/30 2/5 4/15 29/36 21/20 77/60 299/180 55/36 139/60 143/60 0
0 0 0 3/20 3/20 2/5 19/20 29/20 31/20 7/4 9/5 27/10 61/20 0
0 0 0 1/8 1/8 7/16 1 11/8 3/2 25/16 31/16 43/16 3 0
0 0 0 5/27 5/27 1/3 23/27 41/27 79/54 53/27 97/54 8/3 80/27 0
0 0 0 11/39 1/3 40/117 79/78 164/117 4/3 236/117 74/39 601/234 75/26 0
0 0 0 5/17 7/17 1/3 193/204 217/204 93/68 7/4 169/102 118/51 169/68 0
0 0 0 2/9 11/45 11/27 1 233/135 131/90 293/135 173/90 356/135 136/45 0
0 0 0 1/5 4/15 3/5 11/15 23/30 37/30 17/15 22/15 2 38/15 0
0 0 0 1/7 2/7 11/14 6/7 23/28 19/14 15/14 25/14 9/4 20/7 0
0 0 0 1/4 2/5 21/40 29/40 31/40 5/4 5/4 11/8 81/40 23/10 0
0 0 0 5/22 9/22 31/44 39/44 9/11 31/22 27/22 75/44 201/88 29/11 0
0 0 0 8/25 7/25 31/50 109/150 137/150 191/150 3/2 241/150 152/75 391/150 0
0 0 0 1/3 3/8 9/16 53/72 55/72 185/144 67/48 211/144 35/18 167/72 0
0 0 0 2/13 2/13 9/13 10/13 25/26 18/13 16/13 20/13 27/13 35/13 0
0 0 0 1/10 1/10 4/5 4/5 17/20 27/20 1 17/10 41/20 27/10 0
0 0 0 7/26 3/13 35/52 109/156 161/156 209/156 79/52 125/78 79/39 415/156 0
0 0 0 11/28 9/28 17/24 53/56 1 115/84 569/336 305/168 89/42 67/24 0
0 0 0 5/12 5/12 95/144 23/24 13/16 103/72 455/288 121/72 293/144 91/36 0
0 0 0 5/17 5/17 155/204 61/68 21/17 293/204 713/408 92/51 217/102 583/204 0
0 0 0 4/17 4/17 14/17 14/17 11/17 45/34 18/17 25/17 65/34 45/17 0
0 0 0 2/13 3/13 12/13 25/26 10/13 18/13 27/26 24/13 29/13 38/13 0
0 0 0 4/13 5/13 12/13 99/104 71/104 161/104 129/104 85/52 231/104 147/52 0
0 0 0 7/25 2/5 1 109/100 77/100 33/20 127/100 97/50 5/2 153/50 0
0 0 0 7/19 4/19 31/38 47/57 71/114 143/114 24/19 89/57 101/57 289/114 0
0 0 0 2/5 3/10 29/40 103/120 37/60 31/24 27/20 181/120 223/120 143/60 0
0 0 0 3/17 3/17 15/17 27/34 27/34 24/17 37/34 25/17 65/34 46/17 0
0 0 0 1/10 1/10 9/10 17/20 4/5 27/20 19/20 17/10 2 27/10 0
0 0 0 2/7 4/21 37/42 97/126 7/9 85/63 53/42 14/9 113/63 331/126 0
0 0 0 5/12 7/24 119/144 1 19/24 97/72 431/288 127/72 139/72 391/144 0
0 0 0 10/23 9/23 101/138 45/46 33/46 97/69 413/276 227/138 269/138 173/69 0
0 0 0 9/31 8/31 167/186 29/31 67/62 133/93 581/372 163/93 181/93 523/186 0
0 0 0 4/13 1/13 12/13 35/39 19/39 29/26 38/39 61/39 131/78 31/13 0
0 0 0 3/14 1/7 1 83/84 5/7 9/7 89/84 11/6 29/14 19/7 0
0 0 0 9/22 5/22 43/44 271/264 133/264 119/88 29/24 223/132 533/264 113/44 0
