0 0 0 2/5 2/5 9/10 8/5 3/2 8/5 0
0 0 0 4/9 4/9 11/9 17/9 14/9 13/9 0
0 0 0 4/9 4/9 1 11/9 4/3 5/3 0
0 0 0 4/9 4/9 11/9 13/9 4/3 13/9 0
0 0 5/7 0 4/7 5/7 1 17/14 11/7 0
0 0 5/6 0 2/3 1 7/6 5/4 3/2 0
0 0 5/6 0 2/3 5/6 2/3 13/12 5/3 0
0 0 5/6 0 2/3 1 5/6 13/12 3/2 0
0 0 8/9 0 11/18 4/9 5/6 19/18 13/9 0
0 0 1 0 3/4 2/3 1/2 1 5/3 0
