0 0 13/51 0 22/51 20/51 15/17 53/34 118/51 43/34 140/51 199/102 329/102 220/51 0
0 0 9/31 0 13/31 9/31 20/31 36/31 61/31 36/31 70/31 115/62 5/2 108/31 0
0 0 5/16 0 7/16 1/4 19/32 17/16 39/16 23/16 43/16 145/64 51/16 65/16 0
0 0 10/31 0 13/31 9/31 20/31 38/31 61/31 35/31 69/31 57/31 143/62 103/31 0
0 0 9/46 0 9/23 17/46 45/46 139/92 99/46 121/92 119/46 83/46 279/92 95/23 0
0 0 2/11 0 7/22 3/11 8/11 12/11 39/22 29/22 2 37/22 25/11 73/22 0
0 0 3/17 0 6/17 3/17 10/17 14/17 32/17 27/17 36/17 33/17 46/17 61/17 0
0 0 1/5 0 3/10 3/10 3/4 6/5 7/4 13/10 39/20 17/10 2 63/20 0
0 0 1/11 0 2/11 1/11 8/11 10/11 13/11 12/11 15/11 31/22 19/11 26/11 0
0 0 1/11 0 2/11 1/11 7/11 9/11 13/11 12/11 15/11 31/22 37/22 26/11 0
0 0 2/15 0 4/15 2/15 2/3 13/15 9/5 8/5 2 2 77/30 17/5 0
0 0 2/13 0 3/13 2/13 8/13 12/13 17/13 15/13 19/13 3/2 41/26 32/13 0
0 0 7/26 0 4/13 9/26 19/26 18/13 27/13 1 67/26 79/52 129/52 40/13 0
0 0 1/4 0 7/24 3/8 19/24 31/24 25/12 25/24 19/8 27/16 107/48 23/8 0
0 0 9/32 0 11/32 11/32 3/4 19/16 11/4 89/64 95/32 35/16 25/8 117/32 0
0 0 8/27 0 1/3 10/27 7/9 4/3 19/9 10/9 64/27 47/27 13/6 79/27 0
0 0 5/28 0 3/14 2/7 23/28 37/28 27/14 31/28 131/56 10/7 33/14 3 0
0 0 1/7 0 4/21 1/3 6/7 26/21 40/21 25/21 44/21 11/7 44/21 58/21 0
0 0 1/7 0 5/21 2/7 16/21 22/21 44/21 61/42 16/7 11/6 53/21 64/21 0
0 0 4/21 0 5/21 8/21 6/7 4/3 41/21 9/7 15/7 12/7 43/21 61/21 0
0 0 2/17 0 3/17 3/17 14/17 19/17 26/17 37/34 59/34 47/34 63/34 38/17 0
0 0 2/17 0 3/17 4/17 14/17 19/17 28/17 39/34 31/17 3/2 65/34 40/17 0
0 0 3/23 0 5/23 6/23 19/23 25/23 47/23 34/23 51/23 87/46 5/2 70/23 0
0 0 1/6 0 2/9 5/18 7/9 7/6 5/3 43/36 11/6 19/12 65/36 22/9 0
0 0 14/67 0 36/67 141/335 307/335 2923/2010 4469/2010 3419/2010 5789/2010 1724/1005 6283/2010 2969/670 0
0 0 3/16 0 13/32 13/32 7/8 83/64 71/32 15/8 81/32 15/8 173/64 67/16 0
0 0 4/17 0 8/17 4/17 9/17 14/17 37/17 33/17 42/17 2 53/17 70/17 0
0 0 5/26 0 9/26 6/13 25/26 3/2 28/13 47/26 63/26 25/13 121/52 4 0
0 0 11/60 0 7/20 7/15 31/30 47/30 149/60 28/15 371/120 7/4 379/120 17/4 0
0 0 2/13 0 4/13 19/39 41/39 115/78 34/13 74/39 113/39 73/39 75/26 4 0
0 0 5/29 0 9/29 12/29 26/29 35/29 81/29 109/58 88/29 113/58 94/29 110/29 0
0 0 5/29 0 8/29 15/29 31/29 47/29 67/29 52/29 74/29 57/29 139/58 111/29 0
0 0 7/23 0 15/23 7/23 15/23 51/46 39/23 36/23 48/23 47/23 64/23 4 0
0 0 5/19 0 10/19 5/19 11/19 1 31/19 30/19 37/19 39/19 50/19 73/19 0
