0 0 0 6/13 7/13 11/13 14/13 18/13 24/13 29/26 30/13 0
0 0 0 5/12 1/2 3/4 11/12 31/24 11/6 5/4 13/6 0
0 0 0 3/10 2/5 7/10 6/5 6/5 3/2 6/5 11/5 0
0 0 0 2/9 1/3 5/9 1 1 4/3 11/9 17/9 0
0 0 0 4/11 5/11 9/11 18/11 16/11 19/11 16/11 28/11 0
0 0 0 3/11 4/11 7/11 16/11 27/22 3/2 16/11 24/11 0
0 0 0 1/5 3/10 1/2 6/5 11/10 11/10 27/20 11/5 0
0 0 0 1/8 1/4 3/8 1 15/16 1 23/16 31/16 0
0 0 0 1/4 1/3 7/12 19/12 23/18 5/4 37/24 29/12 0
0 0 0 2/11 3/11 5/11 16/11 37/33 25/22 35/22 47/22 0
0 0 0 4/11 5/11 8/11 9/11 25/22 18/11 14/11 21/11 0
0 0 0 2/9 1/3 5/9 8/9 8/9 11/9 11/9 5/3 0
0 0 0 3/14 5/14 5/7 11/7 33/28 43/28 23/14 29/14 0
0 0 0 1/8 1/4 3/8 7/8 13/16 7/8 23/16 27/16 0
0 0 0 2/13 4/13 7/13 20/13 43/39 31/26 45/26 53/26 0
0 0 0 7/10 4/5 7/10 1 13/10 17/10 3/4 19/10 0
0 0 0 7/11 8/11 6/11 10/11 27/22 18/11 1 20/11 0
0 0 0 1/2 5/8 1/2 1 1 5/4 3/4 13/8 0
0 0 0 4/9 5/9 1/3 8/9 8/9 10/9 8/9 13/9 0
0 0 0 5/8 3/4 5/8 11/8 5/4 3/2 7/8 15/8 0
0 0 0 6/11 8/11 5/11 14/11 25/22 31/22 1 18/11 0
0 0 0 1/3 4/9 1/3 1 8/9 8/9 17/18 5/3 0
0 0 0 1/3 4/9 2/9 8/9 5/6 8/9 19/18 3/2 0
0 0 0 2/5 1/2 2/5 13/10 31/30 1 21/20 9/5 0
0 0 0 5/12 7/12 1/3 5/4 37/36 9/8 9/8 13/8 0
0 0 0 5/9 2/3 5/9 7/9 19/18 13/9 10/9 14/9 0
0 0 0 3/8 1/2 3/8 3/4 3/4 1 1 5/4 0
0 0 0 5/11 8/11 6/11 13/11 23/22 31/22 12/11 16/11 0
0 0 0 1/4 3/8 1/4 3/4 11/16 3/4 19/16 21/16 0
0 0 0 1/3 7/12 5/12 7/6 17/18 9/8 29/24 35/24 0
0 0 0 4/5 9/10 7/10 1 6/5 3/2 3/5 8/5 0
0 0 0 3/4 7/8 9/16 7/8 17/16 11/8 11/16 11/8 0
0 0 0 2/3 7/9 5/9 1 1 11/9 11/18 13/9 0
0 0 0 5/8 3/4 7/16 7/8 7/8 9/8 11/16 5/4 0
0 0 0 4/5 19/20 7/10 27/20 5/4 3/2 7/10 33/20 0
0 0 0 4/5 21/20 13/20 27/20 5/4 8/5 4/5 31/20 0
0 0 0 1/2 3/5 2/5 1 9/10 9/10 4/5 3/2 0
0 0 0 1/2 5/8 5/16 7/8 13/16 7/8 7/8 21/16 0
0 0 0 7/12 17/24 1/2 31/24 77/72 13/12 7/8 13/8 0
0 0 0 7/11 19/22 1/2 29/22 37/33 14/11 21/22 17/11 0
0 0 0 5/8 3/4 9/16 3/4 15/16 5/4 13/16 5/4 0
0 0 0 1/2 5/8 7/16 3/4 3/4 1 13/16 9/8 0
0 0 0 7/11 21/22 15/22 27/22 25/22 17/11 10/11 31/22 0
0 0 0 3/8 1/2 5/16 3/4 11/16 3/4 1 19/16 0
0 0 0 1/2 19/24 13/24 29/24 37/36 5/4 25/24 17/12 0
0 0 0 11/17 6/17 11/17 24/17 23/17 27/17 43/34 41/17 0
0 0 0 11/17 5/17 9/17 23/17 45/34 28/17 27/17 41/17 0
0 0 0 7/13 3/13 7/13 20/13 15/13 16/13 17/13 29/13 0
0 0 0 1/2 1/6 5/12 17/12 1 7/6 17/12 2 0
0 0 0 5/8 1/4 5/8 9/4 3/2 23/16 29/16 45/16 0
0 0 0 9/16 3/16 1/2 17/8 43/32 43/32 15/8 41/16 0
0 0 0 4/11 2/11 4/11 16/11 12/11 9/11 3/2 25/11 0
0 0 0 1/4 1/8 1/4 5/4 15/16 3/4 27/16 33/16 0
0 0 0 7/15 1/5 7/15 11/5 64/45 16/15 59/30 14/5 0
0 0 0 5/13 2/13 5/13 28/13 4/3 27/26 55/26 69/26 0
0 0 0 4/7 2/7 4/7 17/14 33/28 3/2 23/14 15/7 0
0 0 0 5/11 2/11 5/11 14/11 10/11 12/11 16/11 20/11 0
0 0 0 7/16 3/16 5/8 33/16 41/32 45/32 2 39/16 0
0 0 0 1/4 1/8 1/4 9/8 13/16 5/8 27/16 29/16 0
0 0 0 4/13 2/13 6/13 27/13 49/39 27/26 57/26 5/2 0
0 0 0 11/13 7/13 6/13 18/13 17/13 18/13 27/26 28/13 0
0 0 0 4/5 7/15 1/3 4/3 13/10 22/15 22/15 11/5 0
0 0 0 7/10 2/5 3/10 7/5 1 9/10 1 9/5 0
0 0 0 7/11 4/11 2/11 14/11 10/11 10/11 13/11 18/11 0
0 0 0 9/11 5/11 4/11 21/11 14/11 12/11 14/11 24/11 0
0 0 0 9/13 5/13 3/13 22/13 29/26 27/26 18/13 25/13 0
0 0 0 1/2 3/10 1/5 13/10 9/10 3/5 23/20 9/5 0
0 0 0 4/9 1/3 1/9 10/9 5/6 2/3 23/18 29/18 0
0 0 0 7/12 1/3 1/4 7/4 10/9 3/4 11/8 25/12 0
0 0 0 1/2 1/3 1/6 19/12 37/36 19/24 35/24 15/8 0
0 0 0 8/11 5/11 4/11 13/11 25/22 14/11 18/11 21/11 0
0 0 0 5/9 1/3 2/9 10/9 7/9 7/9 4/3 13/9 0
0 0 0 3/5 2/5 3/10 7/5 19/20 19/20 7/5 8/5 0
0 0 0 3/8 1/4 1/8 1 11/16 1/2 23/16 23/16 0
0 0 0 2/5 3/10 1/5 13/10 5/6 13/20 29/20 31/20 0
