0 0 0 1/12 1/4 5/6 19/12 1/12 1/3 2/3 55/36 13/12 115/72 0
0 0 0 1/10 3/10 4/5 7/5 1/10 2/5 9/10 8/5 3/2 19/10 0
0 0 0 1/10 3/10 4/5 7/5 1/10 2/5 4/5 3/2 3/2 17/10 0
0 0 0 1/11 3/11 8/11 16/11 1/11 4/11 8/11 15/11 1 3/2 0
0 0 0 1/10 3/10 7/10 13/10 1/10 2/5 9/10 7/5 13/10 17/10 0
0 0 0 1/10 3/10 7/10 13/10 1/10 2/5 4/5 13/10 13/10 3/2 0
0 0 0 1/10 3/10 3/5 13/10 1/10 2/5 4/5 27/20 1 3/2 0
0 0 0 1/10 3/10 3/5 6/5 1/10 2/5 9/10 27/20 6/5 8/5 0
0 0 0 1/11 3/11 6/11 13/11 1/11 4/11 8/11 13/11 25/22 14/11 0
0 0 0 1/10 3/10 9/10 8/5 1/10 2/5 17/20 19/12 9/10 97/60 0
0 0 0 1/10 3/10 4/5 3/2 1/10 2/5 17/20 29/20 9/10 31/20 0
0 0 0 1/10 3/10 7/10 7/5 1/10 2/5 17/20 7/5 9/10 3/2 0
0 0 0 1/10 3/10 4/5 7/5 1/10 2/5 4/5 6/5 1 29/20 0
0 0 0 1/10 3/10 4/5 7/5 1/10 2/5 9/10 13/10 6/5 8/5 0
0 0 0 1/10 3/10 4/5 7/5 1/10 2/5 4/5 6/5 6/5 7/5 0
0 0 0 1/10 3/10 4/5 7/5 1/10 2/5 17/20 5/4 9/10 29/20 0
0 0 0 1/12 1/3 5/6 3/2 1/12 1/4 7/12 49/36 5/6 97/72 0
0 0 0 1/11 5/11 9/11 14/11 1/11 3/11 9/11 15/11 13/11 17/11 0
0 0 0 1/10 2/5 4/5 13/10 1/10 3/10 7/10 13/10 13/10 7/5 0
0 0 0 1/11 4/11 8/11 15/11 1/11 3/11 7/11 13/11 8/11 27/22 0
0 0 0 1/11 5/11 8/11 13/11 1/11 3/11 9/11 13/11 1 15/11 0
0 0 0 1/10 2/5 7/10 6/5 1/10 3/10 7/10 11/10 11/10 6/5 0
0 0 0 1/10 2/5 3/5 6/5 1/10 3/10 7/10 23/20 7/10 6/5 0
0 0 0 1/11 5/11 7/11 12/11 1/11 3/11 9/11 25/22 10/11 14/11 0
0 0 0 1/11 4/11 6/11 12/11 1/11 3/11 7/11 1 21/22 1 0
0 0 0 1/10 2/5 9/10 3/2 1/10 3/10 3/4 83/60 3/5 79/60 0
0 0 0 1/10 2/5 4/5 7/5 1/10 3/10 3/4 5/4 3/5 5/4 0
0 0 0 1/10 2/5 7/10 13/10 1/10 3/10 3/4 6/5 3/5 6/5 0
0 0 0 1/10 2/5 4/5 13/10 1/10 3/10 7/10 1 7/10 23/20 0
0 0 0 1/11 5/11 9/11 14/11 1/11 3/11 9/11 12/11 10/11 14/11 0
0 0 0 1/10 2/5 4/5 13/10 1/10 3/10 7/10 1 1 11/10 0
0 0 0 1/10 2/5 4/5 13/10 1/10 3/10 3/4 21/20 3/5 23/20 0
0 0 0 1/17 10/17 15/17 25/17 1/17 3/17 6/17 39/34 10/17 33/34 0
0 0 0 1/13 9/13 11/13 15/13 1/13 3/13 7/13 27/26 11/13 14/13 0
0 0 0 1/15 2/3 13/15 19/15 1/15 1/5 2/5 1 9/10 13/15 0
0 0 0 1/13 7/13 10/13 19/13 1/13 3/13 6/13 14/13 7/13 25/26 0
0 0 0 1/11 7/11 8/11 12/11 1/11 3/11 7/11 10/11 8/11 1 0
0 0 0 1/12 7/12 3/4 5/4 1/12 1/4 1/2 11/12 5/6 5/6 0
0 0 0 1/11 6/11 7/11 15/11 1/11 3/11 6/11 25/22 6/11 1 0
0 0 0 1/10 3/5 3/5 1 1/10 3/10 7/10 19/20 7/10 1 0
0 0 0 1/12 1/2 7/12 7/6 1/12 1/4 1/2 11/12 19/24 3/4 0
