0 0 7/39 0 20/39 47/39 11/39 15/26 5/3 10/13 109/78 100/39 175/78 281/78 0
0 0 10/47 0 27/47 61/47 13/47 65/94 98/47 32/47 69/47 155/47 261/94 385/94 0
0 0 3/17 0 15/34 18/17 4/17 49/68 33/17 21/34 57/34 113/34 227/68 293/68 0
0 0 3/13 0 3/5 7/5 18/65 319/390 34/15 44/65 102/65 1351/390 1049/390 1571/390 0
0 0 10/49 0 24/49 60/49 12/49 37/42 323/147 31/49 87/49 149/42 923/294 1241/294 0
0 0 5/28 0 1/2 31/28 2/7 17/28 11/7 25/28 33/28 9/4 51/28 22/7 0
0 0 1/5 0 21/40 9/8 3/10 3/4 77/40 41/40 49/40 119/40 47/20 7/2 0
0 0 1/6 0 1/3 7/9 1/6 17/18 5/3 2/3 25/18 25/9 47/18 59/18 0
0 0 3/13 0 15/26 67/52 4/13 12/13 13/6 25/26 73/52 1019/312 61/26 93/26 0
0 0 3/14 0 3/7 15/14 3/14 33/28 29/14 5/7 23/14 183/56 18/7 97/28 0
0 0 3/20 0 1/2 9/8 1/5 13/20 131/80 49/40 99/80 187/80 37/20 16/5 0
0 0 6/41 0 20/41 43/41 9/41 29/41 145/82 58/41 99/82 221/82 83/41 132/41 0
0 0 13/64 0 9/16 83/64 7/32 31/32 273/128 87/64 183/128 201/64 133/64 215/64 0
0 0 2/17 0 5/17 12/17 3/17 10/17 19/17 1 43/34 27/17 73/34 99/34 0
0 0 1/11 0 2/11 5/11 1/11 8/11 12/11 10/11 14/11 20/11 24/11 29/11 0
0 0 1/11 0 2/11 5/11 1/11 9/11 13/11 9/11 15/11 2 25/11 30/11 0
0 0 1/9 0 8/27 20/27 1/9 17/27 11/9 41/27 109/81 95/54 119/54 163/54 0
0 0 1/9 0 2/9 5/9 1/18 5/6 23/18 14/9 17/12 25/12 41/18 17/6 0
0 0 1/7 0 11/28 8/7 5/14 39/56 73/56 23/28 81/56 65/28 125/56 27/8 0
0 0 4/25 0 2/5 28/25 8/25 41/50 71/50 18/25 38/25 69/25 121/50 7/2 0
0 0 1/7 0 1/3 20/21 2/7 37/42 59/42 2/3 5/3 20/7 39/14 155/42 0
0 0 3/16 0 7/16 41/32 5/16 199/192 343/192 45/64 107/64 605/192 467/192 695/192 0
0 0 5/28 0 11/28 33/28 2/7 187/168 307/168 37/56 101/56 551/168 65/24 635/168 0
0 0 1/7 0 8/21 22/21 1/3 5/7 26/21 6/7 25/21 40/21 37/21 59/21 0
0 0 1/7 0 1/3 19/21 2/7 6/7 4/3 17/21 26/21 50/21 2 20/7 0
0 0 1/7 0 2/7 11/14 1/7 1 10/7 1/2 9/7 17/7 29/14 39/14 0
0 0 5/26 0 11/26 31/26 4/13 15/13 24/13 41/52 81/52 159/52 57/26 85/26 0
0 0 1/5 0 2/5 23/20 1/5 13/10 2 23/40 13/8 127/40 9/4 13/4 0
0 0 4/29 0 12/29 33/29 7/29 23/29 40/29 31/29 71/58 119/58 49/29 82/29 0
0 0 1/8 0 1/3 11/12 5/24 7/8 4/3 9/8 59/48 109/48 7/4 8/3 0
0 0 7/36 0 4/9 23/18 2/9 11/9 71/36 29/24 113/72 37/12 2 19/6 0
0 0 2/17 0 5/17 14/17 4/17 12/17 19/17 15/17 41/34 27/17 65/34 93/34 0
0 0 1/11 0 2/11 6/11 1/11 9/11 12/11 8/11 13/11 20/11 21/11 27/11 0
0 0 1/11 0 2/11 6/11 1/11 10/11 13/11 7/11 14/11 2 2 28/11 0
0 0 3/26 0 4/13 23/26 2/13 10/13 16/13 16/13 97/78 7/4 97/52 11/4 0
0 0 1/9 0 2/9 2/3 1/18 17/18 23/18 23/18 47/36 25/12 35/18 47/18 0
0 0 2/19 0 5/19 20/19 9/38 27/38 25/19 11/19 21/19 32/19 59/38 99/38 0
0 0 1/11 0 2/11 10/11 1/11 19/22 16/11 3/11 12/11 23/11 3/2 53/22 0
0 0 1/11 0 2/11 9/11 1/11 21/22 16/11 3/11 13/11 24/11 37/22 5/2 0
0 0 2/15 0 4/15 19/15 2/15 109/90 19/9 11/30 3/2 136/45 167/90 55/18 0
0 0 2/15 0 4/15 6/5 2/15 23/18 19/9 11/30 47/30 139/45 179/90 281/90 0
0 0 1/9 0 5/18 1 1/4 13/18 5/4 2/3 13/12 29/18 14/9 23/9 0
0 0 1/12 0 1/6 3/4 1/12 5/6 31/24 5/12 1 23/12 3/2 9/4 0
0 0 1/11 0 2/11 8/11 1/11 1 31/22 4/11 13/11 24/11 19/11 27/11 0
0 0 1/7 0 2/7 17/14 1/7 9/7 59/28 13/28 43/28 43/14 27/14 43/14 0
0 0 1/7 0 2/7 8/7 1/7 19/14 59/28 13/28 45/28 22/7 29/14 22/7 0
0 0 3/26 0 4/13 29/26 9/52 43/52 37/26 49/52 15/13 24/13 79/52 137/52 0
0 0 2/17 0 4/17 15/17 1/17 1 25/17 16/17 20/17 37/17 26/17 41/17 0
0 0 1/6 0 1/3 31/24 1/8 11/8 53/24 55/48 13/8 77/24 47/24 19/6 0
0 0 2/19 0 5/19 17/19 9/38 14/19 45/38 15/19 22/19 30/19 67/38 101/38 0
0 0 1/11 0 2/11 7/11 1/11 10/11 27/22 7/11 13/11 21/11 20/11 27/11 0
0 0 1/11 0 2/11 7/11 1/11 1 29/22 6/11 14/11 23/11 21/11 28/11 0
0 0 3/29 0 8/29 28/29 9/58 47/58 38/29 65/58 209/174 51/29 50/29 78/29 0
0 0 1/9 0 2/9 7/9 1/18 19/18 13/9 11/9 4/3 20/9 17/9 8/3 0
0 0 7/26 0 17/26 35/26 9/26 41/52 7/4 19/26 1 61/26 37/26 77/26 0
0 0 13/49 0 33/49 68/49 52/147 107/98 47/21 134/147 337/294 481/147 29/14 337/98 0
0 0 4/17 0 8/17 1 4/17 23/17 35/17 9/17 24/17 56/17 44/17 58/17 0
0 0 15/56 0 39/56 3/2 67/168 69/56 119/48 23/24 475/336 175/48 255/112 411/112 0
0 0 7/25 0 14/25 32/25 7/25 38/25 12/5 3/5 42/25 37/10 64/25 18/5 0
0 0 1/4 0 23/32 47/32 9/32 57/64 61/32 27/32 17/16 81/32 11/8 97/32 0
0 0 2/9 0 32/45 13/9 8/27 19/18 293/135 59/54 143/135 412/135 73/45 142/45 0
0 0 15/61 0 45/61 98/61 58/183 77/61 913/366 439/366 257/183 1295/366 116/61 210/61 0
0 0 1/4 0 1/2 5/4 17/48 41/48 67/48 3/4 1 2 23/16 43/16 0
0 0 4/17 0 8/17 39/34 25/68 5/4 121/68 29/34 20/17 97/34 129/68 203/68 0
0 0 1/5 0 2/5 14/15 1/5 4/3 9/5 7/15 4/3 44/15 11/5 3 0
0 0 7/33 0 16/33 41/33 5/11 50/33 24/11 1 18/11 235/66 79/33 116/33 0
0 0 1/4 0 1/2 5/4 1/4 31/20 9/4 11/20 33/20 141/40 47/20 17/5 0
0 0 7/29 0 16/29 39/29 17/58 55/58 89/58 25/29 31/29 63/29 81/58 159/58 0
0 0 7/33 0 16/33 13/11 7/22 79/66 113/66 34/33 37/33 8/3 35/22 61/22 0
0 0 4/19 0 10/19 26/19 7/19 3/2 85/38 49/38 31/19 265/76 40/19 64/19 0
0 0 7/26 0 11/26 35/26 27/104 11/13 19/13 29/52 21/26 45/26 119/104 251/104 0
0 0 7/29 0 12/29 34/29 9/29 77/58 109/58 21/29 30/29 79/29 47/29 79/29 0
0 0 2/13 0 4/13 11/13 2/13 17/13 45/26 5/13 16/13 35/13 25/13 35/13 0
0 0 4/23 0 9/23 28/23 10/23 40/23 56/23 22/23 38/23 86/23 54/23 80/23 0
0 0 1/5 0 2/5 6/5 1/5 8/5 23/10 7/15 8/5 52/15 11/5 49/15 0
0 0 1/4 0 7/16 11/8 27/128 59/64 99/64 11/16 57/64 15/8 145/128 313/128 0
0 0 7/31 0 13/31 37/31 8/31 79/62 56/31 28/31 32/31 80/31 44/31 80/31 0
0 0 5/29 0 12/29 38/29 10/29 48/29 139/58 37/29 48/29 104/29 61/29 97/29 0
0 0 7/26 0 15/26 17/13 11/26 93/52 133/52 12/13 23/13 201/52 31/13 7/2 0
0 0 2/7 0 4/7 9/7 2/7 23/14 101/42 13/21 12/7 151/42 47/21 23/7 0
0 0 11/37 0 24/37 55/37 11/37 127/74 577/222 46/37 64/37 839/222 78/37 125/37 0
0 0 6/25 0 13/25 32/25 11/25 91/50 5/2 24/25 44/25 193/50 12/5 88/25 0
0 0 5/19 0 10/19 24/19 5/19 63/38 89/38 11/19 32/19 135/38 42/19 62/19 0
0 0 9/35 0 4/7 10/7 11/35 121/70 5/2 44/35 12/7 261/70 74/35 118/35 0
0 0 5/24 0 11/24 5/4 11/24 89/48 121/48 1 7/4 31/8 29/12 85/24 0
0 0 4/17 0 8/17 21/17 4/17 57/34 40/17 9/17 28/17 60/17 37/17 55/17 0
0 0 7/33 0 16/33 15/11 1/3 115/66 82/33 14/11 56/33 122/33 70/33 37/11 0
0 0 1/4 0 31/40 63/40 1/4 83/80 331/160 7/10 21/20 109/40 23/20 239/80 0
0 0 11/45 0 37/45 5/3 31/135 53/45 413/180 35/54 44/45 46/15 16/15 53/18 0
0 0 19/70 0 57/70 99/56 53/210 46/35 53/21 341/420 71/56 2869/840 48/35 873/280 0
0 0 5/19 0 12/19 59/38 59/228 87/76 137/76 40/57 41/38 191/76 87/76 211/76 0
0 0 5/19 0 12/19 59/38 59/228 51/38 2 40/57 41/38 221/76 87/76 211/76 0
0 0 13/49 0 32/49 327/196 44/147 75/49 467/196 136/147 285/196 681/196 76/49 619/196 0
0 0 13/46 0 25/46 81/46 103/552 27/23 181/92 37/69 87/92 109/46 163/184 21/8 0
0 0 11/39 0 22/39 21/13 2/9 56/39 167/78 73/117 27/26 113/39 40/39 8/3 0
