0 0 0 1/5 1/15 2/5 3/5 11/15 17/15 9/5 16/5 0
0 0 0 1/6 1/12 1/3 1/2 2/3 13/12 4/3 5/2 0
0 0 0 1/14 1/7 2/7 5/14 5/7 11/7 39/28 15/7 0
0 0 0 4/17 1/17 7/17 11/17 15/17 18/17 2 58/17 0
0 0 0 3/14 1/14 3/14 6/7 1/2 6/7 3/2 20/7 0
0 0 0 2/11 1/11 2/11 8/11 5/11 10/11 12/11 25/11 0
0 0 0 1/12 1/6 1/6 7/12 1/2 4/3 9/8 11/6 0
0 0 0 1/4 1/12 1/4 11/12 2/3 3/4 5/3 3 0
0 0 0 2/11 1/11 2/11 10/11 5/11 8/11 12/11 25/11 0
0 0 0 1/6 1/12 1/6 5/6 5/12 5/6 11/12 25/12 0
0 0 0 1/11 2/11 2/11 8/11 6/11 15/11 12/11 20/11 0
0 0 0 1/5 1/10 1/5 9/10 3/5 3/5 6/5 23/10 0
0 0 0 1/8 1/8 1/8 7/8 3/8 1/2 7/8 3/2 0
0 0 0 1/8 1/8 1/8 7/8 3/8 5/8 3/4 11/8 0
0 0 0 1/11 2/11 2/11 9/11 6/11 14/11 12/11 19/11 0
0 0 0 1/8 1/8 1/8 7/8 1/2 3/8 1 13/8 0
0 0 0 3/14 1/14 9/14 3/7 1/2 19/14 11/7 3 0
0 0 0 2/11 1/11 6/11 4/11 5/11 14/11 12/11 25/11 0
0 0 0 1/11 2/11 5/11 3/11 6/11 16/11 25/22 20/11 0
0 0 0 3/16 1/16 1/2 11/16 1/4 19/16 5/4 43/16 0
0 0 0 2/13 1/13 6/13 8/13 3/13 16/13 12/13 29/13 0
0 0 0 1/12 1/6 1/3 1/2 1/3 4/3 23/24 5/3 0
0 0 0 2/11 1/11 4/11 10/11 3/11 10/11 10/11 24/11 0
0 0 0 1/6 1/12 1/3 5/6 1/4 1 3/4 2 0
0 0 0 1/10 1/5 3/10 7/10 2/5 13/10 9/10 8/5 0
0 0 0 1/8 1/8 1/4 7/8 1/4 5/8 3/4 11/8 0
0 0 0 1/8 1/8 1/4 7/8 1/4 3/4 5/8 5/4 0
0 0 0 1/10 1/5 3/10 4/5 2/5 6/5 9/10 3/2 0
0 0 0 1/8 3/16 3/4 5/16 9/16 25/16 17/16 77/32 0
0 0 0 1/12 1/4 2/3 7/24 2/3 5/3 7/6 23/12 0
