0 0 4/35 0 11/35 12/35 17/35 4/5 6/7 51/35 149/70 141/70 0
0 0 1/10 0 1/4 3/10 9/20 13/20 19/20 7/5 69/40 8/5 0
0 0 2/15 0 11/30 1/3 13/30 9/10 5/6 26/15 3/2 37/20 0
0 0 1/8 0 1/3 7/24 5/12 37/48 7/8 7/4 35/24 83/48 0
0 0 1/19 0 3/19 7/19 9/19 29/38 1 28/19 65/38 27/19 0
0 0 1/19 0 3/19 7/19 8/19 16/19 18/19 31/19 29/19 55/38 0
0 0 4/21 0 11/21 8/21 10/21 5/6 26/21 9/7 10/7 11/6 0
0 0 3/19 0 8/19 6/19 9/19 13/19 26/19 24/19 28/19 34/19 0
0 0 6/31 0 16/31 11/31 15/31 61/62 35/31 53/31 41/31 61/31 0
0 0 6/31 0 14/31 10/31 15/31 26/31 38/31 54/31 41/31 59/31 0
0 0 1/11 0 3/11 4/11 6/11 8/11 31/22 29/22 17/11 18/11 0
0 0 2/11 0 1/3 5/11 1/2 61/66 4/3 56/33 43/33 5/3 0
0 0 1/6 0 7/15 2/3 23/60 23/30 41/60 22/15 33/20 7/4 0
0 0 3/22 0 4/11 15/22 15/44 13/22 31/44 16/11 57/44 63/44 0
0 0 5/24 0 7/12 17/24 5/16 7/8 31/48 41/24 53/48 77/48 0
0 0 4/23 0 11/23 15/23 15/46 16/23 31/46 39/23 51/46 3/2 0
0 0 1/13 0 3/13 8/13 5/13 9/13 10/13 18/13 17/13 14/13 0
0 0 1/12 0 1/4 2/3 1/3 3/4 2/3 3/2 13/12 1 0
0 0 5/21 0 2/3 2/3 17/42 37/42 15/14 61/42 26/21 37/21 0
0 0 4/21 0 11/21 13/21 17/42 29/42 47/42 59/42 26/21 23/14 0
0 0 6/25 0 18/25 16/25 19/50 47/50 49/50 81/50 28/25 44/25 0
0 0 3/14 0 4/7 4/7 23/56 41/56 59/56 13/8 8/7 93/56 0
0 0 2/17 0 6/17 9/17 8/17 12/17 21/17 22/17 22/17 24/17 0
0 0 2/11 0 9/22 7/11 19/44 9/11 13/11 17/11 12/11 15/11 0
0 0 4/31 0 16/31 27/31 17/62 53/62 37/62 44/31 43/31 48/31 0
0 0 2/19 0 8/19 1 9/38 14/19 21/38 28/19 1 47/38 0
0 0 1/6 0 1/2 8/9 11/36 11/12 19/36 29/18 35/36 25/18 0
0 0 1/7 0 3/7 1 1/4 23/28 13/28 23/14 23/28 17/14 0
0 0 1/15 0 4/15 4/5 4/15 23/30 19/30 4/3 16/15 29/30 0
0 0 1/11 0 3/11 9/11 3/11 19/22 6/11 17/11 10/11 21/22 0
0 0 4/23 0 16/23 19/23 15/46 21/23 45/46 63/46 24/23 36/23 0
0 0 3/19 0 12/19 17/19 11/38 16/19 37/38 53/38 18/19 28/19 0
0 0 4/21 0 2/3 16/21 5/14 20/21 13/14 61/42 20/21 65/42 0
0 0 1/6 0 11/18 5/6 11/36 8/9 11/12 53/36 5/6 13/9 0
0 0 3/20 0 9/20 17/20 19/60 53/60 127/120 41/30 23/24 37/30 0
0 0 4/21 0 10/21 19/21 41/126 127/126 65/63 100/63 53/63 157/126 0
0 0 5/17 0 2/17 12/17 7/17 15/17 11/17 61/34 143/68 35/17 0
0 0 2/7 0 2/21 2/3 8/21 5/7 5/7 5/3 67/42 32/21 0
0 0 8/27 0 4/27 2/3 10/27 1 17/27 55/27 38/27 50/27 0
0 0 1/3 0 1/8 17/24 1/3 41/48 5/8 49/24 5/4 77/48 0
0 0 3/11 0 1/22 17/22 4/11 37/44 17/22 39/22 67/44 15/11 0
0 0 7/23 0 1/23 19/23 7/23 22/23 16/23 47/23 29/23 65/46 0
0 0 1/3 0 4/15 2/3 7/15 23/30 1 7/5 19/15 26/15 0
0 0 4/15 0 1/5 8/15 7/15 3/5 17/15 4/3 4/3 5/3 0
0 0 8/23 0 6/23 15/23 11/23 47/46 21/23 45/23 27/23 89/46 0
0 0 9/26 0 3/13 8/13 6/13 11/13 1 51/26 15/13 47/26 0
0 0 1/5 0 1/10 3/5 1/2 7/10 6/5 29/20 7/5 3/2 0
0 0 5/16 0 3/16 23/32 29/64 61/64 9/8 31/16 37/32 51/32 0
0 0 1/3 0 5/24 23/24 5/16 17/24 7/16 37/24 71/48 19/12 0
0 0 3/10 0 3/20 9/10 11/40 11/20 19/40 3/2 9/8 49/40 0
0 0 3/8 0 5/16 1 7/32 13/16 11/32 27/16 25/32 21/16 0
0 0 7/19 0 4/19 18/19 9/38 12/19 15/38 33/19 31/38 45/38 0
0 0 1/3 0 1/15 16/15 4/15 11/15 8/15 5/3 16/15 1 0
0 0 5/14 0 1/14 8/7 3/14 11/14 3/7 13/7 11/14 13/14 0
0 0 6/13 0 5/13 1 9/26 21/26 19/26 3/2 12/13 3/2 0
0 0 1/3 0 4/15 4/5 11/30 17/30 5/6 41/30 1 41/30 0
0 0 1/2 0 3/7 15/14 9/28 25/28 17/28 47/28 11/14 41/28 0
0 0 2/5 0 3/10 17/20 3/8 5/8 31/40 67/40 9/10 11/8 0
0 0 4/15 0 2/15 13/15 2/5 2/3 14/15 22/15 16/15 6/5 0
0 0 7/20 0 1/5 1 3/8 4/5 9/10 9/5 9/10 6/5 0
0 0 7/22 0 2/11 25/22 9/44 35/44 13/44 17/11 13/11 15/11 0
0 0 4/15 0 2/15 17/15 1/6 2/3 3/10 22/15 4/5 31/30 0
0 0 4/13 0 3/13 15/13 5/26 23/26 7/26 22/13 17/26 31/26 0
0 0 3/11 0 2/11 13/11 3/22 17/22 5/22 18/11 1/2 1 0
0 0 4/15 0 1/15 17/15 1/5 23/30 13/30 23/15 13/15 9/10 0
0 0 3/11 0 1/11 13/11 2/11 19/22 4/11 19/11 7/11 19/22 0
0 0 5/12 0 1/3 13/12 7/24 5/6 5/8 35/24 3/4 4/3 0
0 0 4/11 0 3/11 12/11 5/22 8/11 13/22 31/22 7/11 13/11 0
0 0 5/12 0 1/3 7/6 7/24 11/12 13/24 13/8 2/3 4/3 0
0 0 4/11 0 3/11 13/11 5/22 9/11 1/2 35/22 6/11 13/11 0
0 0 5/16 0 3/16 19/16 13/48 41/48 73/96 19/12 73/96 25/24 0
0 0 6/17 0 4/17 22/17 29/102 103/102 38/51 94/51 35/51 109/102 0
0 0 1/7 0 2/7 1/3 17/21 4/7 6/7 1 97/42 11/6 0
0 0 1/11 0 2/11 3/11 9/11 5/11 10/11 1 43/22 15/11 0
0 0 1/11 0 2/11 4/11 9/11 13/22 10/11 12/11 41/22 13/11 0
0 0 3/17 0 6/17 6/17 13/17 21/34 20/17 16/17 27/17 57/34 0
0 0 1/7 0 2/7 2/7 11/14 1/2 19/14 13/14 23/14 23/14 0
0 0 2/17 0 4/17 6/17 14/17 10/17 24/17 18/17 29/17 27/17 0
0 0 2/11 0 4/11 7/11 31/44 25/44 3/4 51/44 2 39/22 0
0 0 2/15 0 4/15 11/15 19/30 13/30 7/10 37/30 23/15 41/30 0
0 0 1/9 0 2/9 5/9 2/3 5/9 7/9 10/9 14/9 1 0
0 0 2/9 0 4/9 2/3 25/36 23/36 37/36 41/36 13/9 5/3 0
0 0 3/17 0 6/17 11/17 23/34 1/2 37/34 39/34 24/17 53/34 0
0 0 1/7 0 2/7 1/2 5/7 4/7 9/7 15/14 3/2 10/7 0
0 0 2/15 0 8/15 14/15 11/20 11/15 43/60 73/60 103/60 33/20 0
0 0 1/9 0 4/9 10/9 17/36 23/36 23/36 49/36 5/4 47/36 0
0 0 1/14 0 2/7 11/14 13/28 9/14 9/14 15/14 17/14 6/7 0
0 0 4/25 0 3/5 23/25 29/50 19/25 49/50 61/50 33/25 8/5 0
0 0 3/20 0 11/20 1 21/40 7/10 39/40 51/40 6/5 3/2 0
0 0 1/7 0 8/21 6/7 121/252 47/63 127/126 73/63 68/63 71/63 0
0 0 2/7 0 1/7 13/21 2/3 4/7 5/7 8/7 29/14 73/42 0
0 0 1/4 0 1/12 7/12 2/3 1/2 3/4 7/6 41/24 4/3 0
0 0 4/13 0 1/13 10/13 8/13 17/26 9/13 17/13 3/2 14/13 0
0 0 4/15 0 1/5 8/15 2/3 17/30 1 1 7/5 47/30 0
0 0 3/13 0 2/13 6/13 9/13 6/13 15/13 1 19/13 20/13 0
0 0 4/17 0 2/17 10/17 12/17 10/17 20/17 20/17 25/17 24/17 0
0 0 1/3 0 4/21 6/7 23/42 23/42 25/42 17/14 37/21 34/21 0
0 0 4/15 0 2/15 13/15 1/2 13/30 17/30 37/30 4/3 37/30 0
0 0 4/11 0 1/11 1 5/11 7/11 6/11 15/11 13/11 10/11 0
0 0 1/3 0 4/15 4/5 17/30 17/30 5/6 11/10 6/5 22/15 0
0 0 4/15 0 1/5 11/15 17/30 13/30 9/10 11/10 6/5 41/30 0
0 0 2/7 0 1/7 11/14 4/7 4/7 1 17/14 17/14 17/14 0
0 0 1/3 0 4/21 1 17/42 13/21 19/42 17/14 59/42 29/21 0
0 0 2/7 0 1/7 15/14 9/28 15/28 11/28 5/4 27/28 29/28 0
0 0 2/7 0 1/14 15/14 9/28 9/14 3/7 9/7 13/14 11/14 0
0 0 1/3 0 4/15 13/15 1/2 3/5 23/30 11/10 16/15 41/30 0
0 0 4/13 0 3/13 12/13 11/26 7/13 19/26 29/26 12/13 16/13 0
0 0 5/18 0 1/6 19/18 85/216 19/27 85/108 35/27 47/54 53/54 0
0 0 1/11 0 2/11 13/33 26/33 15/22 37/66 46/33 79/33 23/12 0
0 0 1/15 0 2/15 1/3 4/5 17/30 19/30 4/3 59/30 4/3 0
0 0 1/9 0 2/9 10/27 20/27 20/27 14/27 44/27 5/3 179/108 0
0 0 2/19 0 4/19 6/19 14/19 12/19 21/38 32/19 31/19 3/2 0
0 0 1/13 0 2/13 6/13 11/13 10/13 19/26 19/13 51/26 16/13 0
0 0 1/13 0 2/13 6/13 10/13 21/26 17/26 20/13 22/13 31/26 0
0 0 2/15 0 4/15 11/15 113/180 29/45 23/60 68/45 343/180 103/60 0
0 0 2/19 0 4/19 15/19 65/114 28/57 15/38 85/57 163/114 49/38 0
0 0 1/6 0 1/3 3/4 83/144 49/72 5/16 121/72 187/144 71/48 0
0 0 1/7 0 2/7 5/7 71/126 34/63 5/14 106/63 157/126 19/14 0
0 0 1/9 0 2/9 7/9 2/3 7/9 5/9 14/9 14/9 1 0
0 0 1/9 0 2/9 7/9 5/9 7/9 4/9 14/9 11/9 8/9 0
0 0 4/25 0 8/25 24/25 71/150 5/6 17/50 118/75 119/75 39/25 0
0 0 2/15 0 4/15 16/15 7/18 31/45 3/10 14/9 47/45 11/10 0
0 0 3/17 0 6/17 1 47/102 89/102 11/34 5/3 109/102 45/34 0
0 0 2/13 0 4/13 14/13 29/78 59/78 7/26 64/39 67/78 14/13 0
0 0 1/10 0 1/5 9/10 1/2 4/5 2/5 3/2 5/4 9/10 0
0 0 1/9 0 2/9 8/9 4/9 5/6 1/3 14/9 1 5/6 0
0 0 4/13 0 1/13 31/39 29/39 23/26 31/78 73/39 98/39 329/156 0
0 0 7/20 0 1/20 17/20 7/10 31/40 17/40 37/20 15/8 27/20 0
0 0 3/10 0 1/10 11/15 7/10 14/15 11/30 61/30 17/10 211/120 0
0 0 3/8 0 1/12 5/6 5/8 5/6 17/48 17/8 3/2 23/16 0
0 0 8/19 0 1/19 20/19 13/19 18/19 17/38 2 67/38 23/19 0
0 0 9/20 0 1/20 11/10 3/5 41/40 3/8 11/5 29/20 49/40 0
0 0 7/29 0 4/29 26/29 89/174 55/87 15/58 136/87 301/174 93/58 0
0 0 2/7 0 2/21 1 59/126 34/63 11/42 103/63 163/126 7/6 0
0 0 5/21 0 4/21 6/7 59/126 40/63 1/6 103/63 139/126 55/42 0
0 0 7/22 0 3/22 21/22 59/132 37/66 9/44 59/33 139/132 51/44 0
0 0 6/13 0 1/13 17/13 6/13 11/13 4/13 25/13 16/13 12/13 0
0 0 6/13 0 1/13 17/13 5/13 11/13 3/13 2 12/13 11/13 0
0 0 7/24 0 1/6 7/6 47/144 119/144 3/16 59/36 49/36 17/12 0
0 0 4/15 0 2/15 6/5 23/90 31/45 1/6 14/9 38/45 29/30 0
0 0 4/15 0 1/5 17/15 29/90 77/90 1/6 76/45 73/90 7/6 0
0 0 1/4 0 1/6 7/6 17/72 53/72 1/8 29/18 43/72 11/12 0
0 0 1/3 0 1/12 5/4 1/3 5/6 1/4 5/3 23/24 5/6 0
0 0 3/10 0 1/10 6/5 3/10 17/20 1/5 17/10 7/10 3/4 0
0 0 1/10 0 1/5 1/3 9/10 11/20 37/60 11/10 12/5 217/120 0
0 0 1/13 0 2/13 4/13 12/13 1/2 19/26 15/13 53/26 17/13 0
0 0 1/12 0 1/6 5/12 11/12 2/3 19/24 5/4 47/24 7/6 0
0 0 1/8 0 1/4 21/32 19/24 95/192 31/64 239/192 197/96 109/64 0
0 0 1/10 0 1/5 4/5 43/60 47/120 19/40 161/120 19/12 53/40 0
0 0 1/9 0 2/9 2/3 7/9 2/3 2/3 4/3 5/3 1 0
0 0 4/33 0 4/11 10/11 137/198 131/198 1/2 251/198 361/198 35/22 0
0 0 1/10 0 3/10 11/10 71/120 17/30 17/40 167/120 157/120 6/5 0
0 0 1/13 0 3/13 11/13 8/13 9/13 1/2 16/13 35/26 11/13 0
0 0 5/17 0 3/34 12/17 31/34 47/68 31/68 25/17 5/2 261/136 0
0 0 6/17 0 1/17 14/17 15/17 23/34 1/2 27/17 67/34 22/17 0
0 0 7/17 0 1/17 1 14/17 14/17 1/2 29/17 61/34 19/17 0
0 0 1/4 0 1/8 27/32 67/96 95/192 23/64 251/192 91/48 101/64 0
0 0 3/11 0 1/11 1 43/66 59/132 15/44 191/132 49/33 53/44 0
0 0 6/13 0 1/13 16/13 8/13 10/13 5/13 22/13 18/13 12/13 0
0 0 8/29 0 4/29 30/29 95/174 107/174 17/58 227/174 271/174 79/58 0
0 0 5/19 0 2/19 22/19 53/114 31/57 9/38 155/114 127/114 1 0
0 0 1/3 0 1/15 6/5 7/15 11/15 3/10 22/15 11/10 4/5 0
0 0 1/7 2/7 0 23/42 13/21 73/84 15/14 40/21 61/21 113/42 0
0 0 4/29 10/29 0 14/29 18/29 18/29 34/29 48/29 64/29 57/29 0
0 0 1/7 5/28 0 15/28 15/28 61/56 13/14 16/7 53/28 131/56 0
0 0 5/28 1/4 0 15/28 15/28 23/28 1 15/7 47/28 55/28 0
0 0 5/32 11/32 0 19/32 19/32 3/4 39/32 7/4 2 27/16 0
0 0 3/16 5/16 0 5/8 17/32 7/8 9/8 33/16 53/32 55/32 0
0 0 1/13 2/13 0 7/13 9/13 9/13 17/13 19/13 22/13 28/13 0
0 0 1/15 1/5 0 2/5 2/3 1/2 7/5 4/3 5/3 59/30 0
0 0 1/10 3/20 0 1/2 7/10 1 6/5 21/10 8/5 19/8 0
0 0 3/25 1/5 0 11/25 17/25 37/50 32/25 2 39/25 107/50 0
0 0 1/12 1/4 0 1/2 2/3 5/8 35/24 35/24 5/3 79/48 0
0 0 2/17 4/17 0 9/17 45/68 27/34 47/34 32/17 53/34 123/68 0
