0 0 0 8/17 16/17 25/17 33/34 29/17 45/34 36/17 49/17 0
0 0 0 6/13 10/13 17/13 1 19/13 37/26 47/26 34/13 0
0 0 0 1/2 11/14 23/14 8/7 25/14 7/4 16/7 43/14 0
0 0 0 8/15 13/15 4/3 6/5 22/15 8/5 53/30 14/5 0
0 0 0 7/15 13/15 4/3 1 8/5 7/6 11/6 37/15 0
0 0 0 6/13 10/13 17/13 1 19/13 33/26 43/26 30/13 0
0 0 0 1/2 3/4 27/16 35/32 29/16 25/16 17/8 43/16 0
0 0 0 8/15 13/15 4/3 6/5 22/15 22/15 49/30 38/15 0
0 0 0 7/16 1 13/8 29/32 23/16 41/32 33/16 21/8 0
0 0 0 7/15 13/15 23/15 14/15 19/15 41/30 11/6 37/15 0
0 0 0 1/2 8/9 2 19/18 5/3 61/36 43/18 53/18 0
0 0 0 5/9 17/18 3/2 10/9 5/4 55/36 7/4 47/18 0
0 0 0 6/13 12/13 19/13 1 17/13 29/26 45/26 28/13 0
0 0 0 6/13 11/13 19/13 1 17/13 31/26 43/26 28/13 0
0 0 0 1/2 5/6 2 13/12 16/9 14/9 41/18 8/3 0
0 0 0 8/15 14/15 22/15 6/5 4/3 7/5 49/30 12/5 0
0 0 0 9/11 1 14/11 15/22 16/11 27/22 39/22 26/11 0
0 0 0 3/4 7/8 5/4 5/8 11/8 21/16 25/16 17/8 0
0 0 0 3/4 7/8 11/8 5/8 3/2 23/16 7/4 9/4 0
0 0 0 7/8 1 5/4 3/4 11/8 3/2 25/16 9/4 0
0 0 0 7/9 8/9 10/9 2/3 4/3 19/18 13/9 17/9 0
0 0 0 3/4 7/8 5/4 5/8 11/8 19/16 23/16 15/8 0
0 0 0 7/9 8/9 14/9 2/3 5/3 25/18 16/9 19/9 0
0 0 0 7/8 1 5/4 3/4 11/8 11/8 23/16 2 0
0 0 0 3/4 1 4/3 13/24 13/12 9/8 13/8 2 0
0 0 0 8/11 10/11 15/11 6/11 1 27/22 3/2 21/11 0
0 0 0 3/4 11/12 19/12 7/12 7/6 11/8 7/4 25/12 0
0 0 0 5/6 1 4/3 2/3 23/24 11/8 35/24 2 0
0 0 0 3/4 7/8 9/8 5/8 1 15/16 5/4 3/2 0
0 0 0 3/4 7/8 5/4 5/8 9/8 17/16 21/16 13/8 0
0 0 0 4/5 9/10 17/10 7/10 3/2 27/20 9/5 2 0
0 0 0 7/8 1 5/4 3/4 9/8 5/4 21/16 7/4 0
0 0 0 9/11 15/22 17/22 1 25/22 27/22 16/11 49/22 0
0 0 0 3/4 13/24 19/24 1 25/24 31/24 31/24 17/8 0
0 0 0 13/16 53/96 23/24 17/16 7/6 283/192 49/32 55/24 0
0 0 0 9/11 8/11 10/11 13/11 12/11 17/11 29/22 26/11 0
0 0 0 9/11 15/22 17/22 1 25/22 25/22 15/11 45/22 0
0 0 0 3/4 13/24 19/24 1 25/24 29/24 29/24 47/24 0
0 0 0 17/21 61/126 62/63 43/42 7/6 337/252 89/63 125/63 0
0 0 0 9/11 8/11 10/11 13/11 12/11 16/11 27/22 24/11 0
0 0 0 7/8 13/16 15/16 1 13/16 19/16 11/8 31/16 0
0 0 0 9/11 15/22 23/22 1 19/22 29/22 29/22 45/22 0
0 0 0 13/15 7/10 4/3 16/15 17/15 31/20 17/10 7/3 0
0 0 0 11/12 5/6 13/12 7/6 7/8 37/24 31/24 9/4 0
0 0 0 7/8 13/16 15/16 1 13/16 17/16 5/4 27/16 0
0 0 0 4/5 13/20 19/20 1 17/20 23/20 23/20 7/4 0
0 0 0 5/6 65/108 35/27 37/36 32/27 11/8 169/108 2 0
0 0 0 9/10 4/5 1 6/5 9/10 7/5 23/20 2 0
0 0 0 11/12 3/4 5/6 3/4 13/12 9/8 11/8 2 0
0 0 0 10/11 7/11 9/11 17/22 1 27/22 27/22 21/11 0
0 0 0 14/15 26/45 73/90 73/90 29/30 47/36 23/18 169/90 0
0 0 0 1 7/8 1 7/8 9/8 3/2 21/16 17/8 0
0 0 0 9/10 3/4 17/20 4/5 23/20 21/20 13/10 37/20 0
0 0 0 9/10 13/20 17/20 4/5 21/20 23/20 23/20 7/4 0
0 0 0 17/18 19/36 8/9 47/54 113/108 271/216 67/54 46/27 0
0 0 0 1 7/8 1 7/8 9/8 11/8 19/16 15/8 0
0 0 0 10/11 9/11 10/11 7/11 8/11 23/22 27/22 18/11 0
0 0 0 11/12 3/4 1 17/24 3/4 29/24 29/24 7/4 0
0 0 0 16/17 71/102 113/102 38/51 43/51 89/68 139/102 61/34 0
0 0 0 1 10/11 12/11 9/11 17/22 31/22 27/22 21/11 0
0 0 0 7/8 13/16 15/16 3/4 13/16 15/16 9/8 23/16 0
0 0 0 8/9 13/18 17/18 7/9 5/6 19/18 19/18 3/2 0
0 0 0 16/17 32/51 59/51 5/6 103/102 5/4 137/102 28/17 0
0 0 0 1 7/8 1 7/8 7/8 5/4 17/16 13/8 0
0 0 0 14/15 2/3 1/2 16/15 29/30 13/10 19/15 32/15 0
0 0 0 12/13 15/26 11/26 14/13 21/26 35/26 29/26 2 0
0 0 0 13/14 85/168 8/21 15/14 16/21 29/21 9/8 163/84 0
0 0 0 16/17 67/102 22/51 39/34 151/204 73/51 50/51 205/102 0
0 0 0 14/15 2/3 1/2 16/15 29/30 6/5 7/6 29/15 0
0 0 0 12/13 15/26 11/26 14/13 21/26 16/13 1 23/13 0
0 0 0 15/16 89/192 17/48 17/16 23/32 119/96 185/192 157/96 0
0 0 0 14/15 2/3 7/15 7/6 4/5 27/20 14/15 28/15 0
0 0 0 1 7/8 13/16 9/8 11/16 21/16 21/16 31/16 0
0 0 0 1 3/4 11/16 9/8 9/16 21/16 9/8 29/16 0
0 0 0 1 11/16 5/8 9/8 1/2 43/32 9/8 7/4 0
0 0 0 1 5/6 25/33 13/11 41/66 95/66 35/33 65/33 0
0 0 0 1 7/8 13/16 9/8 11/16 19/16 19/16 27/16 0
0 0 0 1 3/4 11/16 9/8 9/16 19/16 1 25/16 0
0 0 0 1 35/54 16/27 10/9 13/27 43/36 26/27 13/9 0
0 0 0 1 5/6 7/9 11/9 2/3 4/3 1 16/9 0
0 0 0 1 25/36 1/2 5/6 31/36 43/36 41/36 67/36 0
0 0 0 1 3/5 2/5 5/6 7/10 37/30 29/30 17/10 0
0 0 0 1 55/108 37/108 179/216 5/8 67/54 203/216 43/27 0
0 0 0 1 2/3 19/48 7/8 127/192 125/96 85/96 163/96 0
0 0 0 1 7/10 1/2 9/10 14/15 17/15 16/15 26/15 0
0 0 0 1 8/13 11/26 23/26 10/13 15/13 23/26 20/13 0
0 0 0 1 17/36 1/3 191/216 139/216 125/108 181/216 151/108 0
0 0 0 1 9/13 6/13 23/26 10/13 63/52 11/13 20/13 0
0 0 0 1 5/6 3/4 17/24 7/12 9/8 9/8 19/12 0
0 0 0 1 8/11 7/11 8/11 5/11 25/22 21/22 16/11 0
0 0 0 1 47/72 41/72 13/18 29/72 55/48 67/72 11/8 0
0 0 0 1 29/36 25/36 19/24 35/72 89/72 67/72 14/9 0
0 0 0 1 7/8 13/16 7/8 11/16 17/16 17/16 23/16 0
0 0 0 1 3/4 11/16 7/8 9/16 17/16 7/8 21/16 0
0 0 0 1 37/60 17/30 13/15 7/15 43/40 5/6 6/5 0
0 0 0 1 13/16 3/4 7/8 5/8 9/8 7/8 11/8 0
