0 0 0 3/4 17/16 13/8 15/8 13/6 63/16 0
0 0 0 1/2 13/12 4/3 3/2 7/4 19/6 0
0 0 0 6/7 15/14 13/7 12/7 46/21 53/14 0
0 0 0 2/3 13/12 5/3 3/2 23/12 10/3 0
0 0 0 5/6 11/12 11/6 19/12 71/36 10/3 0
0 0 0 2/3 11/12 5/3 17/12 7/4 3 0
0 0 0 2/3 17/12 3/2 5/3 23/12 7/2 0
0 0 0 5/6 17/12 11/6 5/3 25/12 11/3 0
0 0 0 5/6 5/4 11/6 19/12 23/12 10/3 0
0 0 0 2/3 19/12 3/2 5/3 2 7/2 0
0 0 0 5/6 19/12 11/6 5/3 13/6 11/3 0
0 0 0 6/7 10/7 13/7 11/7 2 23/7 0
