0 0 0 5/19 5/19 16/19 12/19 14/19 47/38 55/38 34/19 47/19 0
0 0 0 3/13 2/13 10/13 8/13 8/13 14/13 1 15/13 22/13 0
0 0 0 1/3 1/12 3/4 7/12 5/12 13/12 5/6 7/6 4/3 0
0 0 0 1/6 1/12 3/4 5/6 3/4 13/12 5/4 5/4 7/4 0
0 0 0 3/13 1/13 9/13 12/13 17/26 29/26 16/13 18/13 21/13 0
0 0 0 1/6 1/12 11/12 1/3 11/24 25/24 3/4 23/24 5/4 0
0 0 0 3/13 1/13 12/13 5/13 9/26 14/13 9/13 29/26 14/13 0
0 0 0 1/6 1/12 5/6 5/12 13/24 25/24 19/24 23/24 4/3 0
0 0 0 3/13 1/13 11/13 6/13 11/26 14/13 19/26 29/26 15/13 0
0 0 0 2/15 1/15 13/15 11/15 23/30 7/6 7/6 37/30 5/3 0
0 0 0 3/17 1/17 14/17 13/17 11/17 39/34 37/34 45/34 25/17 0
0 0 0 1/3 1/4 5/6 7/12 11/12 4/3 1 5/4 25/12 0
0 0 0 5/9 1/9 7/9 1/3 5/9 11/9 5/9 1 4/3 0
0 0 0 3/13 3/13 12/13 7/13 25/26 37/26 25/26 33/26 2 0
0 0 0 1/3 1/6 11/12 5/12 17/24 4/3 17/24 29/24 3/2 0
0 0 0 9/17 4/17 16/17 9/17 11/17 31/34 19/17 22/17 31/17 0
0 0 0 2/3 1/9 7/9 1/3 1/3 8/9 11/18 1 1 0
0 0 0 3/7 3/14 5/7 4/7 5/7 6/7 1 15/14 23/14 0
0 0 0 5/9 1/9 2/3 4/9 4/9 8/9 2/3 1 10/9 0
0 0 0 7/17 3/17 12/17 18/17 1 1 26/17 25/17 35/17 0
0 0 0 3/7 1/7 9/14 17/14 27/28 31/28 11/7 23/14 2 0
0 0 0 7/15 4/15 4/5 3/5 14/15 17/15 16/15 6/5 2 0
0 0 0 2/3 1/9 7/9 1/3 5/9 10/9 5/9 1 11/9 0
0 0 0 1/9 4/9 4/9 11/9 1 11/9 14/9 16/9 8/3 0
0 0 0 1/6 5/12 5/12 5/4 11/12 5/4 3/2 11/6 7/3 0
0 0 0 1/9 1/3 1/3 11/9 5/6 19/18 13/9 5/3 17/9 0
0 0 0 1/9 1/3 5/9 1 7/9 7/6 11/9 5/3 16/9 0
0 0 0 1/9 1/3 4/9 10/9 5/6 10/9 4/3 5/3 16/9 0
0 0 0 1/6 7/12 1/2 17/12 19/12 11/6 11/6 25/12 43/12 0
0 0 0 3/13 7/13 5/13 18/13 18/13 22/13 22/13 2 40/13 0
0 0 0 1/9 5/9 2/3 4/3 16/9 19/9 16/9 19/9 11/3 0
0 0 0 1/6 1/2 7/12 5/4 17/12 43/24 19/12 2 35/12 0
0 0 0 1/6 7/12 1/3 3/2 5/4 13/12 23/12 2 35/12 0
0 0 0 3/13 7/13 4/13 19/13 15/13 15/13 23/13 2 34/13 0
0 0 0 1/9 5/9 2/9 5/3 4/3 8/9 19/9 2 25/9 0
0 0 0 1/6 1/2 1/4 19/12 29/24 25/24 23/12 2 5/2 0
0 0 0 1/5 2/3 2/5 8/5 5/3 8/5 31/15 11/5 18/5 0
0 0 0 4/15 3/5 1/3 23/15 22/15 23/15 28/15 32/15 47/15 0
0 0 0 2/13 5/13 9/13 16/13 11/13 16/13 18/13 20/13 29/13 0
0 0 0 3/14 5/14 9/14 9/7 11/14 9/7 19/14 23/14 29/14 0
0 0 0 1/9 2/9 2/3 10/9 2/3 8/9 11/9 11/9 14/9 0
0 0 0 1/6 1/4 7/12 5/4 17/24 25/24 4/3 3/2 5/3 0
0 0 0 1/11 4/11 10/11 13/11 9/11 29/22 14/11 31/22 21/11 0
0 0 0 1/7 5/14 6/7 17/14 11/14 19/14 9/7 45/28 13/7 0
0 0 0 1/11 3/11 10/11 13/11 17/22 25/22 14/11 29/22 18/11 0
0 0 0 2/15 4/15 4/5 6/5 11/15 7/6 19/15 3/2 8/5 0
0 0 0 3/14 1/2 5/7 19/14 9/7 23/14 11/7 25/14 41/14 0
0 0 0 4/13 6/13 8/13 18/13 15/13 21/13 19/13 23/13 34/13 0
0 0 0 1/7 1/2 13/14 19/14 19/14 51/28 11/7 51/28 20/7 0
0 0 0 1/5 7/15 13/15 4/3 6/5 26/15 22/15 11/6 38/15 0
0 0 0 2/7 3/7 4/7 17/14 13/14 13/14 10/7 3/2 15/7 0
0 0 0 1/3 5/12 1/2 4/3 11/12 13/12 17/12 5/3 25/12 0
0 0 0 2/7 5/14 4/7 10/7 1 6/7 23/14 11/7 29/14 0
0 0 0 2/7 5/14 1/2 11/7 29/28 29/28 12/7 25/14 15/7 0
0 0 0 5/16 1/2 5/8 21/16 5/4 21/16 25/16 27/16 43/16 0
0 0 0 5/13 6/13 7/13 18/13 15/13 18/13 19/13 23/13 32/13 0
0 0 0 1/9 4/9 1/3 14/9 17/18 7/6 16/9 2 19/9 0
0 0 0 1/9 4/9 4/9 13/9 17/18 11/9 5/3 2 2 0
0 0 0 1/9 2/3 2/9 17/9 13/9 8/9 43/18 20/9 3 0
0 0 0 1/7 9/14 3/14 29/14 39/28 31/28 67/28 17/7 20/7 0
0 0 0 1/9 1/3 8/9 13/9 7/9 1 14/9 14/9 16/9 0
0 0 0 2/13 5/13 9/13 22/13 23/26 31/26 23/13 25/13 2 0
0 0 0 1/12 5/12 4/3 5/3 23/24 35/24 7/4 43/24 2 0
0 0 0 2/17 7/17 18/17 29/17 16/17 49/34 30/17 67/34 2 0
0 0 0 5/17 9/17 12/17 2 21/17 16/17 75/34 36/17 43/17 0
0 0 0 5/19 11/19 11/19 44/19 51/38 43/38 93/38 47/19 52/19 0
0 0 3/10 0 11/20 1/2 19/20 5/4 11/8 77/40 39/20 31/10 0
0 0 7/20 0 11/20 7/20 1 6/5 29/20 19/10 41/20 59/20 0
0 0 2/7 0 1/2 5/14 1 9/7 9/7 12/7 23/14 39/14 0
0 0 2/7 0 1/2 2/7 8/7 17/14 19/14 25/14 13/7 19/7 0
0 0 1/3 0 5/12 1/3 7/6 17/12 5/4 23/12 5/3 11/4 0
0 0 2/7 0 3/7 2/7 19/14 37/28 37/28 2 27/14 19/7 0
0 0 7/15 0 8/15 7/15 11/15 13/10 41/30 47/30 3/2 38/15 0
0 0 9/20 0 11/20 9/20 17/20 49/40 57/40 13/8 71/40 5/2 0
0 0 3/7 0 1/2 3/7 11/14 37/28 37/28 43/28 41/28 5/2 0
0 0 7/17 0 9/17 7/17 16/17 43/34 47/34 55/34 59/34 42/17 0
0 0 7/16 0 1/2 7/16 9/8 51/32 47/32 63/32 55/32 23/8 0
0 0 2/5 0 1/2 2/5 6/5 29/20 29/20 77/40 15/8 27/10 0
0 0 3/13 0 8/13 5/13 14/13 21/13 20/13 24/13 24/13 43/13 0
0 0 1/5 0 3/5 1/5 11/10 3/2 3/2 9/5 19/10 31/10 0
0 0 1/3 0 3/5 8/15 14/15 49/30 49/30 17/10 53/30 46/15 0
0 0 1/3 0 3/5 7/15 14/15 3/2 47/30 49/30 11/6 14/5 0
0 0 2/13 0 9/13 5/13 17/13 20/13 16/13 30/13 28/13 45/13 0
0 0 1/9 0 2/3 1/9 4/3 13/9 11/9 20/9 20/9 29/9 0
0 0 1/6 0 7/12 1/4 7/6 17/12 13/12 23/12 7/4 35/12 0
0 0 1/9 0 5/9 1/9 11/9 4/3 10/9 17/9 17/9 25/9 0
0 0 3/13 0 7/13 3/13 19/13 21/13 15/13 29/13 25/13 40/13 0
0 0 1/6 0 1/2 1/6 19/12 37/24 29/24 9/4 25/12 3 0
0 0 2/13 0 9/13 4/13 17/13 23/13 19/13 28/13 2 46/13 0
0 0 1/9 0 2/3 1/9 4/3 5/3 13/9 19/9 19/9 10/3 0
0 0 1/7 0 5/14 11/14 6/7 6/7 31/28 3/2 3/2 16/7 0
0 0 1/9 0 2/9 2/3 8/9 5/9 10/9 23/18 13/9 16/9 0
0 0 1/6 0 1/3 7/12 11/12 11/12 13/12 17/12 4/3 13/6 0
0 0 1/9 0 2/9 5/9 1 2/3 10/9 4/3 13/9 17/9 0
0 0 3/13 0 4/13 7/13 16/13 15/13 15/13 23/13 20/13 31/13 0
0 0 1/6 0 1/4 1/2 17/12 25/24 29/24 11/6 7/4 7/3 0
0 0 3/13 0 4/13 10/13 8/13 21/26 29/26 15/13 31/26 23/13 0
0 0 1/6 0 1/4 5/6 2/3 5/8 7/6 13/12 11/8 19/12 0
0 0 3/13 0 4/13 9/13 9/13 23/26 29/26 31/26 31/26 24/13 0
0 0 1/6 0 1/4 3/4 3/4 17/24 7/6 9/8 11/8 5/3 0
0 0 5/18 0 1/3 2/3 10/9 11/9 47/36 61/36 55/36 7/3 0
0 0 2/9 0 5/18 2/3 7/6 13/12 47/36 59/36 59/36 13/6 0
0 0 1/9 0 4/9 2/3 8/9 11/9 11/9 13/9 13/9 23/9 0
0 0 1/6 0 5/12 5/6 3/4 29/24 11/8 31/24 35/24 7/3 0
0 0 1/9 0 1/3 8/9 2/3 17/18 4/3 19/18 3/2 17/9 0
0 0 1/9 0 5/9 2/3 10/9 11/9 1 17/9 5/3 25/9 0
0 0 1/9 0 4/9 4/9 1 10/9 8/9 14/9 4/3 7/3 0
0 0 1/6 0 5/12 5/12 3/2 17/12 13/12 25/12 7/4 11/4 0
0 0 1/9 0 1/3 1/3 16/9 25/18 7/6 20/9 2 25/9 0
0 0 1/9 0 5/9 5/9 10/9 13/9 11/9 16/9 14/9 26/9 0
0 0 3/7 0 5/7 3/14 10/7 3/2 19/14 27/14 13/7 22/7 0
0 0 7/17 0 12/17 3/17 28/17 25/17 25/17 35/17 36/17 53/17 0
0 0 5/9 0 2/3 1/9 13/9 14/9 10/9 2 5/3 25/9 0
0 0 3/7 0 9/14 1/7 12/7 41/28 37/28 15/7 29/14 20/7 0
0 0 9/13 0 10/13 3/13 31/26 21/13 18/13 23/13 21/13 37/13 0
0 0 3/5 0 3/4 1/4 57/40 31/20 59/40 19/10 39/20 57/20 0
0 0 3/4 0 5/6 1/6 35/24 15/8 17/12 13/6 7/4 37/12 0
0 0 3/5 0 3/4 1/5 63/40 33/20 29/20 21/10 2 29/10 0
0 0 1/3 0 4/5 4/15 8/5 28/15 26/15 32/15 32/15 19/5 0
0 0 2/7 0 11/14 1/7 12/7 25/14 12/7 15/7 31/14 51/14 0
0 0 1/2 0 13/16 3/8 45/32 31/16 29/16 2 2 57/16 0
0 0 9/19 0 15/19 6/19 55/38 34/19 65/38 37/19 39/19 62/19 0
0 0 3/13 0 10/13 2/13 22/13 21/13 15/13 29/13 27/13 43/13 0
0 0 1/6 0 3/4 1/12 11/6 19/12 5/4 9/4 9/4 13/4 0
0 0 1/3 0 3/4 1/12 11/6 7/4 13/12 29/12 25/12 13/4 0
0 0 3/13 0 9/13 1/13 25/13 43/26 31/26 31/13 29/13 41/13 0
0 0 1/5 0 13/15 1/5 28/15 2 8/5 37/15 7/3 4 0
0 0 2/13 0 11/13 1/13 2 25/13 21/13 32/13 32/13 50/13 0
0 0 4/15 0 3/5 7/15 23/15 19/15 4/3 9/5 26/15 14/5 0
0 0 4/15 0 3/5 2/5 9/5 19/15 22/15 29/15 2 43/15 0
0 0 1/3 0 1/2 5/12 3/2 5/4 13/12 11/6 19/12 29/12 0
0 0 2/7 0 1/2 5/14 25/14 5/4 5/4 2 27/14 18/7 0
0 0 7/17 0 11/17 11/17 49/34 23/17 25/17 29/17 28/17 44/17 0
0 0 2/5 0 13/20 3/5 13/8 27/20 31/20 9/5 19/10 53/20 0
0 0 4/9 0 11/18 11/18 55/36 13/9 25/18 17/9 5/3 23/9 0
0 0 9/22 0 13/22 6/11 73/44 61/44 63/44 21/11 41/22 28/11 0
0 0 3/14 0 5/7 1/2 12/7 23/14 23/14 2 2 24/7 0
0 0 2/11 0 8/11 4/11 2 18/11 19/11 23/11 24/11 38/11 0
0 0 1/3 0 13/18 13/18 19/12 5/3 16/9 17/9 35/18 19/6 0
0 0 1/3 0 13/18 2/3 61/36 29/18 16/9 17/9 37/18 55/18 0
0 0 1/6 0 2/3 1/3 5/3 17/12 13/12 2 11/6 35/12 0
0 0 1/9 0 2/3 2/9 2 13/9 11/9 19/9 19/9 3 0
0 0 3/13 0 8/13 4/13 24/13 20/13 14/13 29/13 25/13 38/13 0
0 0 1/6 0 7/12 1/4 25/12 37/24 29/24 7/3 13/6 3 0
0 0 2/13 0 10/13 5/13 24/13 23/13 19/13 29/13 27/13 46/13 0
0 0 1/9 0 7/9 2/9 20/9 16/9 14/9 7/3 7/3 32/9 0
0 0 2/3 0 7/9 1/9 14/9 5/3 10/9 13/6 16/9 26/9 0
0 0 9/17 0 13/17 2/17 36/17 55/34 47/34 5/2 41/17 52/17 0
0 0 11/13 0 12/13 2/13 20/13 51/26 37/26 119/52 47/26 41/13 0
0 0 17/25 0 21/25 4/25 48/25 44/25 37/25 239/100 113/50 76/25 0
0 0 5/13 0 11/13 1/13 2 24/13 14/13 34/13 29/13 44/13 0
0 0 5/17 0 14/17 1/17 40/17 61/34 41/34 47/17 44/17 57/17 0
0 0 3/7 0 9/14 4/7 13/7 10/7 8/7 61/28 27/14 37/14 0
0 0 8/19 0 13/19 8/19 44/19 3/2 51/38 5/2 46/19 55/19 0
0 0 12/23 0 17/23 21/23 44/23 37/23 73/46 9/4 93/46 64/23 0
0 0 16/31 0 23/31 22/31 67/31 99/62 99/62 295/124 143/62 88/31 0
0 0 5/17 0 13/17 8/17 39/17 29/17 19/17 45/17 40/17 54/17 0
0 0 5/19 0 15/19 7/19 51/19 67/38 47/38 55/19 52/19 63/19 0
