0 0 9/38 0 17/38 35/38 61/38 93/38 43/38 455/228 32/19 154/57 93/38 191/57 0
0 0 4/17 0 15/34 31/34 27/17 83/34 19/17 347/204 57/34 139/51 40/17 659/204 0
0 0 5/23 0 9/23 19/23 33/23 48/23 1 49/23 36/23 56/23 62/23 74/23 0
0 0 5/23 0 9/23 19/23 33/23 48/23 1 39/23 36/23 56/23 57/23 3 0
0 0 2/9 0 22/45 1 8/5 106/45 6/5 334/135 82/45 388/135 118/45 97/27 0
0 0 3/14 0 3/7 25/28 10/7 2 15/14 75/28 12/7 37/14 81/28 7/2 0
0 0 9/44 0 23/44 47/44 69/44 115/44 5/4 89/44 43/22 29/11 107/44 151/44 0
0 0 7/34 0 1/2 35/34 53/34 87/34 41/34 3/2 32/17 89/34 77/34 109/34 0
0 0 6/29 0 13/29 27/29 40/29 66/29 32/29 59/29 53/29 67/29 72/29 92/29 0
0 0 1/5 0 11/25 23/25 7/5 11/5 27/25 7/5 44/25 57/25 56/25 72/25 0
0 0 7/36 0 19/36 13/12 55/36 29/12 5/4 85/36 2 8/3 43/18 247/72 0
0 0 1/5 0 11/25 23/25 33/25 2 27/25 58/25 46/25 57/25 59/25 77/25 0
0 0 6/29 0 14/29 1 40/29 83/29 67/58 57/29 115/58 83/29 63/29 95/29 0
0 0 1/5 0 1/2 31/30 22/15 17/6 71/60 49/30 39/20 43/15 32/15 47/15 0
0 0 5/23 0 9/23 19/23 27/23 55/23 45/46 42/23 83/46 55/23 47/23 65/23 0
0 0 6/29 0 13/29 27/29 38/29 76/29 31/29 46/29 54/29 76/29 129/58 82/29 0
0 0 6/29 0 14/29 1 40/29 77/29 67/58 63/29 115/58 83/29 63/29 95/29 0
0 0 5/23 0 9/23 19/23 27/23 50/23 45/46 47/23 83/46 55/23 47/23 65/23 0
0 0 4/15 0 13/30 9/10 17/10 8/3 13/12 287/180 9/5 127/45 11/6 283/90 0
0 0 4/15 0 13/30 9/10 17/10 8/3 13/12 257/180 9/5 127/45 11/6 551/180 0
0 0 5/19 0 9/19 37/38 63/38 5/2 87/76 217/114 73/38 325/114 37/19 187/57 0
0 0 11/42 0 1/2 43/42 34/21 59/21 33/28 37/21 85/42 39/14 85/42 10/3 0
0 0 9/35 0 17/35 1 58/35 97/35 81/70 7/5 69/35 14/5 69/35 16/5 0
0 0 5/19 0 1/2 39/38 61/38 99/38 89/76 39/19 39/19 107/38 77/38 255/76 0
0 0 11/39 0 19/39 1 20/13 40/13 44/39 73/39 161/78 3 2 10/3 0
0 0 5/19 0 1/2 39/38 61/38 58/19 22/19 61/38 155/76 115/38 2 123/38 0
0 0 11/39 0 19/39 1 20/13 112/39 44/39 27/13 161/78 3 2 10/3 0
0 0 4/15 0 7/15 43/45 68/45 107/45 56/45 91/45 86/45 104/45 37/15 49/15 0
0 0 1/4 0 15/32 31/32 49/32 75/32 39/32 89/64 121/64 75/32 149/64 99/32 0
0 0 5/18 0 5/12 31/36 25/18 9/4 7/6 37/18 11/6 13/6 5/2 113/36 0
0 0 1/4 0 3/7 25/28 10/7 31/14 8/7 11/8 101/56 31/14 129/56 41/14 0
