0 0 0 2/7 47/42 61/42 16/7 55/21 197/63 473/126 31/7 611/126 695/126 1849/252 0
0 0 0 5/19 41/38 53/38 42/19 48/19 343/114 419/114 82/19 539/114 203/38 1625/228 0
0 0 0 4/17 35/34 45/34 36/17 41/17 146/51 371/102 71/17 467/102 89/17 703/102 0
0 0 0 5/19 43/38 27/19 87/38 99/38 58/19 135/38 85/19 557/114 199/38 1649/228 0
0 0 0 7/25 28/25 7/5 56/25 64/25 3 179/50 233/50 116/25 803/150 2183/300 0
0 0 0 1/4 21/20 13/10 21/10 12/5 14/5 137/40 171/40 22/5 199/40 541/80 0
0 0 0 1/5 14/15 17/15 28/15 32/15 37/15 97/30 19/5 4 139/30 61/10 0
0 0 0 5/19 22/19 53/38 87/38 99/38 341/114 391/114 175/38 91/19 193/38 545/76 0
0 0 0 1/4 19/20 6/5 37/20 11/5 21/8 31/10 35/8 41/10 47/10 257/40 0
0 0 0 2/9 8/9 10/9 31/18 37/18 22/9 53/18 143/36 35/9 13/3 71/12 0
0 0 0 3/16 13/16 1 25/16 15/8 71/32 45/16 29/8 29/8 131/32 87/16 0
0 0 0 1/4 21/20 51/40 81/40 19/8 83/30 77/24 177/40 89/20 19/4 133/20 0
0 0 0 5/24 49/48 61/48 17/8 19/8 26/9 539/144 101/24 655/144 83/16 995/144 0
0 0 0 4/21 41/42 17/14 43/21 16/7 25/9 235/63 86/21 559/126 215/42 424/63 0
0 0 0 5/24 17/16 31/24 35/16 39/16 35/12 173/48 13/3 673/144 81/16 251/36 0
0 0 0 1/5 1 6/5 51/25 57/25 68/25 88/25 21/5 107/25 122/25 331/50 0
0 0 0 1/6 8/9 19/18 11/6 37/18 22/9 61/18 34/9 71/18 83/18 109/18 0
0 0 0 5/24 13/12 61/48 35/16 39/16 103/36 251/72 107/24 55/12 59/12 83/12 0
0 0 0 2/11 19/22 23/22 19/11 2 27/11 35/11 89/22 43/11 97/22 6 0
0 0 0 3/19 15/19 18/19 30/19 35/19 43/19 117/38 71/19 70/19 80/19 106/19 0
0 0 0 1/5 1 59/50 99/50 113/50 203/75 101/30 22/5 109/25 118/25 329/50 0
0 0 0 5/23 47/46 59/46 51/23 57/23 413/138 283/69 101/23 655/138 255/46 493/69 0
0 0 0 1/5 19/20 23/20 41/20 23/10 109/40 77/20 83/20 87/20 103/20 33/5 0
0 0 0 1/5 21/25 26/25 46/25 54/25 131/50 193/50 108/25 106/25 126/25 159/25 0
0 0 0 7/17 20/17 29/17 87/34 103/34 59/17 70/17 82/17 183/34 619/102 412/51 0
0 0 0 7/18 19/18 14/9 29/12 103/36 19/6 23/6 41/9 61/12 67/12 68/9 0
0 0 0 8/21 19/21 29/21 95/42 113/42 59/21 76/21 89/21 199/42 73/14 146/21 0
0 0 0 3/8 35/32 3/2 75/32 89/32 49/16 113/32 71/16 159/32 165/32 231/32 0
0 0 0 9/22 49/44 69/44 107/44 127/44 35/11 83/22 109/22 5 377/66 257/33 0
0 0 0 8/21 41/42 59/42 95/42 113/42 20/7 73/21 94/21 14/3 36/7 149/21 0
0 0 0 4/11 35/44 53/44 91/44 109/44 27/11 71/22 4 47/11 52/11 70/11 0
0 0 0 3/8 9/8 47/32 75/32 89/32 3 109/32 73/16 39/8 5 229/32 0
0 0 0 6/17 15/17 21/17 31/17 39/17 43/17 50/17 72/17 4 77/17 106/17 0
0 0 0 1/3 7/9 10/9 31/18 13/6 41/18 49/18 34/9 34/9 73/18 17/3 0
0 0 0 1/3 2/3 1 5/3 44/21 43/21 8/3 73/21 76/21 82/21 37/7 0
0 0 0 6/17 1 45/34 69/34 5/2 46/17 105/34 72/17 75/17 77/17 219/34 0
0 0 0 3/8 31/32 45/32 35/16 21/8 47/16 29/8 33/8 149/32 163/32 55/8 0
0 0 0 6/17 29/34 43/34 35/17 42/17 45/17 60/17 66/17 149/34 165/34 109/17 0
0 0 0 3/8 33/32 23/16 73/32 87/32 3 113/32 69/16 155/32 161/32 225/32 0
0 0 0 6/17 16/17 22/17 35/17 42/17 46/17 57/17 69/17 73/17 80/17 110/17 0
0 0 0 5/16 3/4 17/16 29/16 35/16 9/4 25/8 7/2 61/16 17/4 45/8 0
0 0 0 3/8 17/16 45/32 73/32 87/32 47/16 109/32 71/16 19/4 39/8 223/32 0
0 0 0 5/16 3/4 17/16 13/8 33/16 9/4 11/4 57/16 29/8 31/8 43/8 0
0 0 0 5/17 11/17 16/17 26/17 33/17 2 46/17 55/17 58/17 63/17 84/17 0
0 0 0 6/17 16/17 43/34 67/34 83/34 45/17 105/34 70/17 73/17 75/17 213/34 0
0 0 0 3/8 31/32 45/32 37/16 11/4 49/16 67/16 35/8 157/32 181/32 115/16 0
0 0 0 1/3 13/15 6/5 31/15 37/15 8/3 19/5 4 13/3 76/15 32/5 0
0 0 0 6/19 14/19 20/19 34/19 43/19 47/19 69/19 75/19 77/19 90/19 112/19 0
0 0 0 4/9 10/9 5/3 89/36 107/36 61/18 73/18 83/18 187/36 637/108 421/54 0
0 0 0 4/9 1 14/9 85/36 103/36 19/6 23/6 79/18 179/36 199/36 133/18 0
0 0 0 9/20 17/20 7/5 89/40 109/40 57/20 18/5 41/10 187/40 207/40 137/20 0
0 0 0 13/29 55/58 83/58 127/58 155/58 84/29 101/29 131/29 130/29 452/87 613/87 0
0 0 0 11/25 43/50 67/50 21/10 129/50 68/25 83/25 104/25 108/25 121/25 33/5 0
0 0 0 10/23 33/46 55/46 91/46 113/46 56/23 72/23 87/23 94/23 105/23 140/23 0
0 0 0 9/22 17/22 13/11 19/11 49/22 53/22 63/22 89/22 41/11 95/22 65/11 0
0 0 0 2/5 7/10 11/10 33/20 43/20 9/4 27/10 73/20 18/5 79/20 109/20 0
0 0 0 2/5 3/5 1 8/5 21/10 41/20 13/5 67/20 7/2 19/5 51/10 0
0 0 0 7/17 31/34 47/34 36/17 44/17 49/17 60/17 67/17 9/2 169/34 113/17 0
0 0 0 7/17 27/34 43/34 2 42/17 45/17 58/17 63/17 145/34 161/34 106/17 0
0 0 0 9/22 9/11 27/22 21/11 26/11 28/11 69/22 83/22 87/22 97/22 6 0
0 0 0 7/18 2/3 19/18 31/18 13/6 20/9 53/18 59/18 65/18 73/18 16/3 0
0 0 0 7/19 13/19 20/19 30/19 39/19 42/19 51/19 66/19 66/19 72/19 99/19 0
0 0 0 6/17 10/17 16/17 25/17 33/17 2 44/17 53/17 56/17 61/17 81/17 0
0 0 0 7/17 31/34 47/34 38/17 46/17 3 4 71/17 161/34 185/34 118/17 0
0 0 0 2/5 3/4 23/20 39/20 12/5 51/20 71/20 15/4 81/20 19/4 6 0
0 0 0 4/11 15/22 23/22 39/22 25/11 27/11 39/11 85/22 87/22 51/11 127/22 0
0 0 0 4/9 25/36 43/36 103/54 65/27 22/9 55/18 94/27 439/108 157/36 52/9 0
0 0 0 4/9 11/18 19/18 47/27 121/54 13/6 49/18 173/54 197/54 35/9 31/6 0
0 0 0 8/19 12/19 20/19 94/57 124/57 41/19 51/19 188/57 206/57 73/19 97/19 0
0 0 0 7/17 23/34 39/34 94/51 118/51 41/17 52/17 173/51 403/102 145/34 96/17 0
0 0 0 7/17 10/17 1 5/3 109/51 36/17 46/17 158/51 179/51 64/17 5 0
0 0 0 7/18 11/18 1 85/54 56/27 19/9 8/3 173/54 94/27 67/18 89/18 0
0 0 0 8/19 29/38 47/38 118/57 145/57 155/57 69/19 218/57 499/114 187/38 119/19 0
0 0 0 3/7 2/3 23/21 121/63 151/63 155/63 71/21 227/63 251/63 95/21 40/7 0
0 0 0 2/5 17/25 27/25 139/75 178/75 188/75 89/25 58/15 61/15 117/25 146/25 0
0 0 0 7/17 18/17 27/17 87/34 103/34 57/17 64/17 82/17 183/34 35/6 406/51 0
0 0 0 7/17 16/17 25/17 83/34 99/34 53/17 60/17 78/17 175/34 185/34 128/17 0
0 0 0 7/17 14/17 23/17 79/34 95/34 49/17 56/17 74/17 167/34 175/34 121/17 0
0 0 0 7/17 35/34 25/17 83/34 99/34 53/17 117/34 78/17 175/34 179/34 253/34 0
0 0 0 3/7 15/14 65/42 107/42 127/42 68/21 76/21 36/7 110/21 362/63 505/63 0
0 0 0 8/19 35/38 53/38 91/38 109/38 56/19 63/19 89/19 94/19 99/19 140/19 0
0 0 0 7/17 25/34 41/34 75/34 91/34 44/17 50/17 72/17 78/17 81/17 114/17 0
0 0 0 7/17 18/17 49/34 83/34 99/34 52/17 113/34 80/17 86/17 87/17 251/34 0
0 0 0 7/18 8/9 23/18 37/18 23/9 49/18 3 41/9 40/9 29/6 61/9 0
0 0 0 7/18 7/9 7/6 35/18 22/9 5/2 25/9 37/9 38/9 79/18 56/9 0
0 0 0 7/18 2/3 19/18 11/6 7/3 41/18 23/9 34/9 4 37/9 52/9 0
0 0 0 7/18 17/18 47/36 77/36 95/36 25/9 109/36 79/18 83/18 14/3 241/36 0
0 0 0 4/9 1 14/9 89/36 107/36 59/18 67/18 83/18 187/36 613/108 415/54 0
0 0 0 4/9 8/9 13/9 85/36 103/36 55/18 7/2 79/18 179/36 191/36 131/18 0
0 0 0 4/9 7/9 4/3 9/4 11/4 17/6 59/18 25/6 19/4 181/36 62/9 0
0 0 0 13/28 51/56 79/56 127/56 155/56 41/14 47/14 65/14 65/14 437/84 151/21 0
0 0 0 11/24 13/16 21/16 35/16 43/16 11/4 19/6 103/24 9/2 29/6 27/4 0
0 0 0 9/20 27/40 47/40 83/40 103/40 5/2 29/10 79/20 43/10 91/20 63/10 0
0 0 0 10/23 18/23 28/23 44/23 56/23 59/23 67/23 99/23 94/23 105/23 146/23 0
0 0 0 3/7 5/7 8/7 13/7 50/21 17/7 58/21 83/21 4 89/21 125/21 0
0 0 0 8/19 12/19 20/19 34/19 44/19 43/19 49/19 70/19 74/19 77/19 107/19 0
0 0 0 4/9 25/36 43/36 109/54 68/27 23/9 53/18 100/27 463/108 161/36 55/9 0
0 0 0 4/9 11/18 19/18 50/27 127/54 41/18 47/18 185/54 209/54 4 11/2 0
0 0 0 8/19 12/19 20/19 100/57 130/57 43/19 49/19 200/57 218/57 75/19 103/19 0
0 0 0 3/14 8/7 19/14 61/28 71/28 20/7 47/14 125/28 123/28 1697/336 331/48 0
0 0 0 1/5 11/10 13/10 17/8 49/20 11/4 67/20 169/40 43/10 97/20 529/80 0
0 0 0 1/7 1 8/7 27/14 31/14 17/7 45/14 53/14 55/14 32/7 6 0
0 0 0 4/17 21/17 49/34 41/17 93/34 311/102 349/102 161/34 83/17 173/34 495/68 0
0 0 0 1/6 19/18 11/9 35/18 7/3 31/12 35/12 77/18 4 325/72 113/18 0
0 0 0 1/7 1 8/7 13/7 31/14 17/7 79/28 109/28 27/7 117/28 163/28 0
0 0 0 1/11 10/11 1 37/22 2 47/22 59/22 38/11 39/11 43/11 115/22 0
0 0 0 1/5 6/5 41/30 34/15 79/30 26/9 289/90 137/30 14/3 24/5 69/10 0
0 0 0 1/6 25/24 29/24 33/16 7/3 8/3 163/48 33/8 25/6 227/48 103/16 0
0 0 0 1/8 15/16 17/16 15/8 17/8 19/8 105/32 59/16 61/16 143/32 187/32 0
0 0 0 4/21 8/7 55/42 16/7 107/42 26/9 215/63 95/21 97/21 34/7 97/14 0
0 0 0 1/8 15/16 17/16 29/16 17/8 19/8 93/32 61/16 15/4 131/32 91/16 0
0 0 0 1/12 5/6 11/12 13/8 23/12 25/12 11/4 10/3 41/12 91/24 121/24 0
0 0 0 1/6 10/9 5/4 13/6 89/36 149/54 349/108 79/18 40/9 83/18 119/18 0
0 0 0 3/19 1 22/19 40/19 91/38 51/19 145/38 78/19 81/19 193/38 245/38 0
0 0 0 1/8 15/16 17/16 63/32 75/32 41/16 29/8 4 33/8 153/32 193/32 0
0 0 0 1/3 73/60 47/30 5/2 61/20 19/6 11/3 299/60 151/30 679/120 233/30 0
0 0 0 9/26 59/52 3/2 129/52 157/52 79/26 47/13 125/26 5 71/13 393/52 0
0 0 0 9/26 51/52 35/26 61/26 149/52 71/26 45/13 58/13 123/26 135/26 183/26 0
0 0 0 1/3 6/5 3/2 37/15 29/10 46/15 103/30 71/15 5 76/15 22/3 0
