0 0 0 6/29 12/29 23/29 37/29 11/29 27/29 46/29 131/58 111/58 325/116 0
0 0 0 5/22 5/11 9/11 27/22 4/11 10/11 19/11 24/11 97/44 127/44 0
0 0 0 5/24 5/12 19/24 5/4 3/8 15/16 13/8 17/8 37/16 43/16 0
0 0 0 3/13 6/13 11/13 31/26 5/13 27/26 49/26 145/52 55/26 163/52 0
0 0 0 7/26 7/13 12/13 31/26 5/13 53/52 53/26 36/13 123/52 83/26 0
0 0 0 8/33 16/33 29/33 13/11 13/33 12/11 2 95/33 63/22 104/33 0
0 0 0 7/30 7/15 13/15 43/30 23/60 17/18 53/30 149/60 101/60 347/120 0
0 0 0 9/34 9/17 16/17 47/34 27/68 209/204 67/34 193/68 32/17 213/68 0
0 0 0 9/34 9/17 1 95/68 1/2 233/204 97/51 35/17 37/17 1225/408 0
0 0 0 5/17 10/17 18/17 95/68 1/2 115/102 203/102 35/17 157/68 623/204 0
0 0 0 9/34 9/17 1 95/68 1/2 233/204 97/51 35/17 165/68 599/204 0
0 0 0 11/38 11/19 20/19 113/76 37/76 253/228 113/57 83/38 36/19 1355/456 0
0 0 0 5/23 10/23 21/23 30/23 10/23 20/23 34/23 48/23 38/23 58/23 0
0 0 0 4/19 8/19 17/19 23/19 7/19 14/19 29/19 36/19 35/19 46/19 0
0 0 0 4/19 8/19 17/19 24/19 8/19 16/19 28/19 36/19 40/19 44/19 0
0 0 0 4/19 8/19 17/19 22/19 8/19 16/19 30/19 44/19 30/19 48/19 0
0 0 0 5/21 10/21 20/21 8/7 8/21 16/21 12/7 47/21 13/7 53/21 0
0 0 0 5/23 10/23 21/23 26/23 10/23 20/23 38/23 52/23 54/23 56/23 0
0 0 0 1/4 1/2 1 3/2 7/16 43/48 41/24 19/8 17/12 8/3 0
0 0 0 7/26 7/13 27/26 37/26 23/52 47/52 47/26 33/13 19/13 71/26 0
0 0 0 7/26 7/13 29/26 75/52 15/26 29/26 24/13 25/13 2 73/26 0
0 0 0 2/7 4/7 8/7 79/56 15/28 29/28 53/28 53/28 59/28 39/14 0
0 0 0 7/26 7/13 29/26 75/52 15/26 29/26 24/13 25/13 61/26 71/26 0
0 0 0 3/10 3/5 7/6 31/20 11/20 13/12 88/45 21/10 17/10 253/90 0
0 0 0 2/13 4/13 12/13 16/13 6/13 45/52 17/13 103/52 21/13 61/26 0
0 0 0 2/17 4/17 15/17 19/17 7/17 13/17 21/17 55/34 28/17 35/17 0
0 0 0 3/22 3/11 10/11 13/11 5/11 37/44 14/11 19/11 85/44 91/44 0
0 0 0 1/9 2/9 5/6 19/18 4/9 5/6 23/18 77/36 3/2 9/4 0
0 0 0 1/13 2/13 10/13 12/13 5/13 19/26 16/13 45/26 19/13 49/26 0
0 0 0 1/10 1/5 4/5 1 9/20 17/20 13/10 19/10 79/40 2 0
0 0 0 5/23 10/23 25/23 65/46 14/23 53/46 40/23 42/23 47/23 125/46 0
0 0 0 1/5 2/5 11/10 11/8 3/5 9/8 7/4 7/4 21/10 107/40 0
0 0 0 5/23 10/23 25/23 65/46 14/23 53/46 40/23 42/23 52/23 121/46 0
0 0 0 1/14 1/7 13/14 15/14 11/28 59/84 17/14 41/28 4/3 12/7 0
0 0 0 2/21 4/21 20/21 8/7 3/7 97/126 26/21 11/7 107/63 73/42 0
0 0 0 1/14 1/7 6/7 1 11/28 31/42 9/7 47/28 59/42 51/28 0
0 0 0 2/23 4/23 20/23 24/23 10/23 56/69 30/23 41/23 128/69 43/23 0
0 0 0 1/6 1/3 10/9 47/36 7/12 29/27 31/18 29/18 101/54 29/12 0
0 0 0 4/23 8/23 25/23 61/46 13/23 145/138 38/23 38/23 277/138 105/46 0
0 0 0 7/25 14/25 22/25 29/25 4/5 4/5 34/25 46/25 8/5 117/50 0
0 0 0 1/4 1/2 5/6 13/12 3/4 2/3 11/8 41/24 7/4 9/4 0
0 0 0 1/4 1/2 13/16 17/16 9/16 3/4 5/4 25/16 31/16 31/16 0
0 0 0 2/7 4/7 19/21 23/21 16/21 16/21 11/7 47/21 32/21 52/21 0
0 0 0 7/25 14/25 23/25 27/25 17/25 17/25 41/25 54/25 44/25 61/25 0
0 0 0 5/19 10/19 16/19 1 11/19 15/19 28/19 2 43/19 41/19 0
0 0 0 7/22 7/11 1 15/11 29/44 37/44 18/11 47/22 29/22 109/44 0
0 0 0 9/26 9/13 14/13 35/26 37/52 45/52 47/26 63/26 37/26 69/26 0
0 0 0 1/3 2/3 28/27 35/27 25/27 1 5/3 47/27 50/27 139/54 0
0 0 0 10/31 20/31 32/31 39/31 26/31 28/31 52/31 53/31 60/31 78/31 0
0 0 0 3/10 3/5 19/20 6/5 3/4 1 31/20 8/5 11/5 23/10 0
0 0 0 5/14 5/7 31/28 39/28 43/56 55/56 38/21 53/28 43/28 431/168 0
0 0 0 5/22 5/11 19/22 12/11 9/11 19/22 25/22 19/11 18/11 95/44 0
0 0 0 3/17 6/17 13/17 16/17 14/17 12/17 1 23/17 28/17 31/17 0
0 0 0 3/16 3/8 13/16 1 11/16 13/16 17/16 23/16 15/8 7/4 0
0 0 0 2/13 4/13 9/13 11/13 9/13 10/13 1 24/13 18/13 25/13 0
0 0 0 1/11 2/11 6/11 7/11 7/11 6/11 9/11 14/11 14/11 15/11 0
0 0 0 1/7 2/7 9/14 11/14 5/7 11/14 1 3/2 13/7 11/7 0
0 0 0 5/18 5/9 17/18 11/9 1 10/9 13/9 14/9 2 29/12 0
0 0 0 4/17 8/17 15/17 19/17 1 1 23/17 24/17 2 38/17 0
0 0 0 1/4 1/2 7/8 9/8 7/8 17/16 11/8 23/16 17/8 17/8 0
0 0 0 1/10 1/5 4/5 9/10 13/20 13/20 1 6/5 13/10 7/5 0
0 0 0 1/7 2/7 6/7 1 5/7 11/14 15/14 19/14 7/4 3/2 0
