0 0 0 3/4 13/8 17/16 15/8 13/6 63/16 0
0 0 0 1/2 4/3 13/12 3/2 7/4 19/6 0
0 0 0 2/3 3/2 17/12 5/3 23/12 7/2 0
0 0 0 2/3 3/2 19/12 5/3 2 7/2 0
0 0 0 6/7 13/7 15/14 12/7 46/21 53/14 0
0 0 0 2/3 5/3 13/12 3/2 23/12 10/3 0
0 0 0 5/6 11/6 17/12 5/3 25/12 11/3 0
0 0 0 5/6 11/6 19/12 5/3 13/6 11/3 0
0 0 0 5/6 11/6 11/12 19/12 71/36 10/3 0
0 0 0 2/3 5/3 11/12 17/12 7/4 3 0
0 0 0 5/6 11/6 5/4 19/12 23/12 10/3 0
0 0 0 6/7 13/7 10/7 11/7 2 23/7 0
