0 0 1/13 0 4/13 7/13 5/13 19/26 15/13 21/13 30/13 0
0 0 1/5 0 13/10 49/40 13/40 7/8 61/40 37/20 39/20 0
0 0 1/8 0 3/4 11/16 7/16 3/8 17/16 7/8 13/8 0
0 0 1/5 0 13/15 17/30 37/30 2/3 7/5 5/3 77/30 0
0 0 3/11 0 12/11 69/88 85/88 71/88 13/8 85/44 28/11 0
0 0 1/10 0 3/5 7/20 17/20 7/20 5/4 9/10 2 0
0 0 2/11 0 10/11 15/22 19/22 9/22 29/22 15/11 23/11 0
0 0 4/15 0 6/5 19/20 41/60 37/60 97/60 53/30 67/30 0
0 0 1/9 0 2/3 1/2 13/18 5/18 7/6 8/9 16/9 0
0 0 1/8 0 7/8 13/16 9/16 1/2 17/16 9/8 3/2 0
0 0 1/5 0 6/5 9/8 17/40 31/40 57/40 33/20 7/4 0
0 0 1/8 0 3/4 11/16 9/16 3/8 17/16 7/8 3/2 0
