0 0 1/13 0 4/13 7/13 5/13 19/26 15/13 21/13 30/13 0
0 0 1/16 0 3/8 9/16 13/32 79/96 41/32 85/48 19/8 0
0 0 2/13 0 4/13 9/13 5/13 17/26 17/13 19/13 31/13 0
0 0 1/10 0 1/2 4/5 3/10 3/5 11/10 3/2 19/10 0
0 0 1/11 0 7/11 10/11 7/22 8/11 14/11 19/11 2 0
0 0 1/6 0 5/12 5/6 1/3 7/12 5/4 17/12 13/6 0
0 0 1/9 0 2/3 1 2/9 13/18 10/9 14/9 16/9 0
0 0 1/10 0 4/5 11/10 1/4 17/20 13/10 9/5 19/10 0
0 0 2/11 0 6/11 1 3/11 15/22 14/11 16/11 23/11 0
0 0 2/7 0 5/7 11/14 2/7 23/28 19/14 13/7 5/2 0
0 0 7/20 0 19/20 1 11/40 39/40 63/40 17/8 5/2 0
0 0 3/11 0 6/11 8/11 4/11 13/22 15/11 15/11 25/11 0
0 0 3/10 0 9/10 1 1/5 3/5 13/10 8/5 2 0
0 0 5/13 0 16/13 17/13 5/26 11/13 21/13 53/26 28/13 0
0 0 3/10 0 7/10 9/10 3/10 1/2 13/10 13/10 2 0
0 0 1/4 0 1 9/8 1/8 11/16 5/4 3/2 7/4 0
0 0 3/10 0 13/10 7/5 3/20 19/20 8/5 2 2 0
0 0 1/3 0 8/9 10/9 2/9 11/18 4/3 4/3 17/9 0
0 0 1/11 0 4/11 6/11 8/11 7/11 19/22 15/11 41/22 0
0 0 1/11 0 5/11 7/11 17/22 26/33 12/11 5/3 45/22 0
0 0 1/8 0 1/4 1/2 3/4 7/16 7/8 1 7/4 0
0 0 1/9 0 5/9 7/9 5/9 5/9 8/9 4/3 5/3 0
0 0 1/8 0 3/4 1 9/16 3/4 19/16 7/4 15/8 0
0 0 1/8 0 3/8 5/8 5/8 3/8 7/8 1 13/8 0
0 0 1/9 0 2/3 8/9 4/9 11/18 8/9 4/3 14/9 0
0 0 1/8 0 7/8 9/8 7/16 13/16 19/16 7/4 7/4 0
0 0 1/8 0 1/2 3/4 1/2 7/16 7/8 1 3/2 0
0 0 2/5 0 14/15 1 2/3 13/15 37/30 29/15 23/10 0
0 0 1/2 0 11/9 23/18 7/12 19/18 14/9 83/36 29/12 0
0 0 1/4 0 1/2 5/8 5/8 7/16 1 1 7/4 0
0 0 4/11 0 1 12/11 5/11 7/11 13/11 18/11 21/11 0
0 0 1/2 0 17/12 3/2 3/8 11/12 13/8 53/24 13/6 0
0 0 1/4 0 5/8 3/4 1/2 3/8 1 1 13/8 0
0 0 2/9 0 8/9 1 1/3 11/18 1 4/3 14/9 0
0 0 1/3 0 4/3 13/9 5/18 17/18 3/2 2 17/9 0
0 0 1/4 0 3/4 7/8 3/8 7/16 1 1 3/2 0
0 0 1/9 0 1/3 5/9 8/9 5/9 5/6 11/9 29/18 0
0 0 1/10 0 2/5 3/5 17/20 2/3 1 43/30 7/4 0
0 0 1/8 0 1/4 1/2 7/8 7/16 7/8 1 13/8 0
0 0 1/8 0 1/2 3/4 3/4 1/2 7/8 5/4 3/2 0
0 0 1/8 0 5/8 7/8 11/16 5/8 17/16 3/2 13/8 0
0 0 1/8 0 3/8 5/8 3/4 3/8 7/8 1 3/2 0
0 0 1/8 0 5/8 7/8 5/8 9/16 7/8 5/4 11/8 0
0 0 1/8 0 3/4 1 9/16 11/16 17/16 3/2 3/2 0
0 0 1/8 0 1/2 3/4 5/8 7/16 7/8 1 11/8 0
0 0 4/11 0 9/11 10/11 10/11 8/11 25/22 18/11 43/22 0
0 0 7/15 0 17/15 6/5 7/10 14/15 22/15 61/30 21/10 0
0 0 1/4 0 1/2 5/8 3/4 7/16 1 1 13/8 0
0 0 1/3 0 8/9 1 2/3 5/9 10/9 13/9 5/3 0
0 0 5/11 0 14/11 15/11 1/2 9/11 3/2 43/22 21/11 0
0 0 1/4 0 5/8 3/4 5/8 3/8 1 1 3/2 0
0 0 1/4 0 7/8 1 1/2 9/16 1 5/4 11/8 0
0 0 1/3 0 11/9 4/3 7/18 5/6 25/18 16/9 5/3 0
0 0 1/4 0 3/4 7/8 1/2 7/16 1 1 11/8 0
0 0 1/6 0 7/9 19/36 17/36 3/4 55/36 11/6 26/9 0
0 0 2/9 0 26/27 77/108 49/108 31/36 181/108 109/54 149/54 0
0 0 1/12 0 7/12 3/8 13/24 11/24 35/24 7/6 29/12 0
0 0 1/6 0 11/12 17/24 3/8 11/24 35/24 3/2 7/3 0
0 0 4/17 0 20/17 65/68 25/68 45/68 115/68 63/34 81/34 0
0 0 1/10 0 7/10 11/20 9/20 7/20 27/20 11/10 21/10 0
0 0 1/8 0 1 15/16 3/16 5/8 21/16 11/8 15/8 0
0 0 2/11 0 14/11 53/44 9/44 39/44 71/44 41/22 45/22 0
0 0 1/8 0 7/8 13/16 5/16 1/2 21/16 9/8 15/8 0
0 0 5/21 0 20/21 9/14 41/42 17/21 31/21 2 41/14 0
0 0 8/27 0 31/27 89/108 31/36 11/12 61/36 119/54 26/9 0
0 0 1/10 0 3/5 7/20 3/4 7/20 5/4 9/10 21/10 0
0 0 3/14 0 1 3/4 19/28 13/28 39/28 11/7 33/14 0
0 0 5/17 0 22/17 69/68 41/68 45/68 117/68 67/34 5/2 0
0 0 1/9 0 2/3 1/2 11/18 5/18 7/6 8/9 17/9 0
0 0 1/9 0 8/9 5/6 7/18 5/9 19/18 11/9 5/3 0
