0 0 1/8 0 3/8 3/8 5/8 3/4 3/4 9/8 0
0 0 1/9 0 4/9 4/9 7/9 10/9 8/9 11/9 0
0 0 1/9 0 1/3 1/3 7/9 5/9 8/9 4/3 0
0 0 1/9 0 5/9 2/9 1 7/9 10/9 5/3 0
0 0 1/11 0 7/11 3/11 13/11 14/11 15/11 20/11 0
0 0 1/10 0 1/2 1/5 11/10 3/5 6/5 9/5 0
0 0 2/7 0 3/7 2/7 4/7 4/7 6/7 1 0
0 0 1/3 0 5/9 1/3 7/9 1 1 10/9 0
0 0 2/7 0 3/7 2/7 5/7 3/7 1 8/7 0
0 0 2/7 0 4/7 1/7 6/7 4/7 9/7 10/7 0
0 0 3/10 0 7/10 1/5 11/10 6/5 3/2 8/5 0
0 0 2/7 0 4/7 1/7 1 3/7 10/7 11/7 0
0 0 2/7 0 1/7 1/7 4/7 5/7 6/7 9/7 0
0 0 2/7 0 1/7 1/7 5/7 1 1 10/7 0
0 0 1/3 0 1/9 1/9 7/9 4/9 1 14/9 0
0 0 1/2 0 1/4 1/8 5/8 5/8 1 5/4 0
0 0 3/5 0 3/10 1/10 4/5 1 6/5 7/5 0
0 0 3/5 0 1/5 1/10 4/5 2/5 6/5 3/2 0
0 0 1/7 0 2/7 2/7 3/7 4/7 1 6/7 0
0 0 1/5 0 2/5 3/10 3/5 1 11/10 9/10 0
0 0 1/7 0 2/7 2/7 4/7 3/7 8/7 1 0
0 0 1/7 0 3/7 1/7 5/7 4/7 10/7 9/7 0
0 0 2/11 0 6/11 2/11 10/11 13/11 17/11 15/11 0
0 0 1/7 0 3/7 1/7 6/7 3/7 11/7 10/7 0
0 0 2/7 0 1/7 1/7 3/7 4/7 8/7 1 0
0 0 2/5 0 1/5 1/10 3/5 1 13/10 11/10 0
0 0 3/8 0 1/8 1/8 5/8 3/8 11/8 5/4 0
0 0 1/7 1/7 0 4/7 3/7 8/7 6/7 8/7 0
0 0 1/7 1/7 0 4/7 4/7 10/7 1 9/7 0
0 0 1/5 1/5 0 7/10 3/5 9/10 9/10 13/10 0
0 0 2/7 1/7 0 4/7 3/7 8/7 1 8/7 0
0 0 3/8 1/8 0 1/2 5/8 3/2 5/4 11/8 0
0 0 2/5 1/5 0 7/10 3/5 9/10 11/10 13/10 0
0 0 1/7 1/7 0 4/7 2/7 1 1 6/7 0
0 0 2/9 1/9 0 4/9 4/9 4/3 11/9 1 0
0 0 2/9 2/9 0 7/9 4/9 8/9 10/9 1 0
