0 0 0 2/5 2/5 1/2 23/20 23/20 19/10 21/10 0
0 0 0 1/4 5/8 3/8 13/16 7/8 13/8 3/2 0
0 0 0 1/7 5/7 2/7 1/2 11/14 23/14 1 0
0 0 0 1/4 3/4 3/8 13/16 7/8 3/2 3/2 0
0 0 0 1/7 6/7 2/7 1/2 11/14 3/2 1 0
0 0 0 5/8 1/4 7/8 11/8 21/16 15/8 5/2 0
0 0 0 3/7 3/7 5/7 1 1 11/7 13/7 0
0 0 0 2/7 4/7 4/7 5/7 13/14 23/14 10/7 0
0 0 0 3/7 4/7 5/7 1 1 10/7 13/7 0
0 0 0 2/7 5/7 4/7 5/7 13/14 3/2 10/7 0
0 0 0 5/7 1/7 15/14 11/7 9/7 23/14 18/7 0
0 0 0 4/7 2/7 13/14 9/7 15/14 3/2 15/7 0
0 0 0 3/7 3/7 11/14 1 1 11/7 12/7 0
0 0 0 4/7 3/7 13/14 9/7 15/14 19/14 15/7 0
0 0 0 3/7 4/7 11/14 1 1 10/7 12/7 0
0 0 0 9/14 4/7 2/7 41/28 19/14 5/2 5/2 0
0 0 0 4/9 1 2/9 19/18 10/9 20/9 16/9 0
0 0 0 2/7 8/7 1/7 9/14 15/14 33/14 8/7 0
0 0 0 4/9 10/9 2/9 19/18 10/9 19/9 16/9 0
0 0 0 2/7 9/7 1/7 9/14 15/14 31/14 8/7 0
