0 0 0 1/6 1/3 1/3 2/3 2/3 17/12 2 0
0 0 0 1/7 2/7 1/7 3/7 5/7 8/7 9/7 0
0 0 0 1/9 4/9 1/3 7/9 5/9 5/3 5/3 0
0 0 0 1/9 1/3 1/3 5/9 2/3 13/9 4/3 0
0 0 0 1/5 2/5 1/5 3/5 6/5 13/10 7/5 0
0 0 0 1/7 3/7 5/14 9/14 15/14 10/7 9/7 0
0 0 0 2/5 7/10 1/5 1/2 2/5 13/10 3/2 0
0 0 0 4/9 2/3 1/9 1/3 4/9 11/9 10/9 0
0 0 0 2/7 6/7 1/7 5/7 2/7 12/7 10/7 0
0 0 0 1/3 2/3 2/9 4/9 4/9 13/9 10/9 0
0 0 0 1/3 5/9 2/9 4/9 1 10/9 10/9 0
0 0 0 1/4 7/12 1/3 1/2 11/12 5/4 1 0
0 0 0 7/12 7/8 1/6 7/12 1/3 4/3 11/8 0
0 0 0 2/3 17/18 1/9 1/2 1/3 4/3 19/18 0
0 0 0 3/7 15/14 1/7 6/7 2/7 13/7 10/7 0
0 0 0 4/7 15/14 1/7 5/7 2/7 12/7 8/7 0
0 0 0 9/14 6/7 3/14 4/7 11/14 17/14 13/14 0
0 0 0 1/2 6/7 2/7 9/14 23/28 19/14 13/14 0
0 0 0 2/9 1/3 5/9 5/9 4/9 11/9 17/9 0
0 0 0 1/9 1/3 5/9 5/9 1/3 11/9 4/3 0
0 0 0 1/7 2/7 4/7 3/7 3/7 8/7 1 0
0 0 0 1/7 2/7 5/7 3/7 4/7 1 6/7 0
0 0 0 1/2 7/10 2/5 2/5 1/5 6/5 7/5 0
0 0 0 5/7 6/7 2/7 2/7 1/7 9/7 1 0
0 0 0 1/3 2/3 4/9 4/9 1/9 11/9 10/9 0
0 0 0 4/9 2/3 4/9 1/3 2/9 11/9 8/9 0
0 0 0 2/7 3/7 4/7 2/7 3/7 6/7 4/7 0
0 0 0 9/13 23/26 9/26 1/2 2/13 16/13 16/13 0
0 0 0 8/9 19/18 5/18 4/9 1/9 4/3 8/9 0
0 0 0 1/2 17/20 9/20 11/20 1/10 13/10 21/20 0
0 0 0 2/3 17/18 7/18 1/2 1/9 4/3 5/6 0
0 0 0 6/7 13/14 2/7 1/2 3/14 8/7 9/14 0
0 0 0 5/9 13/18 4/9 4/9 5/18 1 5/9 0
0 0 0 3/7 1/7 4/7 4/7 11/14 17/14 29/14 0
0 0 0 4/9 1/9 4/9 1/3 7/9 1 11/9 0
0 0 0 2/7 1/7 4/7 5/7 5/7 11/7 12/7 0
0 0 0 1/3 1/9 5/9 4/9 7/9 4/3 4/3 0
0 0 0 1/2 1/6 1/2 5/12 13/12 1 7/6 0
0 0 0 5/13 2/13 8/13 6/13 14/13 15/13 15/13 0
0 0 0 5/9 1/3 4/9 2/9 5/9 2/3 4/3 0
0 0 0 5/9 1/3 1/3 1/9 5/9 7/9 8/9 0
0 0 0 3/7 2/7 3/7 1/7 4/7 1 6/7 0
0 0 0 3/5 3/10 1/2 1/5 9/10 7/10 4/5 0
0 0 0 1/2 3/10 3/5 1/5 9/10 4/5 7/10 0
0 0 0 7/10 1/2 2/5 3/10 1/2 7/10 5/4 0
0 0 0 5/7 4/7 2/7 3/14 3/7 5/7 11/14 0
0 0 0 3/4 7/12 5/12 1/3 3/4 3/4 2/3 0
0 0 0 2/3 5/9 5/9 1/3 5/6 7/9 5/9 0
0 0 0 4/7 1/7 11/14 3/7 4/7 13/14 25/14 0
0 0 0 5/7 1/7 5/7 2/7 4/7 6/7 1 0
0 0 0 1/3 1/9 7/9 4/9 4/9 1 11/9 0
0 0 0 4/9 1/9 7/9 1/3 5/9 1 1 0
0 0 0 6/7 1/7 6/7 2/7 5/7 5/7 6/7 0
0 0 0 1/2 1/10 9/10 3/10 7/10 4/5 4/5 0
0 0 0 2/3 1/3 2/3 1/6 1/3 7/12 7/6 0
0 0 0 7/9 4/9 5/9 1/9 1/3 7/9 7/9 0
0 0 0 3/7 2/7 5/7 1/7 1/7 4/7 5/7 0
0 0 0 5/9 1/3 2/3 1/9 1/3 7/9 2/3 0
0 0 0 6/7 2/7 5/7 1/7 4/7 4/7 4/7 0
0 0 0 5/9 2/9 7/9 1/9 5/9 5/9 4/9 0
0 0 0 11/14 1/2 17/28 1/4 2/7 9/14 15/14 0
0 0 0 8/9 2/3 1/2 2/9 2/9 7/9 2/3 0
0 0 0 4/7 3/7 11/14 3/14 1/7 4/7 9/14 0
0 0 0 5/7 4/7 9/14 3/14 1/7 5/7 1/2 0
0 0 0 8/9 5/9 5/9 5/18 7/18 2/3 1/2 0
0 0 0 2/3 4/9 2/3 2/9 7/18 5/9 1/3 0
