0 0 5/37 0 17/37 16/37 22/37 36/37 59/37 83/37 95/74 77/37 227/74 305/74 0
0 0 6/37 0 20/37 16/37 21/37 36/37 53/37 87/37 50/37 86/37 104/37 291/74 0
0 0 7/39 0 7/13 17/39 22/39 38/39 53/39 38/13 37/26 33/13 10/3 161/39 0
0 0 10/47 0 27/47 20/47 27/47 1 70/47 109/47 193/141 7/3 125/47 1085/282 0
0 0 4/31 0 15/31 14/31 20/31 33/31 51/31 70/31 38/31 61/31 92/31 122/31 0
0 0 1/7 0 4/7 3/7 17/28 29/28 10/7 15/7 33/28 57/28 69/28 47/14 0
0 0 4/27 0 5/9 11/27 16/27 1 35/27 65/27 31/27 19/9 73/27 88/27 0
0 0 1/5 0 22/35 3/7 22/35 38/35 53/35 76/35 44/35 15/7 12/5 24/7 0
0 0 1/13 0 6/13 1/3 9/13 49/39 22/13 57/26 49/39 24/13 439/156 287/78 0
0 0 2/25 0 14/25 8/25 3/5 1 33/25 19/10 28/25 42/25 21/10 71/25 0
0 0 1/19 0 10/19 5/19 11/19 17/19 21/19 73/38 41/38 31/19 81/38 5/2 0
0 0 1/7 0 9/14 5/14 9/14 15/14 41/28 2 71/56 27/14 15/7 25/8 0
0 0 1/21 0 10/21 4/21 2/3 29/21 34/21 27/14 149/126 38/21 193/84 115/42 0
0 0 1/19 0 10/19 4/19 11/19 1 23/19 63/38 58/57 30/19 71/38 44/19 0
0 0 1/20 0 11/20 1/4 3/5 1 6/5 77/40 131/120 17/10 17/8 99/40 0
0 0 3/23 0 14/23 6/23 14/23 24/23 31/23 41/23 7/6 42/23 44/23 123/46 0
0 0 2/21 0 2/7 8/21 13/21 6/7 5/3 53/21 8/7 12/7 19/7 145/42 0
0 0 2/17 0 13/34 8/17 11/17 35/34 26/17 47/17 47/34 77/34 95/34 265/68 0
0 0 1/7 0 3/7 17/35 22/35 37/35 7/5 122/35 3/2 92/35 123/35 148/35 0
0 0 3/16 0 7/16 11/24 2/3 25/24 25/16 31/12 101/72 163/72 41/16 1079/288 0
0 0 1/10 0 3/10 2/5 13/20 19/20 17/10 5/2 23/20 7/4 27/10 69/20 0
0 0 3/28 0 11/28 13/28 19/28 15/14 43/28 5/2 5/4 57/28 71/28 97/28 0
0 0 3/25 0 11/25 11/25 16/25 26/25 33/25 69/25 6/5 54/25 14/5 83/25 0
0 0 7/39 0 6/13 6/13 28/39 43/39 62/39 94/39 4/3 83/39 31/13 45/13 0
0 0 2/29 0 9/29 10/29 22/29 40/29 56/29 149/58 39/29 57/29 165/58 105/29 0
0 0 2/29 0 11/29 11/29 20/29 33/29 45/29 133/58 36/29 53/29 135/58 91/29 0
0 0 1/18 0 4/9 5/18 11/18 8/9 10/9 25/12 13/12 29/18 77/36 89/36 0
0 0 5/36 0 4/9 5/12 3/4 7/6 59/36 83/36 11/8 73/36 41/18 239/72 0
0 0 1/18 0 7/18 2/9 13/18 29/18 35/18 85/36 35/27 2 31/12 3 0
0 0 1/20 0 2/5 1/4 13/20 23/20 7/5 79/40 67/60 17/10 81/40 5/2 0
0 0 1/19 0 9/19 5/19 12/19 1 23/19 79/38 125/114 32/19 81/38 93/38 0
0 0 1/6 0 7/15 1/3 4/5 19/15 49/30 13/6 49/36 31/15 21/10 179/60 0
0 0 1/15 0 1/5 1/3 2/3 11/15 23/15 12/5 11/10 8/5 13/5 44/15 0
0 0 1/15 0 1/5 1/3 2/3 11/15 7/5 34/15 11/10 8/5 7/3 8/3 0
0 0 3/29 0 9/29 14/29 20/29 30/29 41/29 107/29 85/58 71/29 108/29 113/29 0
0 0 1/16 0 3/16 3/8 3/4 13/16 3/2 37/16 39/32 7/4 19/8 45/16 0
0 0 1/15 0 1/5 1/3 2/3 4/5 23/15 7/3 16/15 8/5 38/15 43/15 0
0 0 1/15 0 1/5 1/3 2/3 4/5 7/5 11/5 16/15 8/5 34/15 13/5 0
0 0 2/23 0 7/23 10/23 16/23 1 31/23 67/23 28/23 47/23 68/23 72/23 0
0 0 1/16 0 3/16 3/8 3/4 7/8 3/2 9/4 19/16 7/4 37/16 11/4 0
0 0 1/24 0 5/24 7/24 5/6 11/8 15/8 121/48 65/48 23/12 17/6 53/16 0
0 0 1/19 0 4/19 6/19 14/19 20/19 29/19 87/38 45/38 32/19 89/38 103/38 0
0 0 1/20 0 3/10 3/10 7/10 9/10 6/5 91/40 9/8 8/5 93/40 99/40 0
0 0 1/17 0 3/17 7/17 14/17 19/17 29/17 41/17 23/17 33/17 42/17 3 0
0 0 1/21 0 2/7 5/21 17/21 11/7 41/21 103/42 167/126 2 8/3 125/42 0
0 0 1/19 0 5/19 5/19 14/19 23/19 30/19 83/38 131/114 33/19 85/38 5/2 0
0 0 1/22 0 7/22 3/11 8/11 23/22 29/22 9/4 149/132 37/22 101/44 107/44 0
0 0 1/10 0 1/4 7/20 9/10 7/5 37/20 12/5 41/30 21/10 12/5 29/10 0
0 0 2/11 0 6/11 17/33 29/33 35/33 53/33 24/11 40/33 64/33 98/33 131/33 0
0 0 5/27 0 2/3 13/27 7/9 1 37/27 55/27 31/27 2 65/27 89/27 0
0 0 5/26 0 17/26 6/13 10/13 25/26 33/26 30/13 29/26 27/13 69/26 42/13 0
0 0 7/31 0 23/31 15/31 25/31 1 87/62 63/31 37/31 63/31 72/31 102/31 0
0 0 4/33 0 20/33 14/33 31/33 12/11 17/11 68/33 41/33 56/33 61/22 41/11 0
0 0 1/10 0 3/4 2/5 4/5 19/20 5/4 9/5 23/20 8/5 2 11/4 0
0 0 1/15 0 11/15 1/3 4/5 4/5 1 26/15 16/15 22/15 29/15 34/15 0
0 0 1/7 0 6/7 3/7 6/7 20/21 55/42 38/21 26/21 12/7 41/21 20/7 0
0 0 1/14 0 11/14 3/14 13/14 1 17/14 3/2 15/14 10/7 51/28 31/14 0
0 0 1/14 0 11/14 2/7 6/7 13/14 8/7 11/7 15/14 3/2 25/14 31/14 0
0 0 1/15 0 4/5 1/3 13/15 14/15 17/15 9/5 17/15 8/5 2 7/3 0
0 0 1/8 0 7/8 5/16 7/8 7/8 37/32 25/16 9/8 25/16 27/16 37/16 0
0 0 5/27 0 10/27 13/27 1 1 5/3 64/27 31/27 16/9 74/27 98/27 0
0 0 3/17 0 15/34 9/17 33/34 37/34 26/17 42/17 21/17 35/17 43/17 60/17 0
0 0 5/27 0 14/27 13/27 23/27 1 35/27 8/3 31/27 58/27 74/27 10/3 0
0 0 11/45 0 23/45 23/45 46/45 47/45 137/90 106/45 19/15 61/30 104/45 152/45 0
0 0 4/29 0 12/29 12/29 30/29 31/29 47/29 65/29 35/29 48/29 75/29 101/29 0
0 0 3/28 0 13/28 13/28 27/28 15/14 41/28 61/28 5/4 7/4 31/14 22/7 0
0 0 1/15 0 3/5 1/3 4/5 4/5 1 28/15 16/15 22/15 29/15 34/15 0
0 0 6/35 0 18/35 17/35 37/35 37/35 3/2 15/7 47/35 13/7 73/35 111/35 0
0 0 1/12 0 2/3 1/6 11/12 1 5/4 19/12 1 4/3 7/4 25/12 0
0 0 1/15 0 3/5 4/15 13/15 14/15 17/15 5/3 16/15 22/15 26/15 11/5 0
0 0 1/15 0 2/3 1/3 13/15 14/15 17/15 29/15 17/15 8/5 2 7/3 0
0 0 1/5 0 3/5 9/25 27/25 27/25 71/50 48/25 33/25 46/25 9/5 67/25 0
0 0 5/26 0 4/13 6/13 29/26 25/26 21/13 30/13 29/26 45/26 69/26 42/13 0
0 0 5/27 0 8/27 13/27 31/27 1 41/27 7/3 31/27 50/27 65/27 3 0
0 0 2/11 0 4/11 17/33 35/33 35/33 47/33 97/33 40/33 70/33 98/33 106/33 0
0 0 7/31 0 10/31 15/31 38/31 1 48/31 72/31 37/31 117/62 72/31 3 0
0 0 4/29 0 9/29 11/29 33/29 30/29 45/29 63/29 34/29 46/29 5/2 89/29 0
0 0 3/25 0 7/25 11/25 28/25 26/25 37/25 11/5 6/5 42/25 56/25 69/25 0
0 0 2/23 0 8/23 10/23 24/23 1 30/23 53/23 28/23 39/23 54/23 58/23 0
0 0 2/13 0 7/26 1/2 16/13 14/13 41/26 29/13 17/13 24/13 29/13 38/13 0
0 0 2/19 0 8/19 5/19 20/19 21/19 28/19 37/19 21/19 29/19 79/38 43/19 0
0 0 1/10 0 7/20 7/20 21/20 11/10 29/20 41/20 23/20 33/20 21/10 47/20 0
0 0 1/12 0 3/8 5/12 13/12 9/8 17/12 7/3 5/4 43/24 19/8 61/24 0
0 0 1/6 0 1/3 5/12 29/24 5/4 5/3 53/24 4/3 47/24 13/6 65/24 0
0 0 3/22 0 8/11 511/1320 101/88 14/15 149/110 2449/1320 208/165 1933/1320 851/330 596/165 0
0 0 1/9 0 25/27 281/810 17/18 311/405 424/405 1279/810 899/810 1063/810 697/405 1019/405 0
0 0 1/15 0 4/5 1/3 13/15 11/15 14/15 26/15 11/10 7/5 29/15 34/15 0
0 0 2/13 0 1 311/780 51/52 163/195 71/60 647/390 959/780 91/60 1379/780 532/195 0
0 0 7/44 0 13/22 177/440 131/88 207/220 487/330 2789/1320 169/120 1963/1320 1657/660 611/165 0
