0 0 0 3/4 13/8 15/8 35/16 21/8 59/16 93/16 0
0 0 0 5/7 12/7 13/7 16/7 20/7 26/7 83/14 0
0 0 0 5/7 2 15/7 37/14 23/7 30/7 47/7 0
0 0 0 5/7 11/7 2 15/7 17/7 24/7 11/2 0
0 0 0 5/8 13/8 2 9/4 21/8 27/8 89/16 0
0 0 0 4/7 13/7 15/7 5/2 3 27/7 43/7 0
0 0 0 5/7 11/7 15/7 31/14 17/7 24/7 38/7 0
0 0 0 4/7 10/7 2 29/14 16/7 3 34/7 0
0 0 0 1/2 13/8 33/16 9/4 41/16 27/8 21/4 0
0 0 0 6/7 13/7 2 53/21 67/21 4 271/42 0
0 0 0 7/9 16/9 7/3 71/27 82/27 11/3 337/54 0
0 0 0 5/7 11/7 17/7 5/2 19/7 23/7 39/7 0
0 0 0 6/7 2 15/7 33/14 19/7 59/14 13/2 0
0 0 0 6/7 2 16/7 17/7 19/7 29/7 13/2 0
0 0 0 6/7 2 17/7 5/2 19/7 29/7 45/7 0
0 0 0 6/7 13/7 12/7 31/14 20/7 55/14 85/14 0
0 0 0 6/7 2 13/7 17/7 22/7 29/7 13/2 0
0 0 0 6/7 16/7 15/7 39/14 25/7 33/7 51/7 0
0 0 0 1 15/7 2 8/3 73/21 31/7 295/42 0
0 0 0 6/7 2 13/7 31/14 19/7 57/14 87/14 0
