0 0 0 13/31 8/31 57/62 33/62 91/62 49/31 107/93 127/93 66/31 463/186 0
0 0 0 4/9 5/27 25/27 5/9 83/54 44/27 169/162 239/162 20/9 415/162 0
0 0 0 3/8 3/8 19/24 23/48 53/48 4/3 59/48 19/16 33/16 13/6 0
0 0 0 9/22 3/11 35/44 1/2 51/44 15/11 12/11 14/11 93/44 24/11 0
0 0 0 7/16 3/8 505/576 101/144 127/96 445/288 199/144 443/288 559/288 713/288 0
0 0 0 13/34 9/17 307/408 115/204 16/17 265/204 70/51 263/204 379/204 217/102 0
0 0 0 11/32 1/4 53/64 35/64 27/16 59/32 39/32 41/32 17/8 165/64 0
0 0 0 6/19 3/19 16/19 9/19 31/19 33/19 33/38 25/19 40/19 93/38 0
0 0 0 7/24 3/8 11/16 7/16 7/6 35/24 55/48 1 15/8 49/24 0
0 0 0 5/17 4/17 12/17 7/17 20/17 24/17 15/17 18/17 32/17 33/17 0
0 0 0 8/21 1/3 53/63 187/252 391/252 115/63 13/9 43/28 251/126 166/63 0
0 0 0 9/29 14/29 61/87 47/87 89/87 128/87 113/87 34/29 301/174 361/174 0
0 0 0 7/23 4/23 15/23 14/23 39/23 44/23 55/46 63/46 2 58/23 0
0 0 0 1/3 1/9 2/3 5/9 14/9 31/18 31/36 49/36 17/9 20/9 0
0 0 0 5/19 5/19 10/19 9/19 21/19 28/19 39/38 39/38 31/19 35/19 0
0 0 0 7/22 2/11 7/11 1/2 31/22 39/22 39/44 5/4 2 45/22 0
0 0 0 15/38 5/19 61/76 15/19 121/76 73/38 53/38 123/76 37/19 101/38 0
0 0 0 1/3 10/27 35/54 31/54 28/27 14/9 32/27 11/9 29/18 109/54 0
0 0 0 8/33 3/11 10/11 25/33 53/33 58/33 83/66 13/11 67/33 53/22 0
0 0 0 3/16 1/8 15/16 17/32 27/16 7/4 13/16 9/8 33/16 37/16 0
0 0 0 2/9 10/27 22/27 35/54 34/27 14/9 67/54 1 52/27 56/27 0
0 0 0 3/16 3/16 13/16 1/2 5/4 3/2 7/8 15/16 15/8 15/8 0
0 0 0 4/15 11/30 167/180 169/180 131/90 79/45 277/180 89/60 17/9 112/45 0
0 0 0 1/4 11/24 119/144 97/144 77/72 55/36 49/36 55/48 61/36 73/36 0
0 0 0 3/17 3/17 13/17 16/17 26/17 30/17 22/17 22/17 30/17 38/17 0
0 0 0 1/10 1/10 7/10 3/5 7/5 3/2 4/5 11/10 8/5 9/5 0
0 0 0 3/17 4/17 12/17 12/17 19/17 26/17 19/17 1 27/17 30/17 0
0 0 0 1/7 1/7 5/7 4/7 8/7 3/2 6/7 1 23/14 23/14 0
0 0 0 5/22 3/11 41/44 12/11 17/11 21/11 17/11 73/44 41/22 57/22 0
0 0 0 2/9 1/3 29/36 13/18 19/18 29/18 5/4 43/36 14/9 35/18 0
0 0 0 1/12 1/6 5/6 13/12 3/2 5/3 4/3 17/12 7/4 25/12 0
0 0 0 1/10 1/10 4/5 4/5 3/2 8/5 1 13/10 17/10 19/10 0
0 0 0 2/15 1/5 4/5 14/15 17/15 23/15 19/15 6/5 5/3 26/15 0
0 0 0 1/8 1/8 13/16 13/16 19/16 13/8 17/16 39/32 7/4 7/4 0
