0 0 0 3/16 3/16 9/16 9/16 1 49/32 37/16 0
0 0 0 1/7 1/7 5/7 5/7 1 8/7 2 0
0 0 0 3/13 3/13 6/13 10/13 12/13 20/13 29/13 0
0 0 0 1/7 1/7 4/7 6/7 6/7 8/7 13/7 0
0 0 0 3/11 3/11 4/11 1 19/22 14/11 17/11 0
0 0 0 1/5 1/5 1/2 6/5 17/20 13/10 8/5 0
0 0 0 3/13 3/13 10/13 6/13 12/13 20/13 29/13 0
0 0 0 1/7 1/7 6/7 4/7 6/7 8/7 13/7 0
0 0 0 7/16 1/4 13/16 13/16 5/8 13/8 31/16 0
0 0 0 3/11 2/11 10/11 10/11 6/11 15/11 18/11 0
0 0 0 7/13 4/13 10/13 15/13 8/13 20/13 19/13 0
0 0 0 5/13 3/13 11/13 17/13 8/13 20/13 20/13 0
0 0 0 3/11 3/11 1 4/11 19/22 14/11 17/11 0
0 0 0 1/5 1/5 11/10 9/20 4/5 6/5 3/2 0
0 0 0 7/13 4/13 15/13 10/13 8/13 20/13 19/13 0
0 0 0 5/13 3/13 16/13 21/26 15/26 19/13 19/13 0
0 0 0 5/8 5/16 17/16 17/16 5/8 13/8 11/8 0
0 0 0 8/19 5/19 21/19 43/38 12/19 29/19 26/19 0
0 0 6/19 0 4/19 7/19 13/19 35/38 53/38 2 0
0 0 7/13 0 2/13 5/13 12/13 21/26 15/13 21/13 0
0 0 3/13 0 4/13 3/13 11/13 11/13 18/13 25/13 0
0 0 2/5 0 1/5 3/10 1 7/10 11/10 3/2 0
0 0 1/5 0 2/5 1/10 9/10 17/20 11/10 7/5 0
0 0 3/11 0 3/11 3/11 12/11 17/22 12/11 15/11 0
0 0 3/13 0 4/13 8/13 6/13 11/13 18/13 25/13 0
0 0 2/5 0 1/5 3/5 7/10 7/10 11/10 3/2 0
0 0 2/11 0 5/11 5/11 7/11 8/11 29/22 19/11 0
0 0 3/11 0 3/11 6/11 9/11 6/11 12/11 15/11 0
0 0 1/7 0 5/7 2/7 5/7 6/7 15/14 9/7 0
0 0 1/5 0 2/5 1/2 1 7/10 11/10 13/10 0
0 0 1/5 0 2/5 7/10 3/10 17/20 11/10 7/5 0
0 0 3/11 0 3/11 8/11 1/2 8/11 1 14/11 0
0 0 1/7 0 5/7 4/7 3/7 6/7 15/14 9/7 0
0 0 1/5 0 2/5 7/10 13/20 13/20 1 6/5 0
0 0 1/7 0 6/7 3/7 4/7 1 15/14 9/7 0
0 0 2/13 0 6/13 9/13 23/26 10/13 14/13 16/13 0
