0 0 1/17 0 3/17 6/17 7/17 15/17 41/34 28/17 46/17 0
0 0 1/12 0 1/4 1/4 2/3 3/4 25/24 17/12 7/3 0
0 0 1/14 0 2/7 2/7 6/7 23/28 31/28 10/7 17/7 0
0 0 1/14 0 2/7 2/7 13/14 67/84 27/28 29/21 15/7 0
0 0 1/12 0 1/4 7/12 1/3 3/4 25/24 17/12 7/3 0
0 0 1/11 0 3/11 5/11 6/11 6/11 10/11 13/11 2 0
0 0 1/11 0 4/11 5/11 9/11 8/11 1 14/11 24/11 0
0 0 1/11 0 4/11 5/11 10/11 8/11 10/11 14/11 2 0
0 0 1/14 0 2/7 5/7 9/28 11/14 29/28 19/14 16/7 0
0 0 1/11 0 4/11 7/11 1/2 15/22 10/11 13/11 2 0
0 0 1/14 0 3/7 9/14 3/4 11/14 1 17/14 15/7 0
0 0 1/12 0 5/12 7/12 11/12 19/24 11/12 5/4 2 0
0 0 1/14 0 2/7 3/4 25/84 31/42 6/7 53/42 27/14 0
0 0 1/11 0 4/11 15/22 31/66 43/66 17/22 37/33 19/11 0
0 0 1/12 0 5/12 17/24 43/72 13/18 19/24 10/9 7/4 0
0 0 1/14 0 3/7 9/14 61/84 65/84 11/14 25/21 12/7 0
