0 0 11/51 0 4/17 2/3 67/51 94/153 28/17 63/34 349/102 31/17 235/102 167/51 7/2 0
0 0 4/17 0 5/17 83/102 643/408 127/204 319/204 787/408 439/136 121/68 755/408 319/102 453/136 0
0 0 16/71 0 20/71 157/213 595/426 136/213 346/213 817/426 477/142 130/71 13/6 701/213 485/142 0
0 0 5/31 0 10/31 45/62 189/124 41/62 205/124 115/62 77/31 57/31 153/62 98/31 123/31 0
0 0 9/53 0 16/53 37/53 79/53 34/53 175/106 96/53 129/53 96/53 141/53 170/53 214/53 0
0 0 13/71 0 21/71 48/71 109/71 287/426 122/71 124/71 175/71 273/142 301/142 471/142 262/71 0
0 0 1/5 0 4/15 13/20 181/120 59/90 26/15 17/10 29/12 23/12 91/40 409/120 15/4 0
0 0 5/31 0 10/31 45/62 189/124 41/62 205/124 115/62 77/31 57/31 55/31 13/4 417/124 0
0 0 9/53 0 16/53 37/53 79/53 34/53 175/106 96/53 129/53 96/53 100/53 351/106 357/106 0
0 0 1/4 0 17/60 29/36 113/72 28/45 143/90 119/72 311/120 9/5 551/360 1069/360 57/20 0
0 0 14/53 0 14/53 124/159 487/318 97/159 253/159 505/318 269/106 95/53 509/318 955/318 148/53 0
0 0 22/79 0 22/79 194/237 373/237 151/237 763/474 1771/948 240/79 147/79 407/237 730/237 241/79 0
0 0 22/81 0 7/27 182/243 346/243 157/243 805/486 1801/972 253/81 154/81 476/243 778/243 251/81 0
0 0 1/5 0 21/65 29/39 1193/780 2/3 217/130 347/195 313/130 121/65 8/5 31/10 391/130 0
0 0 3/14 0 17/56 121/168 1007/672 109/168 187/112 145/84 263/112 103/56 47/28 351/112 331/112 0
0 0 7/50 0 9/25 4/5 7/5 7/10 43/25 91/50 107/50 52/25 12/5 33/10 191/50 0
0 0 1/7 0 1/3 16/21 113/84 19/28 12/7 7/4 43/21 25/12 37/14 47/14 109/28 0
0 0 1/6 0 5/16 37/48 133/96 71/96 89/48 167/96 25/12 221/96 53/24 29/8 359/96 0
0 0 7/40 0 11/40 29/40 53/40 29/40 15/8 33/20 79/40 47/20 97/40 15/4 19/5 0
0 0 8/59 0 22/59 48/59 167/118 83/118 100/59 217/118 128/59 261/118 114/59 204/59 395/118 0
0 0 7/51 0 6/17 40/51 70/51 35/51 86/51 91/51 107/51 38/17 35/17 60/17 10/3 0
0 0 4/25 0 7/25 59/75 36/25 38/75 143/75 139/75 54/25 212/75 47/15 266/75 637/150 0
0 0 9/49 0 12/49 36/49 67/49 24/49 88/49 86/49 99/49 127/49 165/49 165/49 202/49 0
0 0 11/60 0 4/15 47/60 173/120 73/120 2 211/120 32/15 341/120 79/30 15/4 469/120 0
0 0 9/41 0 8/41 29/41 111/82 47/82 79/41 133/82 80/41 223/82 113/41 151/41 303/82 0
0 0 8/51 0 5/17 40/51 145/102 59/102 89/51 185/102 109/51 87/34 112/51 175/51 335/102 0
0 0 1/6 0 11/42 31/42 19/14 23/42 37/21 73/42 85/42 8/3 101/42 149/42 137/42 0
0 0 1/6 0 23/60 151/180 1043/720 131/180 79/45 217/120 259/120 34/15 161/90 152/45 46/15 0
0 0 9/52 0 19/52 127/156 881/624 223/312 137/78 7/4 217/104 239/104 295/156 134/39 313/104 0
