0 0 1/13 4/13 0 20/13 23/13 77/78 5/3 28/13 67/26 68/39 73/26 0
0 0 1/11 4/11 0 20/11 23/11 71/66 14/11 211/88 131/44 251/132 133/44 0
0 0 1/6 5/18 0 3/2 11/6 55/54 169/108 13/6 20/9 49/27 26/9 0
0 0 3/17 5/17 0 25/17 65/34 97/102 35/34 35/17 40/17 5/3 91/34 0
0 0 2/19 6/19 0 29/19 35/19 56/57 113/57 39/19 46/19 235/114 51/19 0
0 0 1/7 2/7 0 10/7 13/7 19/21 3/2 40/21 101/42 233/126 52/21 0
0 0 2/21 8/21 0 5/3 41/21 71/63 295/126 7/3 20/7 43/18 64/21 0
0 0 3/31 12/31 0 56/31 65/31 71/62 111/62 303/124 96/31 214/93 97/31 0
0 0 4/23 8/23 0 37/23 2 77/69 277/138 53/23 57/23 152/69 70/23 0
0 0 4/21 1/3 0 32/21 85/42 43/42 3/2 15/7 53/21 127/63 39/14 0
0 0 4/9 4/9 0 38/27 16/9 10/9 56/27 64/27 26/9 61/27 100/27 0
0 0 8/17 7/17 0 22/17 29/17 1 22/17 36/17 46/17 2 56/17 0
0 0 11/24 5/12 0 4/3 41/24 13/12 19/8 5/2 35/12 21/8 31/8 0
0 0 7/15 2/5 0 19/15 5/3 1 22/15 34/15 41/15 7/3 52/15 0
0 0 11/27 4/9 0 13/9 47/27 11/9 22/9 8/3 97/27 67/27 110/27 0
0 0 9/22 5/11 0 16/11 39/22 13/11 2 28/11 40/11 51/22 42/11 0
0 0 13/29 12/29 0 39/29 49/29 33/29 78/29 78/29 103/29 79/29 118/29 0
0 0 11/26 6/13 0 19/13 47/26 15/13 30/13 71/26 50/13 71/26 105/26 0
0 0 6/13 6/13 0 19/13 24/13 15/13 2 33/13 79/26 28/13 99/26 0
0 0 1/2 7/16 0 11/8 29/16 17/16 5/4 37/16 23/8 31/16 55/16 0
0 0 7/16 15/32 0 3/2 59/32 39/32 75/32 87/32 29/8 75/32 65/16 0
0 0 11/25 12/25 0 38/25 47/25 6/5 49/25 66/25 93/25 56/25 97/25 0
0 0 17/31 12/31 0 40/31 55/31 98/93 185/93 211/93 79/31 67/31 320/93 0
0 0 5/9 7/18 0 23/18 16/9 55/54 127/108 235/108 5/2 73/36 175/54 0
0 0 19/33 4/11 0 40/33 19/11 98/99 215/99 226/99 85/33 7/3 344/99 0
0 0 11/19 7/19 0 23/19 33/19 55/57 151/114 125/57 48/19 83/38 187/57 0
0 0 19/33 4/11 0 40/33 19/11 98/99 20/11 73/33 83/33 21/11 36/11 0
0 0 11/19 7/19 0 23/19 33/19 55/57 41/38 81/38 47/19 69/38 59/19 0
0 0 10/23 10/23 0 32/23 40/23 26/23 57/23 56/23 65/23 62/23 85/23 0
0 0 7/15 2/5 0 19/15 5/3 1 8/5 32/15 13/5 7/3 16/5 0
0 0 14/33 14/33 0 46/33 56/33 40/33 36/11 8/3 11/3 106/33 131/33 0
0 0 15/37 17/37 0 55/37 66/37 46/37 3 102/37 151/37 245/74 150/37 0
0 0 8/15 2/5 0 4/3 9/5 49/45 209/90 211/90 13/5 5/2 157/45 0
0 0 5/9 7/18 0 23/18 16/9 55/54 40/27 235/108 5/2 41/18 86/27 0
0 0 5/12 5/12 0 11/8 41/24 11/12 41/24 49/24 61/24 43/24 25/8 0
0 0 7/16 3/8 0 5/4 13/8 13/16 17/16 29/16 19/8 25/16 11/4 0
0 0 9/22 4/11 0 14/11 35/22 9/11 43/22 23/11 27/11 23/11 69/22 0
0 0 2/5 1/3 0 6/5 23/15 11/15 6/5 28/15 34/15 9/5 41/15 0
0 0 4/11 9/22 0 31/22 18/11 21/22 41/22 49/22 3 20/11 36/11 0
0 0 7/19 8/19 0 27/19 32/19 18/19 29/19 41/19 58/19 33/19 59/19 0
0 0 2/5 9/25 0 32/25 39/25 21/25 54/25 56/25 73/25 53/25 81/25 0
0 0 5/14 3/7 0 11/7 51/28 53/56 27/14 141/56 97/28 19/8 7/2 0
0 0 10/23 10/23 0 33/23 41/23 22/23 37/23 51/23 62/23 38/23 74/23 0
0 0 7/15 2/5 0 4/3 26/15 13/15 1 2 38/15 22/15 43/15 0
0 0 11/27 4/9 0 40/27 16/9 1 50/27 64/27 85/27 16/9 92/27 0
0 0 9/22 5/11 0 3/2 20/11 1 17/11 51/22 71/22 19/11 36/11 0
0 0 1/2 5/13 0 35/26 23/13 12/13 22/13 27/13 30/13 47/26 79/26 0
0 0 1/2 3/8 0 21/16 7/4 7/8 31/32 63/32 9/4 53/32 45/16 0
0 0 15/29 10/29 0 36/29 49/29 24/29 55/29 60/29 67/29 2 88/29 0
0 0 1/2 1/3 0 11/9 5/3 7/9 41/36 35/18 20/9 65/36 25/9 0
0 0 15/28 5/14 0 5/4 12/7 6/7 127/84 85/42 16/7 43/28 241/84 0
0 0 9/17 6/17 0 21/17 29/17 14/17 89/102 197/102 38/17 49/34 137/51 0
0 0 2/5 2/5 0 27/20 33/20 9/10 43/20 41/20 12/5 9/4 3 0
0 0 3/7 5/14 0 17/14 11/7 11/14 10/7 25/14 31/14 27/14 18/7 0
0 0 5/13 5/13 0 35/26 41/26 12/13 69/26 57/26 38/13 33/13 40/13 0
0 0 6/17 15/34 0 27/17 61/34 69/68 40/17 169/68 7/2 185/68 58/17 0
0 0 12/25 2/5 0 7/5 9/5 24/25 53/25 54/25 59/25 56/25 77/25 0
0 0 1/2 3/8 0 21/16 7/4 7/8 11/8 63/32 9/4 2 11/4 0
0 0 1/3 1/3 0 31/24 37/24 5/6 71/48 41/24 35/16 37/24 127/48 0
0 0 1/3 5/18 0 7/6 13/9 13/18 17/18 3/2 37/18 4/3 83/36 0
0 0 5/17 4/17 0 19/17 22/17 23/34 47/34 25/17 59/34 25/17 75/34 0
0 0 2/7 3/14 0 15/14 9/7 17/28 6/7 19/14 12/7 9/7 55/28 0
0 0 5/18 1/3 0 4/3 13/9 8/9 14/9 11/6 91/36 3/2 97/36 0
0 0 5/18 1/3 0 4/3 3/2 31/36 5/4 16/9 23/9 13/9 23/9 0
0 0 2/7 3/14 0 15/14 8/7 19/28 19/14 3/2 53/28 9/7 57/28 0
0 0 5/18 5/18 0 4/3 13/9 3/4 41/36 7/4 7/3 53/36 41/18 0
0 0 9/22 4/11 0 31/22 19/11 21/22 69/44 43/22 23/11 19/11 31/11 0
0 0 3/7 5/14 0 19/14 12/7 25/28 25/28 13/7 29/14 11/7 73/28 0
0 0 7/19 6/19 0 26/19 31/19 17/19 59/38 36/19 37/19 33/19 51/19 0
0 0 5/13 4/13 0 17/13 21/13 21/26 23/26 23/13 25/13 20/13 63/26 0
0 0 3/10 3/10 0 5/4 29/20 4/5 17/10 33/20 39/20 71/40 12/5 0
0 0 5/16 1/4 0 9/8 11/8 11/16 37/32 23/16 59/32 49/32 33/16 0
0 0 3/10 3/10 0 5/4 27/20 17/20 79/40 7/4 9/4 15/8 47/20 0
0 0 4/13 4/13 0 35/26 19/13 11/13 21/13 95/52 131/52 97/52 125/52 0
0 0 8/21 8/21 0 31/21 37/21 1 11/6 43/21 15/7 2 20/7 0
0 0 3/7 5/14 0 19/14 12/7 25/28 33/28 13/7 29/14 25/14 71/28 0
0 0 3/13 2/13 0 14/13 15/13 47/78 85/78 18/13 3/2 44/39 47/26 0
0 0 3/13 2/13 0 14/13 16/13 43/78 9/13 17/13 20/13 40/39 43/26 0
0 0 2/7 3/14 0 8/7 17/14 59/84 4/3 11/7 53/28 53/42 57/28 0
0 0 3/11 3/11 0 18/11 19/11 28/33 12/11 179/88 113/44 19/12 109/44 0
0 0 5/16 1/4 0 21/16 3/2 5/6 127/96 29/16 7/4 71/48 19/8 0
0 0 4/13 3/13 0 16/13 19/13 55/78 19/26 21/13 22/13 49/39 53/26 0
0 0 4/17 4/17 0 21/17 23/17 38/51 77/51 27/17 30/17 157/102 35/17 0
0 0 1/4 3/16 0 9/8 21/16 5/8 33/32 11/8 53/32 125/96 7/4 0
0 0 2/7 2/7 0 9/7 29/21 53/63 241/126 37/21 46/21 229/126 16/7 0
0 0 9/31 9/31 0 48/31 51/31 55/62 3/2 247/124 81/31 347/186 77/31 0
0 0 6/19 6/19 0 27/19 31/19 53/57 187/114 37/19 37/19 101/57 48/19 0
0 0 1/3 4/15 0 19/15 23/15 23/30 31/30 5/3 9/5 67/45 21/10 0
0 0 3/17 11/17 0 79/34 91/34 23/17 36/17 93/34 233/68 81/34 281/68 0
0 0 5/28 17/28 0 9/4 73/28 9/7 83/56 73/28 95/28 61/28 107/28 0
0 0 1/7 4/7 0 46/21 52/21 17/14 89/42 53/21 41/14 17/7 155/42 0
0 0 3/20 11/20 0 43/20 49/20 47/40 27/20 49/20 59/20 43/20 27/8 0
0 0 1/8 5/8 0 35/16 39/16 21/16 33/16 43/16 123/32 33/16 127/32 0
0 0 3/20 3/5 0 43/20 49/20 51/40 13/8 13/5 37/10 2 37/10 0
0 0 1/10 1/2 0 19/10 21/10 21/20 9/5 23/10 57/20 9/5 59/20 0
0 0 1/8 9/16 0 17/8 19/8 19/16 45/32 41/16 13/4 2 13/4 0
0 0 5/27 19/27 0 22/9 76/27 13/9 58/27 79/27 29/9 23/9 38/9 0
0 0 4/19 13/19 0 45/19 53/19 53/38 26/19 54/19 61/19 45/19 75/19 0
0 0 3/20 13/20 0 47/20 53/20 27/20 87/40 14/5 3 13/5 4 0
0 0 3/16 5/8 0 9/4 21/8 41/32 43/32 43/16 3 37/16 117/32 0
0 0 1/7 9/14 0 67/28 75/28 19/14 18/7 11/4 89/28 159/56 27/7 0
0 0 4/25 3/5 0 57/25 13/5 32/25 93/50 13/5 157/50 127/50 88/25 0
0 0 1/8 5/8 0 35/16 39/16 21/16 87/32 43/16 53/16 87/32 55/16 0
0 0 3/22 7/11 0 25/11 28/11 59/44 23/11 61/22 155/44 57/22 155/44 0
0 0 4/25 18/25 0 63/25 71/25 37/25 129/50 3 81/25 74/25 104/25 0
0 0 4/19 13/19 0 45/19 53/19 53/38 69/38 54/19 61/19 51/19 145/38 0
0 0 1/13 6/13 0 27/13 29/13 83/78 127/78 30/13 67/26 68/39 75/26 0
0 0 2/17 8/17 0 35/17 39/17 109/102 19/17 39/17 46/17 88/51 97/34 0
0 0 1/10 1/2 0 2 11/5 13/12 53/30 12/5 57/20 53/30 59/20 0
0 0 1/9 5/9 0 7/3 23/9 34/27 49/36 25/9 61/18 56/27 61/18 0
0 0 1/13 7/13 0 28/13 30/13 46/39 127/78 33/13 33/13 74/39 41/13 0
0 0 1/7 1/2 0 2 16/7 13/12 29/28 33/14 18/7 73/42 81/28 0
0 0 2/21 4/7 0 7/3 53/21 80/63 149/63 55/21 62/21 313/126 23/7 0
0 0 3/23 12/23 0 50/23 56/23 27/23 79/46 56/23 133/46 305/138 70/23 0
0 0 2/17 10/17 0 37/17 41/17 65/51 265/102 45/17 54/17 265/102 56/17 0
0 0 3/25 3/5 0 59/25 13/5 67/50 49/25 71/25 7/2 38/15 7/2 0
0 0 2/19 12/19 0 45/19 49/19 77/57 259/114 53/19 55/19 143/57 66/19 0
0 0 1/6 5/9 0 19/9 22/9 43/36 19/12 5/2 25/9 59/27 37/12 0
0 0 4/15 8/15 0 61/30 67/30 17/15 9/5 23/10 169/60 59/30 41/12 0
0 0 1/4 1/2 0 2 53/24 13/12 59/48 53/24 17/6 11/6 77/24 0
0 0 1/4 9/20 0 37/20 2 39/40 69/40 41/20 93/40 19/10 117/40 0
0 0 2/9 4/9 0 17/9 37/18 35/36 10/9 37/18 22/9 16/9 101/36 0
0 0 5/17 8/17 0 29/17 31/17 1 29/17 35/17 101/34 27/17 103/34 0
0 0 5/19 9/19 0 34/19 37/19 39/38 53/38 40/19 58/19 31/19 3 0
0 0 1/3 1/3 0 4/3 17/12 17/24 17/12 19/12 49/24 5/4 49/24 0
0 0 5/17 7/17 0 29/17 31/17 15/17 41/34 2 45/17 27/17 43/17 0
0 0 7/24 7/12 0 17/8 7/3 29/24 43/24 59/24 31/12 25/12 83/24 0
0 0 5/16 9/16 0 33/16 37/16 37/32 17/16 19/8 41/16 31/16 13/4 0
0 0 5/19 10/19 0 2 41/19 21/19 67/38 44/19 45/19 39/19 61/19 0
0 0 2/7 1/2 0 27/14 15/7 29/28 29/28 31/14 33/14 13/7 83/28 0
0 0 3/13 7/13 0 55/26 59/26 15/13 57/26 61/26 69/26 123/52 42/13 0
0 0 5/22 1/2 0 45/22 49/22 12/11 69/44 49/22 117/44 95/44 3 0
0 0 1/3 4/9 0 29/18 31/18 17/18 79/36 35/18 5/2 73/36 5/2 0
0 0 1/3 11/24 0 7/4 15/8 47/48 7/4 25/12 45/16 97/48 127/48 0
0 0 6/23 14/23 0 51/23 55/23 29/23 99/46 59/23 61/23 56/23 80/23 0
0 0 5/16 9/16 0 33/16 37/16 37/32 45/32 19/8 41/16 35/16 101/32 0
0 0 3/14 5/14 0 12/7 25/14 71/84 115/84 13/7 57/28 59/42 65/28 0
0 0 3/16 3/8 0 29/16 31/16 85/96 15/16 31/16 9/4 35/24 77/32 0
0 0 1/3 1/3 0 17/12 3/2 53/72 25/18 5/3 49/24 11/9 49/24 0
0 0 3/10 2/5 0 2 21/10 59/60 47/40 23/10 29/10 103/60 11/4 0
0 0 3/14 3/7 0 25/14 13/7 20/21 115/84 29/14 2 65/42 18/7 0
0 0 3/13 5/13 0 22/13 24/13 67/78 21/26 25/13 2 55/39 61/26 0
0 0 4/21 10/21 0 43/21 15/7 68/63 128/63 47/21 52/21 265/126 59/21 0
0 0 4/21 3/7 0 41/21 44/21 1 61/42 44/21 103/42 239/126 55/21 0
0 0 6/19 8/19 0 31/19 33/19 53/57 241/114 37/19 46/19 223/114 46/19 0
0 0 9/28 3/7 0 27/14 57/28 57/56 23/14 9/4 163/56 341/168 153/56 0
0 0 4/19 10/19 0 39/19 41/19 65/57 217/114 45/19 45/19 119/57 56/19 0
0 0 1/4 7/16 0 29/16 2 31/32 39/32 33/16 35/16 85/48 81/32 0
0 0 1/11 7/11 0 29/11 31/11 43/33 65/33 32/11 35/11 68/33 38/11 0
0 0 1/8 5/8 0 21/8 23/8 31/24 21/16 23/8 13/4 97/48 27/8 0
0 0 1/10 3/5 0 12/5 13/5 37/30 59/30 14/5 16/5 59/30 33/10 0
0 0 2/19 13/19 0 54/19 58/19 83/57 28/19 125/38 73/19 7/3 73/19 0
0 0 1/12 2/3 0 31/12 11/4 49/36 17/9 3 3 77/36 43/12 0
0 0 2/15 3/5 0 37/15 41/15 56/45 6/5 14/5 3 88/45 49/15 0
0 0 2/19 14/19 0 55/19 59/19 86/57 161/57 61/19 67/19 167/57 73/19 0
0 0 3/22 15/22 0 61/22 67/22 31/22 45/22 67/22 38/11 86/33 79/22 0
0 0 2/17 12/17 0 45/17 49/17 74/51 149/51 53/17 61/17 149/51 63/17 0
0 0 3/26 19/26 0 75/26 81/26 20/13 28/13 175/52 103/26 443/156 103/26 0
0 0 2/19 14/19 0 53/19 3 86/57 149/57 61/19 63/19 161/57 73/19 0
0 0 3/20 13/20 0 13/5 29/10 27/20 37/20 59/20 16/5 37/15 69/20 0
0 0 1/4 1/2 0 13/6 9/4 37/36 59/36 7/3 5/2 59/36 11/4 0
0 0 1/5 8/15 0 12/5 38/15 10/9 17/15 38/15 14/5 79/45 44/15 0
0 0 1/3 5/12 0 7/4 11/6 31/36 14/9 2 7/3 25/18 7/3 0
0 0 7/22 6/11 0 57/22 59/22 40/33 14/11 127/44 38/11 133/66 36/11 0
0 0 3/13 7/13 0 28/13 29/13 43/39 62/39 32/13 31/13 68/39 38/13 0
0 0 3/14 1/2 0 31/14 33/14 22/21 1 17/7 5/2 5/3 39/14 0
0 0 4/19 12/19 0 49/19 51/19 74/57 140/57 53/19 3 143/57 63/19 0
0 0 1/5 3/5 0 13/5 11/4 5/4 9/5 11/4 61/20 139/60 16/5 0
0 0 6/19 10/19 0 39/19 41/19 62/57 137/57 45/19 53/19 128/57 53/19 0
0 0 1/3 17/30 0 5/2 13/5 37/30 9/5 169/60 103/30 211/90 97/30 0
0 0 4/19 12/19 0 47/19 49/19 74/57 128/57 53/19 53/19 137/57 63/19 0
0 0 2/9 5/9 0 43/18 23/9 7/6 14/9 47/18 49/18 115/54 3 0
0 0 2/19 14/19 0 44/19 42/19 32/19 89/38 66/19 67/19 3 94/19 0
0 0 1/11 8/11 0 25/11 24/11 18/11 3/2 37/11 38/11 32/11 105/22 0
0 0 2/17 12/17 0 38/17 36/17 28/17 43/17 60/17 59/17 55/17 5 0
0 0 1/10 7/10 0 11/5 21/10 8/5 8/5 17/5 17/5 31/10 24/5 0
0 0 3/22 15/22 0 24/11 45/22 18/11 28/11 75/22 87/22 32/11 53/11 0
0 0 2/17 12/17 0 38/17 36/17 28/17 37/17 58/17 71/17 49/17 81/17 0
0 0 3/22 15/22 0 24/11 45/22 18/11 61/22 39/11 4 35/11 109/22 0
0 0 2/19 14/19 0 44/19 42/19 32/19 47/19 70/19 85/19 63/19 97/19 0
0 0 1/9 7/9 0 22/9 7/3 16/9 7/3 67/18 67/18 3 31/6 0
0 0 1/10 4/5 0 5/2 12/5 9/5 3/2 15/4 15/4 3 103/20 0
0 0 1/8 3/4 0 19/8 9/4 7/4 125/48 59/16 101/24 3 41/8 0
0 0 1/9 7/9 0 22/9 7/3 16/9 9/4 67/18 161/36 3 46/9 0
0 0 1/9 7/9 0 22/9 7/3 16/9 85/36 11/3 31/9 28/9 91/18 0
0 0 1/10 4/5 0 5/2 12/5 9/5 29/20 37/10 7/2 31/10 101/20 0
0 0 1/9 7/9 0 22/9 7/3 16/9 23/9 34/9 32/9 10/3 47/9 0
0 0 1/10 4/5 0 5/2 12/5 9/5 8/5 19/5 18/5 33/10 26/5 0
0 0 1/9 7/9 0 22/9 7/3 16/9 41/18 67/18 7/2 3 91/18 0
0 0 1/10 4/5 0 5/2 12/5 9/5 7/5 15/4 71/20 3 101/20 0
0 0 2/17 12/17 0 38/17 36/17 28/17 44/17 58/17 57/17 55/17 81/17 0
0 0 1/10 7/10 0 11/5 21/10 8/5 17/10 33/10 33/10 31/10 23/5 0
0 0 4/27 2/3 0 58/27 2 44/27 89/27 92/27 109/27 32/9 127/27 0
0 0 2/15 7/10 0 67/30 21/10 5/3 31/10 53/15 137/30 15/4 73/15 0
0 0 1/9 7/9 0 22/9 7/3 16/9 47/18 11/3 31/9 10/3 5 0
0 0 1/10 4/5 0 5/2 12/5 9/5 17/10 37/10 7/2 33/10 5 0
0 0 1/9 2/3 0 13/6 37/18 13/9 71/36 55/18 28/9 5/2 77/18 0
0 0 1/11 7/11 0 23/11 2 15/11 27/22 32/11 3 26/11 89/22 0
0 0 2/17 10/17 0 2 32/17 22/17 35/17 50/17 49/17 44/17 69/17 0
0 0 1/11 6/11 0 21/11 20/11 13/11 14/11 30/11 30/11 26/11 41/11 0
0 0 3/20 3/5 0 2 37/20 27/20 41/20 29/10 67/20 23/10 4 0
0 0 1/8 5/8 0 33/16 31/16 11/8 7/4 47/16 57/16 37/16 4 0
0 0 1/7 4/7 0 41/21 38/21 9/7 47/21 62/21 23/7 53/21 4 0
0 0 1/8 5/8 0 55/24 13/6 65/48 25/12 53/16 97/24 139/48 35/8 0
0 0 2/17 12/17 0 39/17 37/17 26/17 33/17 56/17 56/17 42/17 76/17 0
0 0 1/10 7/10 0 23/10 11/5 3/2 6/5 13/4 13/4 12/5 87/20 0
0 0 3/22 15/22 0 49/22 23/11 3/2 95/44 13/4 81/22 27/11 97/22 0
0 0 2/17 12/17 0 39/17 37/17 26/17 63/34 56/17 133/34 42/17 75/17 0
0 0 2/17 12/17 0 39/17 37/17 26/17 67/34 55/17 3 44/17 74/17 0
0 0 1/10 7/10 0 23/10 11/5 3/2 23/20 16/5 3 5/2 17/4 0
0 0 1/9 2/3 0 20/9 19/9 13/9 19/9 29/9 3 49/18 13/3 0
0 0 1/11 7/11 0 24/11 23/11 15/11 14/11 34/11 32/11 28/11 45/11 0
0 0 2/17 12/17 0 39/17 37/17 26/17 32/17 56/17 52/17 42/17 74/17 0
0 0 1/10 7/10 0 23/10 11/5 3/2 11/10 13/4 61/20 12/5 17/4 0
0 0 1/8 5/8 0 33/16 31/16 11/8 9/4 47/16 23/8 11/4 4 0
0 0 1/10 3/5 0 2 19/10 13/10 3/2 14/5 14/5 13/5 19/5 0
0 0 1/6 7/12 0 47/24 43/24 4/3 11/4 23/8 10/3 35/12 23/6 0
0 0 5/32 5/8 0 71/32 33/16 89/64 81/32 205/64 65/16 205/64 135/32 0
0 0 2/17 12/17 0 39/17 37/17 26/17 39/17 55/17 3 49/17 73/17 0
0 0 1/10 7/10 0 23/10 11/5 3/2 3/2 16/5 3 14/5 21/5 0
0 0 1/10 1/2 0 37/20 7/4 6/5 33/20 49/20 103/40 41/20 139/40 0
0 0 1/14 3/7 0 12/7 23/14 15/14 29/28 31/14 17/7 13/7 22/7 0
0 0 1/8 3/8 0 25/16 23/16 31/32 47/32 33/16 65/32 29/16 91/32 0
0 0 1/12 1/3 0 3/2 17/12 7/8 11/12 23/12 2 5/3 21/8 0
0 0 3/19 9/19 0 33/19 30/19 22/19 33/19 45/19 107/38 36/19 125/38 0
0 0 2/17 8/17 0 30/17 28/17 39/34 49/34 40/17 50/17 32/17 55/17 0
0 0 3/16 3/8 0 3/2 21/16 31/32 25/16 33/16 73/32 27/16 87/32 0
