0 0 0 8/17 3/34 7/17 7/17 27/34 27/34 31/34 49/34 49/34 57/34 43/17 0
0 0 0 17/36 1/9 3/8 17/36 8/9 53/72 17/18 103/72 13/8 67/36 61/24 0
0 0 0 17/36 1/9 17/36 3/8 3/4 11/12 23/24 119/72 35/24 137/72 31/12 0
0 0 0 24/53 8/53 49/106 49/106 47/53 95/106 51/53 177/106 177/106 217/106 5/2 0
0 0 0 11/21 1/21 11/42 4/21 16/21 19/21 20/21 53/42 31/21 29/21 44/21 0
0 0 0 15/29 3/29 8/29 8/29 27/29 49/58 30/29 39/29 97/58 51/29 133/58 0
0 0 0 11/25 2/25 21/50 1/5 17/25 28/25 51/50 38/25 39/25 42/25 11/5 0
0 0 0 25/54 4/27 14/27 17/54 17/18 43/36 29/27 91/54 50/27 229/108 253/108 0
0 0 0 11/21 1/21 4/21 11/42 6/7 31/42 19/21 59/42 17/14 55/42 2 0
0 0 0 11/25 2/25 1/5 21/50 26/25 16/25 24/25 73/50 36/25 39/25 103/50 0
0 0 0 15/29 3/29 8/29 8/29 24/29 55/58 59/58 48/29 39/29 51/29 66/29 0
0 0 0 25/54 4/27 17/54 14/27 7/6 17/18 19/18 197/108 5/3 113/54 83/36 0
0 0 0 13/24 1/24 3/16 3/16 7/8 43/48 1 11/8 67/48 67/48 49/24 0
0 0 0 15/31 2/31 11/62 19/62 32/31 25/31 32/31 44/31 48/31 51/31 131/62 0
0 0 0 15/31 2/31 19/62 11/62 25/31 67/62 65/62 97/62 91/62 105/62 67/31 0
0 0 0 11/23 10/69 55/138 55/138 80/69 27/23 77/69 124/69 83/46 13/6 313/138 0
0 0 0 19/46 3/23 11/23 15/23 47/46 17/23 67/46 44/23 3/2 93/46 147/46 0
0 0 0 1/3 4/33 5/11 8/11 37/33 2/3 15/11 59/33 18/11 24/11 100/33 0
0 0 0 19/49 8/49 34/49 13/21 45/49 215/294 143/98 211/98 212/147 13/6 22/7 0
0 0 0 1/3 3/16 11/16 103/144 23/24 197/288 133/96 65/32 227/144 631/288 35/12 0
0 0 0 23/47 5/47 18/47 59/94 65/47 69/94 155/94 106/47 139/94 102/47 154/47 0
0 0 0 18/41 4/41 14/41 57/82 70/41 57/82 65/41 187/82 66/41 199/82 128/41 0
0 0 0 27/64 5/32 21/32 113/192 137/96 277/384 655/384 505/192 67/48 961/384 323/96 0
0 0 0 17/42 4/21 7/12 47/63 67/36 391/504 431/252 697/252 827/504 179/63 208/63 0
0 0 0 19/46 3/23 15/23 11/23 17/23 47/46 67/46 3/2 44/23 93/46 147/46 0
0 0 0 19/49 8/49 9/14 37/49 37/49 48/49 149/98 73/49 223/98 111/49 160/49 0
0 0 0 1/3 4/33 8/11 5/11 2/3 37/33 15/11 18/11 59/33 24/11 100/33 0
0 0 0 1/3 3/16 71/96 3/4 17/24 49/48 139/96 13/8 69/32 55/24 73/24 0
0 0 0 23/47 5/47 59/94 18/47 35/47 66/47 157/94 3/2 215/94 207/94 156/47 0
0 0 0 27/64 5/32 5/8 3/4 49/64 103/64 237/128 95/64 373/128 11/4 117/32 0
0 0 0 18/41 4/41 57/82 14/41 29/41 71/41 66/41 67/41 95/41 101/41 130/41 0
0 0 0 17/42 4/21 65/84 55/84 17/21 2 51/28 41/24 167/56 509/168 74/21 0
0 0 0 28/71 11/71 46/71 46/71 64/71 64/71 239/142 126/71 126/71 301/142 241/71 0
0 0 0 17/57 3/19 12/19 50/57 52/57 52/57 193/114 191/114 122/57 91/38 194/57 0
0 0 0 17/57 3/19 47/57 11/18 49/57 305/342 187/114 116/57 559/342 395/171 188/57 0
0 0 0 15/62 6/31 25/31 311/372 53/62 329/372 101/62 235/124 727/372 443/186 99/31 0
0 0 0 5/23 2/23 9/23 9/23 19/23 19/23 20/23 31/23 31/23 28/23 47/23 0
0 0 0 1/6 1/18 5/18 1/2 5/6 3/4 3/4 11/9 13/9 5/4 67/36 0
0 0 0 1/6 1/18 1/2 5/18 7/9 8/9 7/9 3/2 23/18 4/3 35/18 0
0 0 0 3/22 1/11 9/22 9/22 21/22 43/44 8/11 69/44 69/44 75/44 87/44 0
0 0 0 2/7 1/21 2/7 2/7 17/21 1 19/21 9/7 31/21 26/21 41/21 0
0 0 0 4/19 1/19 4/19 7/19 16/19 37/38 33/38 23/19 61/38 53/38 73/38 0
0 0 0 5/21 1/21 3/7 4/21 16/21 25/21 37/42 61/42 32/21 31/21 41/21 0
0 0 0 7/32 1/8 1/2 5/16 1 91/64 63/64 27/16 123/64 133/64 141/64 0
0 0 0 2/7 1/21 2/7 2/7 19/21 16/21 5/6 19/14 17/14 47/42 38/21 0
0 0 0 5/21 1/21 4/21 3/7 22/21 29/42 11/14 19/14 4/3 9/7 73/42 0
0 0 0 4/19 1/19 7/19 4/19 17/19 16/19 31/38 29/19 45/38 51/38 35/19 0
0 0 0 7/32 1/8 5/16 1/2 43/32 63/64 15/16 59/32 105/64 2 135/64 0
0 0 0 4/13 1/26 3/13 3/13 12/13 25/26 12/13 71/52 73/52 67/52 25/13 0
0 0 0 7/27 1/27 4/27 1/3 28/27 49/54 8/9 73/54 3/2 13/9 101/54 0
0 0 0 7/27 1/27 1/3 4/27 8/9 10/9 49/54 3/2 77/54 3/2 52/27 0
0 0 0 13/48 7/48 19/48 19/48 61/48 125/96 103/96 59/32 179/96 13/6 71/32 0
0 0 0 5/26 3/26 6/13 15/26 27/26 10/13 16/13 21/13 37/26 37/26 33/13 0
0 0 0 2/15 1/15 2/5 11/15 1 11/15 16/15 22/15 8/5 22/15 34/15 0
0 0 0 1/8 1/16 3/4 13/32 7/8 23/32 1 7/4 19/16 43/32 17/8 0
0 0 0 1/13 1/13 9/13 17/26 12/13 19/26 1 22/13 19/13 3/2 27/13 0
0 0 0 8/33 1/11 14/33 19/33 18/11 8/11 97/66 145/66 31/22 125/66 95/33 0
0 0 0 7/30 1/15 1/3 7/10 2 11/15 22/15 29/12 47/30 137/60 29/10 0
0 0 0 2/13 1/13 17/26 11/26 22/13 9/13 73/52 5/2 63/52 109/52 36/13 0
0 0 0 1/5 3/20 1/2 31/40 49/20 7/8 17/10 61/20 69/40 241/80 131/40 0
0 0 0 5/26 3/26 15/26 6/13 10/13 27/26 16/13 37/26 21/13 37/26 33/13 0
0 0 0 1/8 1/16 7/16 13/16 3/4 15/16 17/16 5/4 15/8 23/16 9/4 0
0 0 0 2/15 1/15 11/15 2/5 11/15 1 16/15 8/5 22/15 22/15 34/15 0
0 0 0 1/13 1/13 9/13 10/13 10/13 1 14/13 20/13 24/13 21/13 29/13 0
