0 0 3/25 0 6/25 18/25 32/25 21/50 1 97/50 69/50 147/50 84/25 0
0 0 3/22 0 3/11 9/11 141/88 21/44 49/44 193/88 65/44 49/16 267/88 0
0 0 1/13 0 2/13 7/13 1 7/26 11/13 18/13 37/26 24/13 69/26 0
0 0 1/11 0 3/11 7/11 29/22 5/11 12/11 17/11 15/11 27/11 61/22 0
0 0 2/19 0 6/19 14/19 129/76 119/228 137/114 147/76 28/19 317/114 613/228 0
0 0 1/16 0 3/16 1/2 9/8 5/16 1 11/8 23/16 31/16 21/8 0
0 0 1/16 0 1/4 1/2 21/16 25/64 1 3/2 77/64 15/8 137/64 0
0 0 1/13 0 4/13 8/13 97/52 737/1560 218/195 107/52 697/520 379/156 701/312 0
0 0 1/19 0 4/19 9/19 24/19 25/76 39/38 28/19 105/76 36/19 189/76 0
0 0 4/25 0 7/25 21/25 36/25 1/2 33/25 111/50 69/50 33/10 17/5 0
0 0 1/6 0 13/42 13/14 7/4 23/42 19/14 29/12 3/2 563/168 87/28 0
0 0 4/27 0 8/27 19/27 40/27 40/81 37/27 49/27 4/3 76/27 76/27 0
0 0 1/7 0 1/3 11/14 149/84 139/252 88/63 25/12 41/28 190/63 697/252 0
0 0 4/25 0 7/25 3/5 42/25 43/100 67/50 48/25 23/20 61/25 229/100 0
0 0 5/34 0 11/34 23/34 137/68 1007/2040 1397/1020 9/4 877/680 559/204 965/408 0
0 0 7/36 0 11/36 37/36 47/24 8/15 107/72 179/72 521/360 449/144 89/36 0
0 0 8/43 0 14/43 38/43 169/86 683/1290 385/258 97/43 299/215 383/129 619/258 0
0 0 9/46 0 15/46 37/46 199/92 271/552 1997/1380 54/23 231/184 769/276 1217/552 0
0 0 4/27 0 7/27 19/27 37/27 16/27 13/9 41/27 49/27 3 92/27 0
0 0 5/34 0 5/17 13/17 25/17 21/34 25/17 28/17 31/17 209/68 56/17 0
0 0 1/6 0 1/6 5/8 31/24 11/24 17/12 11/8 2 65/24 43/12 0
0 0 7/34 0 9/34 25/34 3/2 29/51 105/68 29/17 28/17 105/34 219/68 0
0 0 8/41 0 12/41 32/41 64/41 73/123 127/82 73/41 69/41 257/82 259/82 0
0 0 1/4 0 3/11 19/22 7/4 359/660 52/33 169/88 673/440 787/264 235/88 0
0 0 1/12 0 1/6 1/2 11/12 7/24 3/4 5/4 35/24 5/3 67/24 0
0 0 1/14 0 3/14 1/2 15/14 5/14 13/14 9/7 3/2 25/14 39/14 0
0 0 1/16 0 1/4 1/2 5/4 25/64 1 23/16 95/64 29/16 173/64 0
0 0 3/20 0 1/5 3/5 6/5 11/20 7/5 13/10 43/20 53/20 77/20 0
0 0 5/18 0 1/6 1/3 13/18 1/3 13/18 25/18 11/9 41/18 17/6 0
0 0 3/8 0 7/32 27/64 63/64 7/16 29/32 27/16 89/64 41/16 87/32 0
0 0 1/5 0 1/10 1/5 1/2 1/5 3/5 1 13/10 8/5 5/2 0
0 0 5/19 0 4/19 6/19 18/19 7/19 16/19 22/19 22/19 75/38 89/38 0
0 0 1/3 0 3/11 9/22 27/22 95/198 101/99 17/11 89/66 947/396 239/99 0
0 0 3/14 0 1/7 3/14 11/14 1/4 11/14 1 5/4 23/14 65/28 0
0 0 1/3 0 1/6 2/9 10/9 19/72 2/3 41/36 7/8 25/18 119/72 0
0 0 11/29 0 7/29 19/58 83/58 677/1740 376/435 93/58 647/580 343/174 665/348 0
0 0 5/19 0 3/19 4/19 20/19 1/4 29/38 43/38 83/76 28/19 151/76 0
0 0 5/16 0 1/4 1/2 7/8 1/2 5/4 29/16 21/16 47/16 49/16 0
0 0 11/27 0 8/27 31/54 61/54 16/27 4/3 55/27 41/27 28/9 80/27 0
0 0 3/11 0 3/11 5/11 13/11 31/66 14/11 17/11 27/22 113/44 113/44 0
0 0 11/34 0 11/34 35/68 93/68 115/204 137/102 61/34 97/68 1151/408 269/102 0
0 0 8/25 0 6/25 2/5 38/25 37/100 57/50 83/50 97/100 53/25 199/100 0
0 0 6/17 0 5/17 31/68 115/68 947/2040 1247/1020 131/68 797/680 499/204 881/408 0
