0 0 9/23 0 13/23 24/23 22/23 1 75/46 67/46 47/23 101/46 0
0 0 2/5 0 7/10 21/20 19/20 19/20 7/5 7/4 21/10 89/40 0
0 0 11/24 0 13/24 9/8 15/16 25/24 27/16 61/48 13/6 101/48 0
0 0 10/21 0 5/7 8/7 13/14 1 10/7 11/7 47/21 89/42 0
0 0 11/25 0 14/25 28/25 24/25 24/25 46/25 63/50 57/25 2 0
0 0 1/2 0 2/3 29/24 23/24 7/8 79/48 3/2 113/48 47/24 0
0 0 2/5 0 2/5 21/20 1 23/20 37/20 15/8 21/10 19/8 0
0 0 5/11 0 1/2 13/11 137/132 34/33 75/44 23/11 73/33 51/22 0
0 0 10/21 0 1/3 8/7 41/42 25/21 41/21 71/42 47/21 95/42 0
0 0 1/2 0 1/2 16/13 155/156 175/156 7/4 2 367/156 29/13 0
0 0 5/12 0 3/8 13/12 25/24 29/24 39/16 15/8 127/48 55/24 0
0 0 1/2 0 4/9 23/18 119/108 245/216 20/9 155/72 299/108 55/24 0
0 0 11/25 0 16/25 11/10 14/15 11/10 247/150 6/5 152/75 97/50 0
0 0 5/12 0 13/12 25/24 133/144 31/24 21/16 19/12 37/18 95/48 0
0 0 16/33 0 41/66 13/11 92/99 32/33 182/99 25/22 215/99 19/11 0
0 0 1/2 0 63/68 81/68 63/68 37/34 109/68 24/17 449/204 59/34 0
0 0 1/2 0 5/12 19/16 35/36 7/6 137/72 37/24 19/9 97/48 0
0 0 1/2 0 7/9 5/4 28/27 575/432 119/72 143/72 493/216 17/8 0
0 0 1/2 0 15/34 41/34 101/102 75/68 469/204 107/68 251/102 65/34 0
0 0 31/56 0 5/8 153/112 23/21 823/672 33/16 221/112 883/336 29/14 0
0 0 2/5 0 1/3 19/15 4/5 3/5 8/5 19/15 28/15 9/5 0
0 0 5/13 0 5/13 16/13 10/13 7/13 19/13 20/13 25/13 24/13 0
0 0 4/9 0 1/3 23/18 13/18 2/3 29/18 1 35/18 29/18 0
0 0 7/16 0 7/16 5/4 11/16 5/8 23/16 5/4 2 13/8 0
0 0 8/17 0 6/17 23/17 14/17 10/17 32/17 33/34 75/34 26/17 0
0 0 9/17 0 7/17 24/17 14/17 9/17 30/17 41/34 39/17 26/17 0
0 0 5/13 0 3/13 16/13 10/13 9/13 21/13 20/13 23/13 24/13 0
0 0 3/7 0 2/7 19/14 6/7 9/14 23/14 25/14 2 27/14 0
0 0 7/16 0 3/16 5/4 11/16 3/4 27/16 5/4 15/8 13/8 0
0 0 9/20 0 3/10 27/20 31/40 31/40 33/20 8/5 17/8 7/4 0
0 0 2/5 0 1/5 19/15 4/5 11/15 11/5 4/3 7/3 8/5 0
0 0 11/23 0 6/23 34/23 43/46 35/46 48/23 39/23 59/23 41/23 0
0 0 8/17 0 8/17 45/34 27/34 27/34 28/17 31/34 32/17 25/17 0
0 0 2/5 0 4/5 6/5 11/15 14/15 41/30 6/5 28/15 22/15 0
0 0 13/23 0 21/46 34/23 20/23 16/23 45/23 41/46 101/46 31/23 0
0 0 13/23 0 31/46 67/46 39/46 18/23 41/23 51/46 51/23 31/23 0
0 0 9/17 0 5/17 47/34 27/34 14/17 30/17 39/34 32/17 25/17 0
0 0 11/23 0 12/23 33/23 41/46 1 77/46 37/23 99/46 39/23 0
0 0 13/23 0 7/23 34/23 20/23 35/46 51/23 53/46 107/46 32/23 0
