0 0 2/5 0 1/2 3/10 9/10 3/4 4/5 8/5 0
0 0 1/4 0 1/2 1/4 1 5/8 5/8 3/2 0
0 0 1/4 0 5/8 1/4 17/16 5/8 5/8 11/8 0
0 0 1/7 0 4/7 1/7 8/7 5/7 3/7 13/7 0
0 0 1/7 0 5/7 1/7 17/14 5/7 3/7 12/7 0
0 0 5/8 3/4 0 5/8 7/8 19/16 13/8 7/4 0
0 0 3/7 5/7 0 4/7 6/7 1 10/7 11/7 0
0 0 3/7 6/7 0 5/7 13/14 8/7 12/7 11/7 0
0 0 2/7 5/7 0 4/7 1 8/7 10/7 2 0
0 0 2/7 6/7 0 5/7 15/14 9/7 12/7 2 0
0 0 5/7 6/7 0 9/14 6/7 15/14 10/7 10/7 0
0 0 4/7 6/7 0 9/14 6/7 1 10/7 10/7 0
0 0 4/7 1 0 11/14 13/14 8/7 12/7 10/7 0
0 0 3/7 6/7 0 9/14 1 8/7 10/7 13/7 0
0 0 3/7 1 0 11/14 15/14 9/7 12/7 13/7 0
