0 0 0 4/5 19/20 71/60 91/60 39/20 277/120 223/60 0
0 0 0 5/7 15/14 17/14 23/14 31/14 17/7 4 0
0 0 0 5/7 19/14 3/2 2 37/14 3 67/14 0
0 0 0 3/4 15/16 65/48 73/48 29/16 13/6 43/12 0
0 0 0 5/8 17/16 23/16 27/16 33/16 9/4 31/8 0
0 0 0 4/7 19/14 23/14 2 5/2 20/7 65/14 0
0 0 0 7/9 19/18 89/54 47/27 35/18 131/54 211/54 0
0 0 0 4/7 15/14 23/14 12/7 27/14 16/7 53/14 0
0 0 0 1/2 21/16 7/4 31/16 9/4 11/4 69/16 0
0 0 0 7/8 15/16 53/48 3/2 33/16 211/96 169/48 0
0 0 0 6/7 15/14 17/14 71/42 33/14 17/7 4 0
0 0 0 6/7 19/14 3/2 43/21 39/14 3 67/14 0
0 0 0 6/7 13/14 53/42 3/2 27/14 43/21 71/21 0
0 0 0 3/4 17/16 23/16 83/48 35/16 9/4 31/8 0
0 0 0 5/7 19/14 23/14 43/21 37/14 20/7 65/14 0
0 0 0 8/9 19/18 43/27 31/18 37/18 125/54 199/54 0
0 0 0 3/4 17/16 13/8 83/48 33/16 9/4 59/16 0
0 0 0 2/3 23/18 31/18 52/27 7/3 8/3 25/6 0
0 0 0 9/10 117/100 391/300 473/300 39/20 1529/600 1193/300 0
0 0 0 8/9 107/90 391/270 443/270 35/18 341/135 544/135 0
0 0 0 10/11 421/330 571/330 304/165 45/22 299/110 1403/330 0
0 0 0 1 11/10 241/210 53/35 29/14 137/60 743/210 0
0 0 0 1 11/10 271/210 111/70 29/14 236/105 379/105 0
0 0 0 1 361/300 124/75 181/100 43/20 249/100 1163/300 0
0 0 0 7/8 17/16 15/16 23/16 33/16 75/32 59/16 0
0 0 0 6/7 17/14 15/14 23/14 33/14 18/7 29/7 0
0 0 0 6/7 3/2 19/14 2 39/14 22/7 69/14 0
0 0 0 1 15/14 13/14 31/21 31/14 65/28 51/14 0
0 0 0 1 17/14 15/14 71/42 5/2 18/7 29/7 0
0 0 0 1 3/2 19/14 43/21 41/14 22/7 69/14 0
0 0 0 8/9 107/90 97/90 131/90 35/18 443/180 341/90 0
0 0 0 1 11/10 67/70 149/105 29/14 313/140 241/70 0
