0 0 0 10/41 29/41 10/41 38/41 22/41 95/82 76/41 267/164 99/41 1591/492 777/164 0
0 0 0 1/4 7/10 1/4 37/40 23/48 259/240 15/8 133/80 199/80 253/80 451/96 0
0 0 0 10/39 9/13 10/39 1 97/234 463/468 232/117 23/13 205/78 61/18 1151/234 0
0 0 0 11/45 32/45 11/45 47/45 16/27 653/540 29/15 50/27 739/270 293/90 899/180 0
0 0 0 1/5 3/5 1/5 6/5 17/20 53/40 37/20 9/5 21/8 199/60 99/20 0
0 0 0 3/17 9/17 3/17 19/17 79/102 61/51 29/17 169/102 251/102 50/17 449/102 0
0 0 0 1/7 3/7 1/7 1 55/84 1 3/2 121/84 185/84 37/14 107/28 0
0 0 0 1/5 3/5 1/5 27/20 31/30 361/240 2 32/15 377/120 69/20 65/12 0
0 0 0 3/20 9/20 3/20 5/4 59/60 4/3 7/4 233/120 161/60 793/240 101/20 0
0 0 0 2/15 2/5 2/15 6/5 83/90 37/30 5/3 28/15 13/5 3 208/45 0
0 0 0 1/11 3/11 1/11 12/11 53/66 67/66 16/11 37/22 26/11 30/11 89/22 0
0 0 0 3/17 9/17 3/17 25/17 62/51 331/204 35/17 247/102 175/51 62/17 599/102 0
0 0 0 1/11 3/11 1/11 12/11 1 40/33 16/11 19/11 82/33 11/4 45/11 0
0 0 0 1/11 3/11 1/11 12/11 21/22 7/6 16/11 19/11 82/33 30/11 45/11 0
0 0 0 1/11 3/11 1/11 12/11 59/66 73/66 16/11 113/66 27/11 30/11 89/22 0
0 0 0 1/7 3/7 1/7 10/7 26/21 263/168 27/14 199/84 143/42 7/2 157/28 0
0 0 0 11/42 31/42 11/42 41/42 11/21 145/126 41/21 265/168 95/42 1657/504 797/168 0
0 0 0 5/23 15/23 5/23 29/23 17/23 173/138 45/23 40/23 111/46 235/69 5 0
0 0 0 4/25 12/25 4/25 32/25 21/25 91/75 9/5 271/150 178/75 197/60 123/25 0
0 0 0 1/11 3/11 1/11 12/11 65/66 79/66 16/11 5/3 26/11 117/44 43/11 0
0 0 0 9/31 28/31 9/31 28/31 20/31 38/31 60/31 99/62 74/31 201/62 291/62 0
0 0 0 2/7 33/35 2/7 61/70 39/70 38/35 137/70 113/70 171/70 108/35 32/7 0
0 0 0 11/39 1 7/26 209/234 107/234 110/117 37/18 64/39 577/234 376/117 119/26 0
0 0 0 11/37 36/37 11/37 77/74 53/74 48/37 155/74 141/74 211/74 123/37 189/37 0
0 0 0 4/17 13/17 4/17 20/17 16/17 24/17 2 31/17 46/17 59/17 87/17 0
0 0 0 3/16 11/16 3/16 17/16 27/32 39/32 29/16 53/32 5/2 3 143/32 0
0 0 0 2/15 3/5 2/15 9/10 31/45 43/45 47/30 25/18 193/90 13/5 56/15 0
0 0 0 4/17 13/17 4/17 24/17 41/34 57/34 38/17 79/34 59/17 64/17 201/34 0
0 0 0 3/19 11/19 3/19 24/19 62/57 80/57 36/19 227/114 158/57 263/76 99/19 0
0 0 0 1/8 9/16 1/8 19/16 97/96 121/96 29/16 91/48 8/3 25/8 19/4 0
0 0 0 1/14 1/2 1/14 29/28 6/7 1 45/28 139/84 197/84 39/14 57/14 0
