0 0 3/19 0 9/19 6/19 14/19 10/19 23/19 49/38 41/19 73/19 0
0 0 1/7 0 3/7 2/7 11/14 1/2 15/14 13/14 11/7 19/7 0
0 0 1/10 0 3/10 1/5 4/5 2/5 4/5 17/20 1 7/4 0
0 0 1/10 0 3/10 1/5 9/10 2/5 4/5 53/60 1 33/20 0
0 0 1/11 0 3/11 3/11 7/11 6/11 14/11 21/22 15/11 27/11 0
0 0 1/11 0 3/11 3/11 8/11 6/11 13/11 10/11 14/11 25/11 0
0 0 1/13 0 3/13 4/13 14/13 15/26 15/13 29/26 16/13 59/26 0
0 0 1/11 0 3/11 3/11 13/11 1/2 1 71/66 12/11 41/22 0
0 0 1/12 0 1/4 1/3 3/4 2/3 17/12 9/8 19/12 8/3 0
0 0 1/12 0 1/4 1/3 5/6 2/3 4/3 13/12 3/2 5/2 0
0 0 1/13 0 3/13 5/13 15/13 19/26 18/13 17/13 20/13 34/13 0
0 0 1/12 0 1/4 1/3 7/6 5/8 7/6 43/36 4/3 13/6 0
0 0 1/5 0 8/15 1/3 11/15 11/15 4/3 13/15 28/15 46/15 0
0 0 1/5 0 2/5 1/3 11/15 13/15 5/3 13/15 9/5 47/15 0
0 0 2/9 0 7/18 7/18 5/6 1 67/36 1 37/18 61/18 0
0 0 2/9 0 11/18 7/18 5/6 7/9 11/9 3/2 22/9 25/6 0
0 0 1/5 0 8/15 1/3 4/5 11/15 16/15 17/15 28/15 46/15 0
0 0 1/6 0 5/12 1/4 3/4 2/3 5/6 25/24 17/12 55/24 0
0 0 1/6 0 5/12 1/4 5/6 2/3 5/6 77/72 17/12 53/24 0
0 0 5/18 0 11/18 1/3 13/18 31/36 23/18 1 2 115/36 0
0 0 2/7 0 3/14 3/14 4/7 2/7 11/14 25/28 10/7 37/14 0
0 0 3/11 0 2/11 2/11 7/11 3/11 7/11 7/11 1 20/11 0
0 0 2/9 0 1/9 1/9 2/3 2/9 4/9 11/18 2/3 23/18 0
0 0 2/9 0 1/9 1/9 7/9 2/9 4/9 35/54 2/3 7/6 0
0 0 3/11 0 1/11 2/11 5/11 4/11 1 15/22 1 2 0
0 0 3/11 0 1/11 2/11 6/11 4/11 10/11 7/11 10/11 20/11 0
0 0 2/7 0 1/14 3/14 1 11/28 13/14 25/28 6/7 51/28 0
0 0 3/11 0 1/11 2/11 13/11 7/22 8/11 59/66 8/11 31/22 0
0 0 4/13 0 1/13 3/13 7/13 6/13 29/26 21/26 15/13 27/13 0
0 0 4/13 0 1/13 3/13 8/13 6/13 27/26 10/13 14/13 25/13 0
0 0 1/3 0 1/15 4/15 1 1/2 11/10 1 16/15 2 0
0 0 4/13 0 1/13 3/13 14/13 11/26 23/26 37/39 12/13 21/13 0
0 0 4/11 0 3/11 3/11 7/11 6/11 10/11 7/11 15/11 25/11 0
0 0 5/14 0 3/14 2/7 9/14 5/7 10/7 5/7 3/2 39/14 0
0 0 7/18 0 2/9 1/3 13/18 5/6 29/18 5/6 31/18 53/18 0
0 0 5/12 0 1/3 1/3 3/4 1/2 2/3 13/12 19/12 11/4 0
0 0 4/11 0 3/11 3/11 8/11 5/11 6/11 9/11 13/11 2 0
0 0 3/10 0 1/5 1/5 7/10 2/5 2/5 3/4 9/10 31/20 0
0 0 3/10 0 1/5 1/5 4/5 2/5 2/5 47/60 9/10 29/20 0
0 0 6/13 0 5/13 4/13 9/13 17/26 11/13 10/13 19/13 61/26 0
0 0 3/19 0 6/19 10/19 26/19 6/19 17/19 3/2 37/19 69/19 0
0 0 1/7 0 2/7 1/2 10/7 2/7 11/14 8/7 19/14 5/2 0
0 0 1/10 0 1/5 2/5 7/5 1/5 3/5 21/20 4/5 31/20 0
0 0 1/10 0 1/5 2/5 3/2 1/5 3/5 13/12 4/5 29/20 0
0 0 1/9 0 2/9 4/9 10/9 1/3 10/9 19/18 10/9 19/9 0
0 0 1/9 0 2/9 4/9 11/9 1/3 1 1 1 17/9 0
0 0 1/10 0 1/5 1/2 8/5 2/5 1 5/4 1 39/20 0
0 0 1/9 0 2/9 4/9 5/3 1/3 8/9 65/54 8/9 29/18 0
0 0 1/9 0 2/9 5/9 4/3 4/9 23/18 23/18 4/3 7/3 0
0 0 1/9 0 2/9 5/9 13/9 4/9 7/6 11/9 11/9 19/9 0
0 0 1/9 0 2/9 2/3 17/9 5/9 23/18 14/9 4/3 7/3 0
0 0 1/9 0 2/9 5/9 16/9 4/9 19/18 37/27 10/9 17/9 0
0 0 1/5 0 2/5 2/3 8/5 7/15 4/5 26/15 11/5 4 0
0 0 1/6 0 1/3 7/12 3/2 5/12 2/3 5/4 3/2 8/3 0
0 0 1/9 0 2/9 4/9 4/3 1/3 4/9 19/18 8/9 29/18 0
0 0 1/9 0 2/9 4/9 13/9 1/3 4/9 59/54 8/9 3/2 0
0 0 4/17 0 3/17 7/17 20/17 3/17 11/17 41/34 25/17 48/17 0
0 0 3/13 0 2/13 5/13 16/13 2/13 7/13 12/13 1 25/13 0
0 0 1/5 0 1/10 3/10 6/5 1/10 2/5 17/20 3/5 5/4 0
0 0 1/5 0 1/10 3/10 13/10 1/10 2/5 53/60 3/5 23/20 0
0 0 3/10 0 1/10 3/10 4/5 1/5 9/10 3/4 4/5 17/10 0
0 0 3/10 0 1/10 3/10 9/10 1/5 4/5 7/10 7/10 3/2 0
0 0 1/3 0 1/12 1/3 4/3 1/4 5/6 23/24 2/3 37/24 0
0 0 3/10 0 1/10 3/10 3/2 1/5 7/10 59/60 3/5 5/4 0
0 0 4/11 0 1/11 4/11 10/11 3/11 1 19/22 10/11 19/11 0
0 0 4/11 0 1/11 4/11 1 3/11 10/11 9/11 9/11 17/11 0
0 0 5/12 0 1/12 5/12 17/12 1/3 1 13/12 5/6 5/3 0
0 0 4/11 0 1/11 4/11 16/11 3/11 9/11 34/33 8/11 15/11 0
0 0 4/13 0 3/13 7/13 18/13 4/13 6/13 18/13 21/13 3 0
0 0 3/11 0 2/11 5/11 14/11 3/11 4/11 1 12/11 2 0
0 0 2/9 0 1/9 1/3 10/9 2/9 2/9 5/6 2/3 23/18 0
0 0 2/9 0 1/9 1/3 11/9 2/9 2/9 47/54 2/3 7/6 0
0 0 1/9 0 2/9 5/9 16/9 2/9 5/9 7/6 2/3 25/18 0
0 0 1/9 0 2/9 5/9 17/9 2/9 5/9 65/54 2/3 23/18 0
0 0 1/11 0 2/11 7/11 2 9/22 10/11 31/22 10/11 41/22 0
0 0 1/10 0 1/5 3/5 21/10 7/20 4/5 83/60 4/5 31/20 0
