0 0 1/5 0 2/5 3/10 7/10 2/5 4/5 6/5 0
0 0 1/7 0 2/7 1/7 6/7 3/7 5/7 1 0
0 0 3/14 0 4/7 5/14 9/14 1/2 8/7 1 0
0 0 2/13 0 6/13 4/13 9/13 8/13 15/13 11/13 0
0 0 1/3 0 5/9 1/3 2/3 4/9 2/3 10/9 0
0 0 2/7 0 3/7 1/7 5/7 3/7 4/7 6/7 0
0 0 4/9 0 7/9 1/3 5/9 4/9 7/9 8/9 0
0 0 1/3 0 5/9 2/9 5/9 5/9 7/9 2/3 0
0 0 2/5 0 1/5 1/5 1/2 3/10 9/10 1 0
0 0 2/7 0 1/7 1/7 5/7 3/7 6/7 6/7 0
0 0 2/5 0 3/10 1/5 2/5 2/5 6/5 4/5 0
0 0 3/10 0 1/5 1/5 1/2 3/5 6/5 7/10 0
0 0 2/3 0 1/4 1/3 1/2 1/2 5/6 1 0
0 0 3/5 0 1/5 1/5 1/2 3/5 4/5 7/10 0
0 0 5/7 0 4/7 1/7 2/7 2/7 6/7 4/7 0
0 0 5/9 0 1/3 1/9 1/3 5/9 8/9 4/9 0
0 0 1/7 0 2/7 4/7 3/7 6/7 8/7 10/7 0
0 0 2/13 0 5/13 8/13 5/13 1 20/13 14/13 0
0 0 1/10 0 3/10 3/5 2/5 11/10 8/5 4/5 0
0 0 2/7 0 3/7 4/7 3/7 6/7 1 9/7 0
0 0 1/3 0 5/9 5/9 1/3 8/9 10/9 1 0
0 0 2/7 0 3/7 3/7 2/7 6/7 1 4/7 0
0 0 3/8 0 1/8 3/8 1/4 5/8 9/8 9/8 0
0 0 3/11 0 2/11 5/11 2/11 10/11 17/11 10/11 0
0 0 2/9 0 1/9 4/9 2/9 1 14/9 2/3 0
0 0 5/7 0 1/7 1/2 2/7 6/7 15/14 29/28 0
0 0 7/9 0 1/9 7/18 2/9 8/9 1 11/18 0
0 0 5/9 0 1/3 4/9 1/9 8/9 11/9 7/9 0
0 0 5/9 0 2/9 1/3 1/9 8/9 10/9 4/9 0
0 0 1/9 0 4/9 5/9 7/9 2/3 4/9 10/9 0
0 0 1/9 0 1/3 4/9 7/9 7/9 4/9 8/9 0
0 0 1/7 0 5/7 4/7 5/7 5/7 4/7 1 0
0 0 1/9 0 4/9 4/9 2/3 8/9 2/3 7/9 0
0 0 4/9 0 1/9 5/9 2/3 7/9 2/3 10/9 0
0 0 2/5 0 1/10 2/5 3/5 9/10 7/10 4/5 0
0 0 2/7 0 1/7 2/7 3/7 1 6/7 4/7 0
0 0 1/9 0 1/3 7/9 5/9 10/9 7/9 11/9 0
0 0 1/7 0 2/7 5/7 4/7 8/7 4/7 6/7 0
0 0 1/9 0 4/9 7/9 4/9 11/9 1 10/9 0
0 0 1/9 0 1/3 2/3 4/9 11/9 8/9 7/9 0
0 0 4/7 0 1/14 5/7 5/14 17/14 1 31/28 0
0 0 7/12 0 1/12 5/8 1/3 5/4 11/12 19/24 0
0 0 2/7 0 1/7 5/7 1/7 10/7 9/7 1 0
0 0 1/3 0 1/9 5/9 2/9 4/3 10/9 2/3 0
0 0 2/11 3/11 0 5/11 10/11 3/11 8/11 12/11 0
0 0 1/9 1/3 0 4/9 10/9 4/9 7/9 8/9 0
0 0 1/8 1/8 0 3/8 5/8 1/2 5/4 7/8 0
0 0 1/10 1/5 0 2/5 4/5 7/10 6/5 4/5 0
0 0 5/11 2/11 0 6/11 9/11 6/11 8/11 13/11 0
0 0 2/5 1/5 0 2/5 4/5 7/10 4/5 4/5 0
0 0 2/7 1/7 0 2/7 4/7 6/7 1 4/7 0
0 0 2/11 4/11 0 8/11 10/11 7/11 1 14/11 0
0 0 1/7 4/7 0 6/7 9/7 5/7 1 1 0
0 0 1/11 2/11 0 8/11 6/11 12/11 18/11 12/11 0
0 0 1/11 3/11 0 8/11 8/11 12/11 17/11 10/11 0
0 0 8/15 1/5 0 11/15 2/3 14/15 16/15 37/30 0
0 0 6/11 3/11 0 15/22 8/11 1 12/11 19/22 0
0 0 2/7 1/7 0 6/7 3/7 10/7 11/7 8/7 0
0 0 1/3 2/9 0 2/3 5/9 11/9 4/3 7/9 0
0 0 3/11 3/11 0 8/11 12/11 8/11 6/11 15/11 0
0 0 3/14 5/14 0 9/14 8/7 1 9/14 1 0
0 0 1/8 1/4 0 1/2 7/8 5/4 1 3/4 0
0 0 7/18 5/18 0 17/18 5/6 11/9 8/9 49/36 0
0 0 1/3 7/18 0 11/12 1 4/3 5/6 13/12 0
0 0 1/7 1/7 0 1 3/7 12/7 11/7 9/7 0
0 0 2/11 3/11 0 9/11 8/11 17/11 14/11 10/11 0
