0 0 7/8 0 39/16 77/48 15/8 5/4 59/16 27/8 0
0 0 3/4 0 37/16 23/16 13/8 9/8 55/16 3 0
0 0 6/7 0 29/14 31/21 13/7 8/7 24/7 22/7 0
0 0 5/7 0 27/14 9/7 11/7 1 22/7 19/7 0
0 0 6/7 0 29/14 31/21 13/7 19/14 45/14 22/7 0
0 0 5/7 0 27/14 9/7 11/7 17/14 41/14 19/7 0
0 0 6/7 0 27/14 59/42 13/7 17/14 22/7 3 0
0 0 3/4 0 29/16 5/4 13/8 9/8 47/16 21/8 0
0 0 5/7 0 31/14 4/3 23/14 15/14 43/14 20/7 0
0 0 4/7 0 29/14 8/7 19/14 13/14 39/14 17/7 0
0 0 5/7 0 27/14 53/42 23/14 8/7 39/14 19/7 0
0 0 4/7 0 25/14 15/14 19/14 1 5/2 16/7 0
0 0 5/7 0 31/14 4/3 23/14 6/7 23/7 20/7 0
0 0 4/7 0 29/14 8/7 19/14 5/7 3 17/7 0
0 0 5/7 0 27/14 53/42 23/14 6/7 43/14 19/7 0
0 0 4/7 0 25/14 15/14 19/14 5/7 39/14 16/7 0
0 0 1/2 0 29/16 49/48 31/24 11/16 5/2 53/24 0
0 0 3/8 0 27/16 41/48 25/24 9/16 9/4 11/6 0
0 0 10/11 0 3 97/66 41/22 25/22 38/11 35/11 0
0 0 4/5 0 29/10 27/20 33/20 21/20 33/10 29/10 0
0 0 10/11 0 29/11 91/66 41/22 27/22 34/11 3 0
0 0 4/5 0 5/2 5/4 33/20 23/20 29/10 27/10 0
0 0 4/5 0 27/10 5/4 101/60 17/20 31/10 83/30 0
0 0 2/3 0 23/9 59/54 77/54 13/18 26/9 65/27 0
0 0 10/11 0 3 97/66 41/22 5/11 91/22 35/11 0
0 0 4/5 0 29/10 27/20 33/20 2/5 79/20 29/10 0
0 0 10/11 0 29/11 91/66 41/22 5/11 85/22 3 0
0 0 4/5 0 5/2 5/4 33/20 2/5 73/20 27/10 0
0 0 4/5 0 27/10 5/4 101/60 2/5 71/20 83/30 0
0 0 2/3 0 23/9 59/54 77/54 1/3 59/18 65/27 0
0 0 16/17 0 59/17 71/51 97/51 8/17 67/17 158/51 0
0 0 6/7 0 24/7 55/42 73/42 3/7 27/7 61/21 0
