0 0 3/38 0 6/19 13/38 49/76 37/38 3/2 139/76 193/76 119/38 21/4 0
0 0 1/15 0 1/3 4/15 1/2 9/10 41/30 9/5 73/30 5/2 269/60 0
0 0 1/18 0 1/3 1/6 11/36 13/18 7/6 29/18 2 20/9 31/9 0
0 0 5/47 0 15/47 16/47 61/94 103/94 157/94 167/94 119/47 158/47 256/47 0
0 0 1/15 0 1/5 2/5 23/30 16/15 8/5 61/30 14/5 89/30 68/15 0
0 0 1/18 0 2/9 5/18 19/36 17/18 25/18 71/36 31/12 23/9 38/9 0
0 0 1/19 0 5/19 4/19 15/38 16/19 24/19 69/38 43/19 45/19 70/19 0
0 0 1/16 0 3/16 7/16 27/32 41/32 59/32 69/32 101/32 107/32 161/32 0
0 0 3/34 0 6/17 6/17 45/68 16/17 3/2 40/17 3 91/34 363/68 0
0 0 2/29 0 8/29 10/29 19/29 1 44/29 147/58 92/29 79/29 154/29 0
0 0 4/35 0 16/35 12/35 22/35 29/35 10/7 61/35 27/14 197/70 313/70 0
0 0 3/32 0 15/32 9/32 33/64 13/16 43/32 113/64 61/32 39/16 257/64 0
0 0 2/27 0 4/9 2/9 11/27 7/9 34/27 46/27 31/18 7/3 32/9 0
0 0 6/41 0 19/41 14/41 26/41 38/41 65/41 70/41 159/82 251/82 391/82 0
0 0 4/35 0 16/35 12/35 22/35 29/35 10/7 153/70 83/35 89/35 65/14 0
0 0 4/43 0 16/43 12/43 45/86 57/43 52/43 68/43 108/43 121/43 417/86 0
0 0 1/14 0 3/7 3/14 11/28 31/28 31/28 45/28 67/28 61/28 33/8 0
0 0 1/15 0 7/15 2/15 7/30 1 14/15 43/30 59/30 29/15 46/15 0
0 0 5/44 0 4/11 7/22 53/88 131/88 133/88 145/88 29/11 71/22 117/22 0
0 0 1/20 0 1/5 3/10 23/40 27/20 6/5 7/4 14/5 21/8 17/4 0
0 0 1/19 0 5/19 4/19 15/38 21/19 20/19 65/38 46/19 41/19 71/19 0
0 0 1/18 0 1/3 1/6 11/36 19/18 1 29/18 13/6 37/18 59/18 0
0 0 1/16 0 3/16 7/16 27/32 53/32 59/32 69/32 113/32 113/32 173/32 0
0 0 3/32 0 15/32 9/32 33/64 37/32 19/16 67/32 93/32 73/32 311/64 0
0 0 2/29 0 10/29 8/29 15/29 34/29 35/29 131/58 175/58 68/29 139/29 0
0 0 5/34 0 21/34 9/34 8/17 41/34 37/34 49/34 123/68 163/68 269/68 0
0 0 3/28 0 9/14 3/14 3/8 15/14 29/28 85/56 51/28 57/28 197/56 0
0 0 2/23 0 14/23 4/23 7/23 24/23 1 3/2 38/23 2 72/23 0
0 0 2/11 0 20/33 10/33 6/11 15/11 15/11 49/33 41/22 61/22 97/22 0
0 0 4/31 0 20/31 8/31 14/31 34/31 33/31 117/62 70/31 64/31 251/62 0
0 0 1/9 0 7/18 1/4 17/36 13/9 13/12 103/72 167/72 41/18 33/8 0
0 0 3/34 0 15/34 7/34 13/34 21/17 18/17 3/2 77/34 69/34 265/68 0
0 0 1/16 0 1/2 1/8 7/32 17/16 15/16 45/32 63/32 15/8 3 0
0 0 5/38 0 7/19 11/38 21/38 121/76 107/76 3/2 185/76 52/19 88/19 0
0 0 1/18 0 2/9 5/18 19/36 25/18 10/9 29/18 8/3 43/18 71/18 0
0 0 1/22 0 3/11 2/11 15/44 25/22 43/44 69/44 101/44 43/22 38/11 0
0 0 1/20 0 7/20 3/20 11/40 11/10 39/40 31/20 17/8 39/20 63/20 0
0 0 1/15 0 1/5 2/5 23/30 49/30 17/10 59/30 33/10 16/5 149/30 0
0 0 5/44 0 1/2 1/4 41/88 31/22 47/44 167/88 235/88 2 387/88 0
0 0 2/21 0 17/42 5/21 19/42 32/21 89/84 29/14 35/12 2 61/14 0
0 0 5/31 0 19/31 8/31 29/62 42/31 33/31 87/62 54/31 66/31 223/62 0
