0 0 5/18 0 25/36 13/36 10/9 23/36 2/3 79/72 31/18 101/72 7/3 0
0 0 9/35 0 23/35 2/5 37/35 22/35 23/35 8/7 13/7 43/35 11/5 0
0 0 9/40 0 27/40 2/5 39/40 7/10 3/4 53/40 43/20 111/80 9/4 0
0 0 1/5 0 13/20 1/5 11/10 3/5 9/10 6/5 8/5 6/5 43/20 0
0 0 1/5 0 16/25 7/25 1 3/5 4/5 6/5 43/25 1 2 0
0 0 5/26 0 8/13 4/13 23/26 9/13 23/26 37/26 55/26 16/13 27/13 0
0 0 1/8 0 9/16 1/8 1 9/16 1 19/16 3/2 19/16 31/16 0
0 0 2/15 0 8/15 2/15 14/15 8/15 14/15 17/15 22/15 1 5/3 0
0 0 1/6 0 13/24 5/24 5/6 2/3 1 17/12 47/24 61/48 23/12 0
0 0 13/41 0 24/41 19/41 48/41 29/41 27/41 49/41 80/41 43/41 167/82 0
0 0 3/11 0 6/11 14/33 12/11 17/22 20/33 7/6 2 73/66 125/66 0
0 0 11/42 0 11/21 17/42 47/42 16/21 6/7 37/28 27/14 41/42 173/84 0
0 0 8/33 0 16/33 4/11 34/33 19/22 8/11 14/11 2 23/22 41/22 0
0 0 3/20 0 9/20 3/20 21/20 7/10 11/10 53/40 17/10 1 9/5 0
0 0 4/23 0 10/23 4/23 22/23 20/23 21/23 59/46 41/23 26/23 39/23 0
0 0 5/16 0 1/2 13/32 37/32 59/64 9/16 69/64 31/16 5/4 113/64 0
0 0 3/10 0 7/15 1/3 17/15 21/20 2/3 6/5 59/30 73/60 7/4 0
0 0 6/29 0 12/29 6/29 30/29 32/29 25/29 73/58 54/29 38/29 50/29 0
0 0 11/29 0 21/29 12/29 33/29 18/29 21/29 31/29 49/29 39/29 65/29 0
0 0 5/13 0 9/13 6/13 14/13 8/13 9/13 27/26 45/26 15/13 2 0
0 0 5/13 0 9/13 6/13 25/26 8/13 9/13 27/26 47/26 15/13 47/26 0
0 0 5/17 0 12/17 4/17 19/17 10/17 16/17 20/17 27/17 20/17 36/17 0
0 0 6/19 0 13/19 6/19 1 11/19 16/19 21/19 30/19 18/19 35/19 0
0 0 6/17 0 11/17 6/17 14/17 10/17 13/17 18/17 28/17 16/17 26/17 0
0 0 1/5 0 3/5 2/15 1 8/15 1 17/15 22/15 17/15 28/15 0
0 0 3/14 0 4/7 1/7 13/14 1/2 13/14 15/14 10/7 13/14 11/7 0
0 0 5/18 0 5/9 2/9 7/9 5/9 8/9 10/9 14/9 35/36 13/9 0
0 0 7/15 0 7/10 1/2 37/30 7/10 2/3 11/10 28/15 31/30 19/10 0
0 0 10/23 0 15/23 11/23 26/23 33/46 14/23 1 42/23 47/46 75/46 0
0 0 12/31 0 19/31 13/31 36/31 23/31 28/31 39/31 57/31 29/31 60/31 0
0 0 9/22 0 13/22 9/22 23/22 3/4 8/11 12/11 39/22 39/44 67/44 0
0 0 2/9 0 1/2 1/6 19/18 2/3 10/9 23/18 5/3 17/18 31/18 0
0 0 5/18 0 1/2 2/9 17/18 13/18 17/18 7/6 29/18 17/18 13/9 0
0 0 11/25 0 3/5 12/25 6/5 43/50 3/5 1 47/25 29/25 81/50 0
0 0 5/11 0 13/22 9/22 13/11 41/44 15/22 12/11 41/22 47/44 67/44 0
0 0 7/23 0 11/23 6/23 24/23 1 21/23 27/23 40/23 27/23 35/23 0
0 0 21/34 0 14/17 6/17 18/17 35/68 131/204 103/102 287/204 449/408 383/204 0
0 0 3/5 0 19/25 2/5 1 27/50 31/50 77/75 221/150 14/15 5/3 0
0 0 13/21 0 5/7 1/3 6/7 1/2 23/42 127/126 191/126 113/126 25/18 0
0 0 13/23 0 19/23 6/23 25/23 1/2 119/138 77/69 65/46 67/69 125/69 0
0 0 6/11 0 17/22 7/22 1 23/44 35/44 12/11 63/44 9/11 18/11 0
