0 0 0 16/43 7/43 47/86 14/43 37/43 26/43 33/43 107/86 137/86 5/2 0
0 0 0 3/8 3/16 37/64 3/8 27/32 3/4 15/16 41/32 97/64 19/8 0
0 0 0 12/25 3/25 3/10 6/25 1 13/25 7/10 157/150 33/25 2 0
0 0 0 5/11 3/22 15/44 3/11 21/22 7/11 37/44 51/44 15/11 47/22 0
0 0 0 11/20 1/10 9/40 1/5 23/20 2/5 3/5 5/6 53/40 8/5 0
0 0 0 10/19 2/19 9/38 4/19 21/19 9/19 13/19 17/19 51/38 32/19 0
0 0 0 1/3 7/30 43/60 7/15 23/30 11/15 73/60 79/60 47/30 5/2 0
0 0 0 8/23 5/23 1/2 10/23 19/23 16/23 31/23 30/23 3/2 58/23 0
0 0 0 3/8 5/24 19/48 5/12 25/24 2/3 65/48 59/48 5/3 59/24 0
0 0 0 10/31 8/31 53/62 16/31 25/31 25/31 46/31 45/31 99/62 78/31 0
0 0 0 3/10 4/15 41/60 8/15 4/5 5/6 33/20 91/60 8/5 27/10 0
0 0 0 10/33 3/11 13/22 6/11 32/33 28/33 56/33 50/33 39/22 30/11 0
0 0 0 1/5 3/25 16/25 6/25 26/25 29/50 16/25 157/150 67/50 2 0
0 0 0 5/22 3/22 7/11 3/11 1 31/44 17/22 51/44 61/44 47/22 0
0 0 0 1/4 1/10 7/20 1/5 21/20 21/40 5/8 119/120 47/40 15/8 0
0 0 0 5/19 2/19 7/19 4/19 1 23/38 27/38 20/19 45/38 37/19 0
0 0 0 4/13 1/13 3/13 2/13 17/13 9/26 7/13 59/78 33/26 19/13 0
0 0 0 4/13 1/13 3/13 2/13 16/13 11/26 8/13 21/26 33/26 20/13 0
0 0 0 3/17 3/17 15/17 6/17 1 10/17 33/34 37/34 23/17 2 0
0 0 0 3/17 3/17 9/17 6/17 16/17 10/17 19/17 19/17 21/17 36/17 0
0 0 0 3/16 3/16 3/8 3/8 5/4 5/8 41/32 37/32 13/8 37/16 0
0 0 0 4/19 4/19 20/19 8/19 20/19 13/19 49/38 24/19 28/19 41/19 0
0 0 0 2/11 5/22 8/11 5/11 21/22 8/11 16/11 59/44 31/22 26/11 0
0 0 0 4/23 6/23 14/23 12/23 27/23 19/23 77/46 34/23 41/23 61/23 0
0 0 0 3/20 1/10 7/10 1/5 6/5 1/2 1/2 5/6 27/20 8/5 0
0 0 0 3/19 2/19 13/19 4/19 22/19 11/19 11/19 17/19 26/19 32/19 0
0 0 0 2/13 1/13 5/13 2/13 17/13 6/13 11/26 59/78 33/26 19/13 0
0 0 0 2/13 1/13 5/13 2/13 16/13 7/13 1/2 21/26 33/26 20/13 0
0 0 0 3/14 1/14 2/7 1/7 19/14 5/14 3/7 2/3 9/7 9/7 0
0 0 0 3/14 1/14 2/7 1/7 9/7 3/7 1/2 5/7 9/7 19/14 0
0 0 0 2/15 2/15 14/15 4/15 6/5 7/15 23/30 5/6 41/30 8/5 0
