0 0 9/22 0 13/22 9/22 27/22 19/22 19/11 17/11 49/22 25/11 0
0 0 7/19 0 12/19 7/19 24/19 15/19 26/19 26/19 42/19 39/19 0
0 0 5/13 0 6/13 5/13 10/13 11/13 20/13 17/13 2 25/13 0
0 0 5/14 0 1/2 5/14 13/14 11/14 9/7 17/14 29/14 25/14 0
0 0 1/3 0 7/15 1/3 14/15 4/5 5/3 8/5 9/5 2 0
0 0 2/7 0 1/2 2/7 1 5/7 17/14 19/14 25/14 12/7 0
0 0 1/3 0 5/12 1/3 2/3 5/6 3/2 4/3 7/4 7/4 0
0 0 5/16 0 1/2 5/16 15/16 15/16 3/2 25/16 9/4 31/16 0
0 0 3/8 0 1/2 3/8 1 13/16 15/8 7/4 15/8 2 0
0 0 1/3 0 8/15 1/3 16/15 11/15 22/15 23/15 28/15 26/15 0
0 0 2/5 0 7/15 2/5 11/15 13/15 29/15 5/3 29/15 9/5 0
0 0 9/23 0 14/23 9/23 20/23 22/23 45/23 43/23 56/23 45/23 0
0 0 6/23 0 17/23 6/23 55/46 15/23 77/46 26/23 47/23 85/46 0
0 0 3/14 0 11/14 3/14 17/14 1/2 5/4 6/7 2 43/28 0
0 0 1/4 0 5/8 1/4 25/32 5/8 3/2 15/16 15/8 49/32 0
0 0 3/13 0 8/13 3/13 11/13 7/13 17/13 11/13 25/13 18/13 0
0 0 3/14 0 4/7 3/14 1 5/7 25/14 19/14 25/14 25/14 0
0 0 1/9 0 5/9 1/9 8/9 4/9 10/9 8/9 13/9 10/9 0
0 0 3/13 0 7/13 3/13 9/13 9/13 20/13 14/13 22/13 19/13 0
0 0 1/6 0 7/12 1/6 3/4 7/12 4/3 1 7/4 5/4 0
0 0 4/13 0 7/13 4/13 1 9/13 25/13 20/13 23/13 22/13 0
0 0 1/5 0 3/5 1/5 1 1/2 3/2 6/5 8/5 6/5 0
0 0 1/3 0 8/15 1/3 11/15 11/15 29/15 22/15 28/15 23/15 0
0 0 5/17 0 12/17 5/17 13/17 12/17 33/17 26/17 36/17 25/17 0
0 0 5/12 0 5/8 5/12 19/16 7/8 13/8 3/2 47/24 17/8 0
0 0 7/19 0 13/19 7/19 47/38 15/19 23/19 25/19 37/19 36/19 0
0 0 7/19 0 10/19 7/19 37/38 16/19 30/19 29/19 32/19 37/19 0
0 0 5/16 0 9/16 5/16 33/32 3/4 9/8 21/16 27/16 27/16 0
0 0 2/5 0 11/20 2/5 41/40 17/20 7/4 33/20 7/4 39/20 0
0 0 6/17 0 10/17 6/17 37/34 13/17 23/17 25/17 30/17 29/17 0
0 0 3/11 0 17/22 3/11 27/22 8/11 75/44 13/11 41/22 20/11 0
0 0 2/11 0 10/11 2/11 27/22 5/11 23/22 8/11 18/11 27/22 0
0 0 4/17 0 11/17 4/17 18/17 13/17 30/17 22/17 29/17 30/17 0
0 0 1/9 0 2/3 1/9 17/18 4/9 1 7/9 4/3 1 0
0 0 1/3 0 3/5 1/3 31/30 11/15 28/15 22/15 5/3 5/3 0
0 0 1/5 0 7/10 1/5 21/20 1/2 7/5 11/10 3/2 11/10 0
0 0 4/9 0 11/18 4/9 25/18 19/18 5/3 25/18 23/9 22/9 0
0 0 7/17 0 11/17 7/17 25/17 1 24/17 22/17 44/17 39/17 0
0 0 3/7 0 1/2 3/7 15/14 15/14 23/14 19/14 17/7 16/7 0
0 0 2/5 0 8/15 2/5 6/5 1 7/5 19/15 37/15 32/15 0
0 0 3/11 0 17/22 3/11 175/132 26/33 67/44 10/11 25/11 23/12 0
0 0 4/15 0 4/5 4/15 23/15 4/5 41/30 13/15 38/15 59/30 0
0 0 5/19 0 13/19 5/19 121/114 46/57 29/19 17/19 42/19 205/114 0
0 0 4/15 0 2/3 4/15 6/5 4/5 7/5 13/15 12/5 9/5 0
0 0 3/7 0 13/21 3/7 53/42 1 32/21 4/3 15/7 46/21 0
0 0 7/18 0 2/3 7/18 49/36 17/18 11/9 11/9 20/9 37/18 0
0 0 6/23 0 18/23 6/23 89/69 56/69 3/2 21/23 2 124/69 0
0 0 3/13 0 11/13 3/13 3/2 10/13 31/26 10/13 29/13 45/26 0
0 0 5/7 13/14 0 6/7 5/7 13/14 47/28 29/14 25/14 33/14 0
0 0 8/13 12/13 0 11/13 10/13 12/13 37/26 2 24/13 59/26 0
0 0 2/3 7/9 0 2/3 1/3 7/9 4/3 14/9 13/9 16/9 0
0 0 3/5 4/5 0 7/10 1/2 4/5 6/5 8/5 8/5 9/5 0
0 0 7/12 3/4 0 7/12 1/2 3/4 3/2 11/6 4/3 11/6 0
0 0 1/2 3/4 0 7/12 7/12 3/4 5/4 7/4 17/12 7/4 0
0 0 3/5 7/10 0 1/2 3/10 7/10 13/10 3/2 6/5 3/2 0
0 0 3/5 13/15 0 19/30 7/15 9/10 22/15 59/30 26/15 28/15 0
0 0 7/11 9/11 0 8/11 6/11 9/11 20/11 24/11 16/11 2 0
0 0 6/11 9/11 0 8/11 7/11 9/11 17/11 23/11 17/11 21/11 0
0 0 7/10 4/5 0 7/10 3/10 4/5 9/5 2 7/5 17/10 0
0 0 12/17 1 0 29/34 7/17 35/34 33/17 42/17 2 36/17 0
0 0 9/20 21/20 0 9/10 33/40 21/20 81/40 11/5 41/20 13/5 0
0 0 1/3 11/12 0 5/6 5/6 11/12 37/24 23/12 2 55/24 0
0 0 3/7 13/14 0 11/14 13/28 13/14 12/7 25/14 25/14 59/28 0
0 0 4/11 9/11 0 8/11 6/11 9/11 16/11 18/11 20/11 21/11 0
0 0 7/15 14/15 0 2/3 2/3 14/15 29/15 31/15 5/3 11/5 0
0 0 3/10 7/10 0 1/2 3/5 7/10 13/10 8/5 7/5 8/5 0
0 0 6/13 11/13 0 8/13 5/13 11/13 21/13 22/13 19/13 23/13 0
