0 0 7/16 0 5/8 1/2 27/32 3/4 11/8 37/32 31/16 0
0 0 5/12 0 1/2 5/12 5/6 7/12 4/3 11/12 19/12 0
0 0 5/12 0 1/2 5/12 5/6 5/6 13/12 11/12 19/12 0
0 0 7/15 0 8/15 7/15 5/6 7/10 37/30 5/6 4/3 0
0 0 4/11 0 8/11 4/11 10/11 8/11 13/11 1 20/11 0
0 0 4/11 0 6/11 4/11 10/11 9/11 1 10/11 18/11 0
0 0 4/11 0 8/11 4/11 10/11 5/11 16/11 1 20/11 0
0 0 4/11 0 6/11 4/11 10/11 5/11 15/11 10/11 18/11 0
0 0 3/11 0 9/11 3/11 19/22 5/11 14/11 19/22 18/11 0
0 0 5/13 0 8/13 8/13 19/26 10/13 15/13 29/26 23/13 0
0 0 5/13 0 6/13 8/13 19/26 11/13 23/26 12/13 18/13 0
0 0 5/12 0 1/2 2/3 3/4 3/4 25/24 5/6 7/6 0
0 0 2/7 0 11/14 15/28 23/28 3/4 15/14 29/28 7/4 0
0 0 5/16 0 5/8 11/16 27/32 15/16 29/32 33/32 25/16 0
0 0 1/4 0 11/12 11/24 5/6 13/24 7/6 11/12 13/8 0
0 0 5/13 0 8/13 8/13 19/26 7/13 18/13 29/26 23/13 0
0 0 5/13 0 6/13 8/13 19/26 11/26 17/13 12/13 18/13 0
0 0 5/12 0 1/2 2/3 3/4 13/24 5/4 5/6 7/6 0
0 0 2/7 0 11/14 15/28 23/28 2/7 43/28 29/28 7/4 0
0 0 5/16 0 5/8 11/16 27/32 9/32 25/16 33/32 25/16 0
0 0 1/4 0 11/12 11/24 5/6 1/4 35/24 11/12 13/8 0
0 0 1/3 0 3/5 11/15 3/5 1/2 11/10 31/30 22/15 0
0 0 4/11 0 5/11 8/11 7/11 4/11 23/22 9/11 12/11 0
0 0 4/11 0 5/11 8/11 7/11 13/22 9/11 9/11 12/11 0
0 0 3/7 0 1/2 11/14 5/7 4/7 15/14 6/7 15/14 0
0 0 4/15 0 4/5 23/30 11/15 8/15 31/30 31/30 3/2 0
0 0 2/7 0 9/14 13/14 11/14 3/4 6/7 29/28 19/14 0
0 0 4/15 0 4/5 23/30 11/15 7/30 4/3 31/30 3/2 0
0 0 2/7 0 9/14 13/14 11/14 3/14 39/28 29/28 19/14 0
0 0 4/21 0 19/21 11/14 16/21 1/3 26/21 22/21 32/21 0
