0 0 0 10/43 30/43 57/43 10/43 37/43 11/43 93/86 90/43 111/86 175/86 815/258 373/86 0
0 0 0 11/43 31/43 57/43 11/43 36/43 12/43 277/258 277/129 57/43 187/86 407/129 1127/258 0
0 0 0 12/43 32/43 57/43 12/43 35/43 13/43 275/258 96/43 117/86 199/86 143/43 194/43 0
0 0 0 12/47 34/47 63/47 12/47 45/47 13/47 605/564 551/282 193/141 589/282 386/141 1129/282 0
0 0 0 7/30 3/5 7/6 7/30 31/30 4/15 11/12 5/3 31/30 91/60 217/90 33/10 0
0 0 0 1/4 17/28 8/7 1/4 1 2/7 151/168 281/168 1 89/56 97/42 265/84 0
0 0 0 7/26 8/13 29/26 7/26 25/26 4/13 137/156 265/156 25/26 87/52 187/78 41/13 0
0 0 0 1/4 5/8 19/16 1/4 37/32 9/32 353/384 77/48 37/32 105/64 203/96 301/96 0
0 0 0 3/23 9/23 18/23 3/23 25/23 4/23 14/23 76/69 139/138 67/69 155/92 57/23 0
0 0 0 2/17 6/17 12/17 2/17 18/17 3/17 29/51 109/102 103/102 52/51 76/51 227/102 0
0 0 0 1/12 1/4 1/2 1/12 1 1/6 4/9 67/72 35/36 37/36 13/9 2 0
0 0 0 3/20 9/20 9/10 3/20 13/10 1/5 167/240 73/60 51/40 13/10 19/12 317/120 0
0 0 0 1/12 1/4 1/2 1/12 1 1/6 4/9 3/4 5/6 7/9 53/48 3/2 0
0 0 0 1/12 1/4 1/2 1/12 1 1/6 4/9 19/24 7/8 31/36 7/6 13/8 0
0 0 0 1/12 1/4 1/2 1/12 1 1/6 4/9 61/72 11/12 17/18 23/18 7/4 0
0 0 0 1/8 3/8 3/4 1/8 21/16 3/16 115/192 25/24 119/96 5/4 67/48 75/32 0
0 0 0 9/43 29/43 57/43 9/43 38/43 10/43 281/258 193/86 54/43 163/86 845/258 190/43 0
0 0 0 7/32 19/32 19/16 7/32 17/16 1/4 179/192 59/32 17/16 93/64 253/96 57/16 0
0 0 0 4/29 12/29 24/29 4/29 32/29 5/29 55/87 38/29 175/174 82/87 685/348 81/29 0
0 0 0 1/12 1/4 1/2 1/12 1 1/6 4/9 55/72 19/24 25/36 151/144 11/8 0
0 0 0 4/17 25/34 25/17 4/17 14/17 9/34 33/34 33/17 75/68 57/34 189/68 15/4 0
0 0 0 11/41 31/41 65/41 21/82 32/41 23/82 75/82 167/82 93/82 75/41 110/41 152/41 0
0 0 0 7/24 37/48 7/4 49/192 17/24 53/192 55/64 1267/576 71/64 15/8 811/288 703/192 0
0 0 0 12/43 34/43 70/43 23/86 40/43 25/86 83/86 163/86 317/258 236/129 101/43 448/129 0
0 0 0 6/25 16/25 33/25 6/25 1 7/25 23/25 43/25 1 36/25 12/5 81/25 0
0 0 0 7/27 17/27 4/3 7/27 26/27 8/27 23/27 31/18 26/27 41/27 20/9 82/27 0
0 0 0 8/29 18/29 40/29 15/58 51/58 17/58 45/58 51/29 51/58 44/29 65/29 167/58 0
0 0 0 8/29 20/29 41/29 8/29 34/29 9/29 27/29 99/58 34/29 48/29 61/29 91/29 0
0 0 0 3/22 9/22 10/11 3/22 12/11 2/11 13/22 38/33 127/132 29/33 437/264 26/11 0
0 0 0 1/9 1/3 5/6 1/9 19/18 1/6 1/2 119/108 103/108 49/54 77/54 25/12 0
0 0 0 1/15 1/5 2/3 1/15 29/30 2/15 1/3 29/30 79/90 77/90 4/3 9/5 0
0 0 0 1/6 1/2 19/18 1/6 4/3 2/9 13/18 47/36 47/36 4/3 29/18 97/36 0
0 0 0 1/12 1/4 7/12 1/12 13/12 1/6 5/12 7/9 5/6 25/36 155/144 17/12 0
0 0 0 1/13 3/13 8/13 1/13 14/13 2/13 5/13 5/6 23/26 31/39 44/39 41/26 0
0 0 0 1/14 3/14 9/14 1/14 29/28 1/7 5/14 25/28 25/28 71/84 17/14 23/14 0
0 0 0 2/15 2/5 13/15 2/15 4/3 1/5 3/5 11/10 113/90 19/15 7/5 71/30 0
0 0 0 7/33 8/11 50/33 7/33 28/33 8/33 1 13/6 35/33 50/33 65/22 128/33 0
0 0 0 3/13 17/26 18/13 3/13 27/26 7/26 25/26 51/26 27/26 18/13 35/13 93/26 0
0 0 0 4/27 4/9 26/27 4/27 10/9 5/27 17/27 37/27 157/162 70/81 211/108 73/27 0
0 0 0 1/12 1/4 7/12 1/12 13/12 1/6 5/12 19/24 19/24 11/18 49/48 31/24 0
0 0 0 6/29 20/29 43/29 6/29 23/29 7/29 28/29 50/29 59/58 44/29 141/58 191/58 0
0 0 0 7/30 7/10 5/3 13/60 11/15 1/4 11/12 37/20 61/60 49/30 7/3 16/5 0
0 0 0 8/31 22/31 61/31 25/124 19/31 29/124 105/124 257/124 117/124 51/31 153/62 383/124 0
0 0 0 5/19 29/38 63/38 1/4 35/38 21/76 73/76 139/76 269/228 197/114 85/38 188/57 0
0 0 0 5/23 14/23 31/23 5/23 22/23 6/23 21/23 37/23 22/23 31/23 51/23 3 0
0 0 0 5/22 13/22 31/22 5/22 10/11 3/11 19/22 18/11 10/11 31/22 45/22 61/22 0
0 0 0 5/21 4/7 32/21 3/14 11/14 11/42 11/14 71/42 11/14 29/21 43/21 107/42 0
0 0 0 7/27 2/3 13/9 7/27 31/27 8/27 25/27 5/3 31/27 43/27 55/27 82/27 0
0 0 0 1/7 3/7 1 1/7 22/21 4/21 13/21 8/7 13/14 6/7 45/28 16/7 0
0 0 0 1/8 3/8 1 1/8 1 3/16 9/16 9/8 29/32 7/8 11/8 63/32 0
0 0 0 1/12 1/4 11/12 1/12 7/8 1/6 5/12 1 19/24 19/24 5/4 19/12 0
0 0 0 1/6 1/2 10/9 1/6 23/18 2/9 13/18 23/18 5/4 23/18 14/9 31/12 0
0 0 0 1/12 1/4 2/3 1/12 1 1/6 5/12 3/4 7/9 2/3 49/48 4/3 0
0 0 0 1/12 1/4 3/4 1/12 1 1/6 5/12 5/6 59/72 3/4 13/12 35/24 0
0 0 0 1/12 1/4 5/6 1/12 23/24 1/6 5/12 11/12 59/72 19/24 7/6 3/2 0
0 0 0 2/15 2/5 14/15 2/15 19/15 1/5 3/5 16/15 107/90 6/5 4/3 67/30 0
0 0 0 1/5 16/25 43/25 9/50 17/25 11/50 9/10 48/25 9/10 36/25 54/25 72/25 0
