0 0 9/55 0 27/55 62/55 106/55 18/55 49/55 28/55 263/165 493/165 91/55 163/55 9/2 0
0 0 10/57 0 10/19 67/57 112/57 20/57 50/57 31/57 274/171 1063/342 197/114 182/57 778/171 0
0 0 11/63 0 11/21 74/63 124/63 22/63 64/63 34/63 1195/756 521/189 659/378 1129/378 103/27 0
0 0 6/37 0 18/37 39/37 68/37 12/37 1 19/37 155/111 271/111 43/37 80/37 126/37 0
0 0 6/35 0 18/35 38/35 13/7 12/35 34/35 19/35 148/105 38/15 8/7 82/35 71/21 0
0 0 7/41 0 21/41 45/41 77/41 14/41 48/41 22/41 691/492 577/246 55/41 191/82 364/123 0
0 0 1/10 0 3/10 7/10 6/5 1/5 21/20 7/20 53/60 22/15 11/10 6/5 87/40 0
0 0 1/13 0 3/13 7/13 12/13 2/13 1 4/13 28/39 97/78 27/26 15/13 64/39 0
0 0 2/19 0 6/19 14/19 24/19 4/19 27/19 7/19 211/228 86/57 3/2 31/19 103/57 0
0 0 8/53 0 24/53 57/53 100/53 16/53 48/53 25/53 84/53 19/6 167/106 144/53 487/106 0
0 0 2/13 0 6/13 40/39 71/39 4/13 40/39 19/39 18/13 307/117 46/39 2 47/13 0
0 0 1/9 0 1/3 7/9 4/3 2/9 29/27 10/27 26/27 305/162 61/54 11/9 49/18 0
0 0 7/43 0 21/43 49/43 87/43 14/43 37/43 22/43 59/43 114/43 59/43 103/43 331/86 0
0 0 5/28 0 15/28 67/56 129/56 39/112 47/56 61/112 151/112 163/56 83/56 151/56 107/28 0
0 0 11/60 0 11/20 37/30 7/3 43/120 1 67/120 167/120 79/30 14/9 937/360 193/60 0
0 0 5/31 0 15/31 33/31 60/31 10/31 30/31 16/31 42/31 75/31 35/31 63/31 103/31 0
0 0 6/35 0 18/35 38/35 72/35 12/35 33/35 19/35 46/35 89/35 39/35 78/35 16/5 0
0 0 7/39 0 7/13 15/13 83/39 14/39 46/39 22/39 18/13 95/39 53/39 181/78 113/39 0
0 0 2/19 0 6/19 14/19 25/19 4/19 1 7/19 17/19 29/19 20/19 22/19 83/38 0
0 0 1/14 0 3/14 1/2 1 1/7 13/14 2/7 9/14 5/4 27/28 15/14 11/7 0
0 0 1/9 0 1/3 7/9 25/18 2/9 13/9 7/18 17/18 19/12 55/36 5/3 11/6 0
0 0 3/20 0 9/20 11/10 81/40 3/10 7/8 19/40 11/8 233/80 101/80 83/40 319/80 0
0 0 5/32 0 15/32 17/16 63/32 5/16 1 1/2 11/8 43/16 37/32 15/8 29/8 0
0 0 3/25 0 9/25 21/25 37/25 6/25 26/25 2/5 1 99/50 11/10 6/5 139/50 0
0 0 3/23 0 9/23 21/23 47/23 1/3 247/276 35/69 94/69 103/46 88/69 155/69 229/69 0
0 0 1/7 0 3/7 47/49 116/49 50/147 5/6 11/21 131/98 247/98 194/147 727/294 162/49 0
0 0 10/67 0 30/67 1 151/67 77/201 214/201 113/201 90/67 319/134 605/402 166/67 405/134 0
0 0 5/37 0 15/37 33/37 76/37 1/3 217/222 58/111 307/222 84/37 253/222 229/111 353/111 0
0 0 1/7 0 3/7 32/35 78/35 71/210 193/210 113/210 289/210 17/7 229/210 467/210 649/210 0
0 0 7/47 0 21/47 45/47 101/47 107/282 170/141 161/282 194/141 109/47 194/141 328/141 407/141 0
0 0 2/23 0 6/23 14/23 30/23 6/23 24/23 10/23 21/23 33/23 26/23 29/23 50/23 0
0 0 1/15 0 1/5 7/15 17/15 1/5 14/15 2/5 23/30 19/15 31/30 6/5 49/30 0
0 0 1/11 0 3/11 7/11 15/11 3/11 65/44 5/11 21/22 3/2 35/22 7/4 41/22 0
0 0 1/8 0 3/8 5/6 41/16 259/960 167/240 143/320 3749/2880 259/96 3019/2880 3089/1440 145/48 0
0 0 9/70 0 27/70 6/7 81/35 67/200 171/175 699/1400 5329/4200 339/140 1823/1400 9173/4200 379/140 0
0 0 5/38 0 15/38 16/19 5/2 163/570 907/1140 29/60 83/60 101/38 29/30 2399/1140 691/228 0
