0 0 0 1/2 5/6 5/6 5/4 3/2 8/3 0
0 0 0 2/3 5/6 7/6 17/12 5/3 3 0
0 0 0 2/3 5/6 5/4 4/3 5/3 17/6 0
0 0 0 2/3 7/6 5/6 17/12 5/3 3 0
0 0 0 6/7 9/7 9/7 23/14 13/7 24/7 0
0 0 0 5/6 7/6 17/12 3/2 11/6 19/6 0
0 0 0 2/3 5/4 5/6 4/3 5/3 17/6 0
0 0 0 5/6 17/12 7/6 3/2 11/6 19/6 0
0 0 0 6/7 9/7 9/7 10/7 13/7 3 0
