0 0 3/14 0 5/14 11/14 19/14 13/14 11/7 25/14 39/14 0
0 0 2/11 0 3/11 7/11 12/11 8/11 15/11 18/11 24/11 0
0 0 5/18 0 7/18 5/6 5/3 35/36 11/6 31/18 28/9 0
0 0 2/13 0 4/13 11/13 17/13 1 18/13 23/13 34/13 0
0 0 1/9 0 2/9 2/3 1 7/9 10/9 14/9 16/9 0
0 0 1/9 0 2/9 7/9 10/9 5/6 11/9 14/9 16/9 0
0 0 1/7 0 2/7 5/7 8/7 15/14 17/14 29/14 19/7 0
0 0 1/9 0 2/9 5/9 8/9 8/9 1 17/9 17/9 0
0 0 2/5 0 3/10 7/10 1 7/10 13/10 7/5 11/5 0
0 0 1/3 0 2/9 5/9 7/9 5/9 10/9 4/3 16/9 0
0 0 5/11 0 4/11 9/11 13/11 9/11 17/11 16/11 27/11 0
0 0 3/10 0 1/5 7/10 9/10 7/10 1 13/10 19/10 0
0 0 1/4 0 1/8 1/2 5/8 1/2 3/4 9/8 5/4 0
0 0 1/4 0 1/8 5/8 3/4 9/16 7/8 9/8 5/4 0
0 0 3/11 0 2/11 6/11 8/11 9/11 9/11 19/11 23/11 0
0 0 1/4 0 1/8 3/8 1/2 5/8 5/8 3/2 11/8 0
0 0 1/6 0 1/2 17/12 7/4 7/6 7/4 23/12 37/12 0
0 0 1/8 0 3/8 9/8 11/8 7/8 11/8 13/8 2 0
0 0 1/8 0 3/8 5/4 3/2 15/16 3/2 13/8 2 0
0 0 2/13 0 6/13 16/13 20/13 16/13 20/13 29/13 41/13 0
0 0 1/8 0 3/8 1 5/4 1 5/4 2 17/8 0
0 0 3/11 0 4/11 13/11 15/11 10/11 15/11 17/11 27/11 0
0 0 1/4 0 1/4 7/8 1 5/8 1 5/4 3/2 0
0 0 1/4 0 1/4 1 9/8 11/16 9/8 5/4 3/2 0
0 0 1/4 0 1/3 1 7/6 1 7/6 23/12 31/12 0
0 0 1/4 0 1/4 3/4 7/8 3/4 7/8 13/8 13/8 0
0 0 1/8 0 1/2 13/8 15/8 17/16 15/8 7/4 9/4 0
0 0 1/4 0 3/8 11/8 3/2 13/16 3/2 11/8 7/4 0
0 0 1/8 0 1/2 9/8 1 9/8 15/8 2 23/8 0
0 0 1/8 0 3/8 7/8 3/4 7/8 3/2 7/4 9/4 0
0 0 1/8 0 5/8 11/8 5/4 11/8 37/16 9/4 27/8 0
0 0 1/9 0 1/3 1 8/9 1 13/9 16/9 22/9 0
0 0 1/8 0 1/4 3/4 5/8 3/4 9/8 3/2 7/4 0
0 0 1/8 0 1/4 7/8 3/4 13/16 5/4 3/2 7/4 0
0 0 1/10 0 3/10 4/5 7/10 11/10 6/5 11/5 13/5 0
0 0 1/8 0 1/4 5/8 1/2 7/8 1 15/8 15/8 0
0 0 1/10 0 1/2 3/2 7/5 6/5 9/5 2 3 0
0 0 1/8 0 3/8 9/8 1 7/8 11/8 13/8 2 0
0 0 1/8 0 3/8 5/4 9/8 15/16 3/2 13/8 2 0
0 0 1/11 0 5/11 14/11 13/11 14/11 17/11 26/11 34/11 0
0 0 1/8 0 3/8 1 7/8 1 5/4 2 17/8 0
0 0 1/8 0 1/2 13/8 3/2 17/16 15/8 7/4 9/4 0
