0 0 5/21 0 10/21 2/3 34/21 85/42 131/126 181/126 13/7 643/252 0
0 0 3/17 0 6/17 11/17 28/17 31/17 95/102 77/51 2 124/51 0
0 0 1/5 0 2/5 3/5 19/15 19/10 14/15 6/5 8/5 13/6 0
0 0 1/7 0 2/7 4/7 9/7 11/7 23/28 17/14 12/7 27/14 0
0 0 7/27 0 14/27 19/27 5/3 127/54 179/162 269/162 50/27 923/324 0
0 0 2/9 0 4/9 2/3 25/18 89/36 37/36 14/9 5/3 97/36 0
0 0 4/21 0 8/21 16/21 13/7 97/42 53/42 61/42 46/21 79/28 0
0 0 1/7 0 2/7 11/14 12/7 13/7 33/28 43/28 16/7 5/2 0
0 0 3/17 0 6/17 12/17 28/17 77/34 20/17 23/17 35/17 89/34 0
0 0 1/7 0 2/7 5/7 11/7 25/14 31/28 39/28 15/7 16/7 0
0 0 2/15 0 4/15 13/15 28/15 2 13/10 17/10 37/15 8/3 0
0 0 1/8 0 1/4 13/16 55/32 31/16 5/4 51/32 19/8 5/2 0
0 0 6/19 0 12/19 37/38 71/38 91/38 22/19 35/19 79/38 58/19 0
0 0 2/9 0 4/9 11/12 23/12 79/36 17/18 67/36 79/36 103/36 0
0 0 3/13 0 6/13 10/13 17/13 28/13 12/13 18/13 21/13 31/13 0
0 0 1/7 0 2/7 5/7 10/7 13/7 5/7 39/28 25/14 15/7 0
0 0 8/23 0 16/23 47/46 89/46 127/46 29/23 48/23 97/46 78/23 0
0 0 4/15 0 8/15 13/15 22/15 14/5 16/15 9/5 26/15 3 0
0 0 9/25 0 18/25 121/100 91/50 149/50 13/10 113/50 99/50 353/100 0
0 0 5/17 0 10/17 19/17 26/17 56/17 39/34 37/17 30/17 59/17 0
0 0 8/19 0 11/38 12/19 43/38 29/19 40/57 7/6 49/38 439/228 0
0 0 7/18 0 7/36 2/3 5/4 53/36 17/27 34/27 53/36 103/54 0
0 0 4/13 0 3/13 7/13 12/13 41/26 8/13 1 15/13 45/26 0
0 0 2/7 0 1/7 4/7 15/14 10/7 15/28 15/14 19/14 23/14 0
0 0 10/23 0 15/46 15/23 53/46 40/23 52/69 181/138 59/46 583/276 0
0 0 1/3 0 4/15 3/5 1 59/30 7/10 19/15 6/5 21/10 0
0 0 12/25 0 9/50 4/5 79/50 49/25 49/50 63/50 91/50 241/100 0
0 0 9/19 0 5/38 16/19 55/38 61/38 33/38 51/38 69/38 81/38 0
0 0 7/18 0 1/6 13/18 13/9 73/36 17/18 7/6 16/9 83/36 0
0 0 3/8 0 1/8 3/4 11/8 13/8 27/32 39/32 29/16 2 0
0 0 10/21 0 5/42 19/21 65/42 71/42 20/21 61/42 27/14 31/14 0
0 0 2/5 0 1/10 17/20 29/20 17/10 19/20 11/8 39/20 21/10 0
0 0 8/15 0 13/30 9/10 17/15 26/15 7/10 7/5 19/15 32/15 0
0 0 7/17 0 9/34 29/34 23/17 29/17 19/34 49/34 26/17 71/34 0
0 0 4/11 0 3/11 8/11 10/11 20/11 6/11 13/11 12/11 21/11 0
0 0 2/7 0 1/7 5/7 17/14 12/7 3/7 5/4 10/7 13/7 0
0 0 10/17 0 1/2 33/34 20/17 2 27/34 82/51 22/17 122/51 0
0 0 5/12 0 1/3 5/6 1 9/4 2/3 3/2 7/6 7/3 0
0 0 11/18 0 19/36 79/72 10/9 19/9 5/6 185/108 11/9 533/216 0
0 0 6/13 0 5/13 1 1 32/13 19/26 22/13 15/13 33/13 0
0 0 4/21 0 8/21 4/7 37/21 142/63 107/126 82/63 205/126 611/252 0
0 0 2/15 0 4/15 8/15 28/15 191/90 13/18 25/18 157/90 104/45 0
0 0 1/7 0 2/7 1/2 3/2 16/7 5/7 29/28 37/28 57/28 0
0 0 1/11 0 2/11 5/11 17/11 43/22 13/22 23/22 31/22 19/11 0
0 0 1/5 0 2/5 17/30 17/10 113/45 31/36 53/36 271/180 943/360 0
0 0 3/19 0 6/19 10/19 29/19 53/19 29/38 26/19 49/38 5/2 0
0 0 1/6 0 1/3 13/18 19/9 97/36 41/36 49/36 2 67/24 0
0 0 1/9 0 2/9 7/9 20/9 22/9 19/18 3/2 19/9 22/9 0
0 0 1/7 0 2/7 9/14 27/14 11/4 1 17/14 25/14 71/28 0
0 0 1/9 0 2/9 2/3 2 7/3 17/18 23/18 17/9 19/9 0
0 0 1/9 0 2/9 8/9 22/9 8/3 11/9 31/18 7/3 8/3 0
0 0 1/9 0 2/9 7/9 20/9 23/9 10/9 3/2 19/9 7/3 0
0 0 5/22 0 5/11 37/44 89/44 89/33 19/22 223/132 58/33 95/33 0
0 0 3/19 0 6/19 31/38 81/38 148/57 13/19 101/57 107/57 317/114 0
0 0 1/7 0 2/7 9/14 23/14 75/28 9/14 5/4 37/28 16/7 0
0 0 1/13 0 2/13 8/13 23/13 63/26 6/13 17/13 3/2 27/13 0
0 0 7/29 0 14/29 47/58 113/58 253/87 26/29 157/87 143/87 263/87 0
0 0 1/6 0 1/3 2/3 5/3 113/36 13/18 14/9 47/36 49/18 0
0 0 1/4 0 1/2 133/128 123/64 213/64 59/64 197/96 95/64 1255/384 0
0 0 4/21 0 8/21 20/21 37/21 79/21 11/14 83/42 9/7 68/21 0
0 0 9/22 0 9/44 13/22 27/22 227/132 17/33 35/33 34/33 467/264 0
0 0 8/19 0 5/38 12/19 25/19 94/57 25/57 131/114 65/57 98/57 0
0 0 2/7 0 1/7 1/2 8/7 27/14 3/7 25/28 25/28 45/28 0
0 0 4/13 0 1/13 7/13 16/13 45/26 9/26 25/26 27/26 19/13 0
0 0 11/29 0 13/58 16/29 35/29 335/174 46/87 67/58 83/87 221/116 0
0 0 5/18 0 1/6 1/2 7/6 41/18 17/36 10/9 31/36 23/12 0
0 0 1/2 0 7/48 19/24 5/3 13/6 13/16 19/16 73/48 217/96 0
0 0 9/16 0 3/32 7/8 25/16 59/32 21/32 41/32 45/32 61/32 0
0 0 3/8 0 1/8 11/16 13/8 77/32 3/4 17/16 23/16 69/32 0
0 0 5/12 0 1/12 3/4 19/12 2 5/8 9/8 17/12 7/4 0
0 0 10/17 0 3/34 16/17 28/17 65/34 25/34 47/34 3/2 67/34 0
0 0 6/13 0 1/13 11/13 22/13 27/13 19/26 33/26 20/13 24/13 0
0 0 3/7 0 11/42 11/14 19/14 263/126 19/42 163/126 127/126 127/63 0
0 0 8/21 0 1/6 11/14 3/2 257/126 5/14 86/63 151/126 251/126 0
0 0 2/7 0 1/7 9/14 9/7 65/28 5/14 31/28 25/28 13/7 0
0 0 4/15 0 1/15 2/3 22/15 13/6 4/15 6/5 7/6 9/5 0
0 0 11/26 0 15/52 3/4 69/52 353/156 25/52 107/78 145/156 83/39 0
0 0 5/17 0 3/17 11/17 22/17 89/34 7/17 22/17 29/34 36/17 0
0 0 3/7 0 17/56 103/112 11/8 37/14 1/2 11/7 23/28 263/112 0
0 0 6/19 0 4/19 16/19 26/19 58/19 17/38 59/38 15/19 46/19 0
0 0 1/8 3/16 0 7/16 21/16 55/32 71/96 121/96 13/8 433/192 0
0 0 3/19 5/19 0 10/19 29/19 31/19 83/114 77/57 37/19 127/57 0
