0 0 0 1/8 3/4 7/8 11/8 13/8 31/16 25/8 0
0 0 0 1/7 4/7 6/7 8/7 10/7 11/7 18/7 0
0 0 0 1/7 3/7 6/7 13/14 17/14 10/7 15/7 0
0 0 0 1/7 6/7 6/7 3/2 13/7 27/14 22/7 0
0 0 0 1/7 5/7 6/7 19/14 12/7 12/7 20/7 0
0 0 0 1/7 4/7 6/7 8/7 3/2 11/7 17/7 0
0 0 0 2/5 4/5 9/10 8/5 17/10 41/20 17/5 0
0 0 0 3/8 5/8 1 11/8 3/2 7/4 23/8 0
0 0 0 2/7 3/7 1 15/14 17/14 11/7 16/7 0
0 0 0 3/13 8/13 1 119/78 17/13 55/26 89/26 0
0 0 0 2/9 4/9 10/9 65/54 10/9 5/3 47/18 0
0 0 0 1/7 2/7 8/7 41/42 13/14 11/7 15/7 0
0 0 0 1/7 4/7 1 1 9/7 10/7 16/7 0
0 0 0 1/7 3/7 1 11/14 15/14 9/7 13/7 0
0 0 0 1/7 5/7 1 17/14 11/7 11/7 18/7 0
0 0 0 1/7 4/7 1 1 19/14 10/7 15/7 0
0 0 0 3/8 5/8 9/8 5/4 11/8 13/8 21/8 0
0 0 0 2/7 3/7 8/7 13/14 15/14 10/7 2 0
0 0 0 2/9 4/9 11/9 59/54 1 14/9 43/18 0
0 0 0 1/7 2/7 9/7 5/6 11/14 10/7 13/7 0
0 0 0 1/7 3/7 1 9/14 13/14 17/14 11/7 0
0 0 0 1/7 4/7 1 6/7 17/14 19/14 13/7 0
0 0 0 2/7 3/7 8/7 11/14 13/14 19/14 12/7 0
0 0 0 1/7 2/7 9/7 29/42 9/14 19/14 11/7 0
