0 0 0 7/11 8/11 9/11 10/11 29/22 27/22 20/11 49/22 65/22 0
0 0 0 3/5 7/10 7/10 4/5 13/10 11/10 17/10 11/5 27/10 0
0 0 0 3/4 5/6 23/24 25/24 31/24 49/36 49/24 55/24 19/6 0
0 0 0 7/13 9/13 10/13 12/13 25/13 17/13 2 73/26 41/13 0
0 0 0 4/9 5/9 7/9 8/9 8/9 8/9 13/9 14/9 20/9 0
0 0 0 5/12 7/12 3/4 11/12 1 19/24 35/24 41/24 25/12 0
0 0 0 5/9 2/3 17/18 19/18 8/9 19/18 31/18 5/3 5/2 0
0 0 0 5/13 8/13 10/13 1 20/13 27/26 45/26 30/13 33/13 0
0 0 0 1/3 1/2 11/12 13/12 23/24 11/12 17/12 19/12 53/24 0
0 0 0 4/13 7/13 11/13 14/13 25/26 11/13 37/26 43/26 53/26 0
0 0 0 3/8 5/8 7/8 19/16 23/16 35/32 55/32 71/32 5/2 0
0 0 0 7/17 12/17 39/34 3/2 16/17 18/17 123/68 63/34 77/34 0
0 0 0 10/21 16/21 47/42 65/42 55/42 155/126 167/84 95/42 18/7 0
0 0 0 5/7 6/7 5/7 6/7 43/28 33/28 23/14 57/28 75/28 0
0 0 0 2/3 5/6 7/12 3/4 19/12 13/12 19/12 25/12 5/2 0
0 0 0 14/17 16/17 29/34 33/34 24/17 64/51 61/34 67/34 47/17 0
0 0 0 8/13 11/13 8/13 11/13 27/13 17/13 24/13 35/13 38/13 0
0 0 0 7/12 3/4 2/3 5/6 13/12 11/12 4/3 3/2 25/12 0
0 0 0 7/13 10/13 8/13 11/13 15/13 11/13 18/13 22/13 2 0
0 0 0 5/7 6/7 23/28 27/28 29/28 29/28 43/28 3/2 9/4 0
0 0 0 1/2 5/6 7/12 11/12 19/12 13/12 19/12 9/4 7/3 0
0 0 0 3/7 5/7 11/14 1 8/7 27/28 9/7 11/7 15/7 0
0 0 0 5/12 3/4 2/3 1 13/12 11/12 4/3 5/3 23/12 0
0 0 0 1/2 6/7 5/7 8/7 43/28 33/28 23/14 9/4 67/28 0
0 0 0 1/2 13/14 25/28 37/28 15/14 31/28 23/14 13/7 59/28 0
0 0 0 10/17 1 31/34 49/34 49/34 67/51 32/17 79/34 42/17 0
0 0 0 5/6 7/18 23/18 13/9 49/36 5/4 41/18 77/36 119/36 0
0 0 0 14/17 6/17 21/17 24/17 24/17 20/17 39/17 38/17 55/17 0
0 0 0 10/11 19/44 31/22 17/11 5/4 85/66 105/44 89/44 147/44 0
0 0 0 4/5 3/8 9/8 57/40 7/4 13/10 93/40 103/40 131/40 0
0 0 0 5/7 2/7 17/14 10/7 6/7 13/14 13/7 10/7 5/2 0
0 0 0 12/17 5/17 20/17 25/17 16/17 29/34 65/34 55/34 41/17 0
0 0 0 14/17 11/34 24/17 27/17 14/17 35/34 71/34 24/17 46/17 0
0 0 0 12/17 11/34 35/34 3/2 19/17 33/34 32/17 31/17 79/34 0
0 0 0 4/7 2/7 8/7 10/7 23/28 13/14 23/14 19/14 9/4 0
0 0 0 4/7 2/7 15/14 3/2 3/4 6/7 47/28 39/28 57/28 0
0 0 0 2/3 13/36 37/36 19/12 19/18 37/36 11/6 7/4 9/4 0
0 0 0 11/17 6/17 49/34 67/34 13/17 18/17 145/68 55/34 81/34 0
0 0 0 8/11 19/44 29/22 43/22 45/44 155/132 191/88 83/44 109/44 0
0 0 0 7/8 5/8 17/16 5/4 53/32 39/32 2 65/32 97/32 0
0 0 0 11/13 8/13 12/13 15/13 23/13 15/13 2 28/13 38/13 0
0 0 0 20/21 29/42 25/21 4/3 61/42 79/63 44/21 79/42 127/42 0
0 0 0 11/13 17/26 21/26 31/26 2 17/13 53/26 5/2 77/26 0
0 0 0 10/13 7/13 1 16/13 14/13 12/13 21/13 18/13 30/13 0
0 0 0 3/4 7/12 5/6 7/6 13/12 5/6 19/12 3/2 25/12 0
0 0 0 15/17 21/34 20/17 23/17 1 35/34 31/17 23/17 42/17 0
0 0 0 4/5 13/20 13/20 5/4 6/5 1 31/20 7/4 39/20 0
0 0 0 2/3 1/2 1 4/3 1 23/24 3/2 4/3 13/6 0
0 0 0 2/3 5/9 7/9 4/3 8/9 8/9 13/9 4/3 16/9 0
0 0 0 9/11 15/22 17/22 3/2 27/22 25/22 37/22 20/11 23/11 0
0 0 0 7/9 2/3 17/18 29/18 8/9 19/18 31/18 13/9 35/18 0
0 0 0 11/12 19/24 11/12 7/4 29/24 23/18 23/12 23/12 53/24 0
0 0 0 4/9 5/9 8/9 1 7/3 11/9 2 53/18 28/9 0
0 0 0 1/3 4/9 8/9 1 10/9 11/18 25/18 29/18 17/9 0
0 0 0 1/3 1/2 11/12 13/12 11/6 23/24 43/24 29/12 31/12 0
0 0 0 2/9 1/3 1 10/9 17/18 13/18 11/9 4/3 17/9 0
0 0 0 1/4 5/12 1 7/6 25/24 17/24 11/8 37/24 23/12 0
