0 0 4/19 0 8/19 16/19 17/19 26/19 20/19 34/19 44/19 58/19 0
0 0 2/9 0 7/18 11/9 5/6 11/9 35/36 65/36 5/2 17/6 0
0 0 3/11 0 9/22 9/11 19/22 31/22 25/22 81/44 49/22 34/11 0
0 0 1/8 0 3/8 11/16 15/16 21/16 9/8 25/16 33/16 11/4 0
0 0 1/12 0 1/3 5/6 5/6 13/12 25/24 35/24 2 9/4 0
0 0 3/17 0 7/17 11/17 16/17 24/17 22/17 30/17 35/17 3 0
0 0 1/11 0 3/11 6/11 10/11 13/11 23/22 16/11 20/11 24/11 0
0 0 1/12 0 1/3 3/4 11/12 7/6 13/12 37/24 2 9/4 0
0 0 2/13 0 4/13 7/13 11/13 16/13 31/26 21/13 23/13 32/13 0
0 0 3/22 0 9/22 17/22 10/11 29/22 65/44 17/11 47/22 36/11 0
0 0 1/12 0 1/3 11/12 3/4 1 13/12 11/8 2 9/4 0
0 0 4/21 0 10/21 5/7 1 32/21 5/3 13/7 47/21 76/21 0
0 0 1/5 0 1/3 16/15 11/15 19/15 13/15 22/15 31/15 13/5 0
0 0 1/5 0 1/3 22/15 11/15 17/15 5/6 47/30 7/3 37/15 0
0 0 5/18 0 1/3 1 13/18 4/3 1 19/12 2 49/18 0
0 0 1/7 0 2/7 6/7 11/14 17/14 13/14 9/7 13/7 33/14 0
0 0 1/11 0 3/11 1 8/11 1 19/22 27/22 20/11 21/11 0
0 0 1/5 0 1/3 4/5 4/5 4/3 17/15 23/15 28/15 8/3 0
0 0 1/10 0 1/5 7/10 4/5 11/10 17/20 6/5 8/5 9/5 0
0 0 1/11 0 3/11 10/11 9/11 12/11 10/11 29/22 20/11 21/11 0
0 0 1/6 0 1/4 2/3 3/4 7/6 25/24 17/12 19/12 13/6 0
0 0 3/19 0 6/19 18/19 14/19 23/19 49/38 24/19 37/19 55/19 0
0 0 1/11 0 3/11 12/11 7/11 10/11 10/11 25/22 20/11 21/11 0
0 0 2/9 0 7/18 8/9 5/6 13/9 3/2 29/18 37/18 59/18 0
0 0 3/8 0 3/8 13/16 13/16 17/16 7/8 25/16 31/16 21/8 0
0 0 8/19 0 6/19 24/19 13/19 17/19 29/38 55/38 79/38 44/19 0
0 0 7/17 0 7/17 13/17 15/17 21/17 1 59/34 33/17 47/17 0
0 0 1/3 0 4/15 2/3 4/5 14/15 13/15 6/5 8/5 32/15 0
0 0 2/5 0 1/5 14/15 3/5 2/3 7/10 29/30 3/2 8/5 0
0 0 4/13 0 5/13 7/13 12/13 15/13 14/13 20/13 21/13 32/13 0
0 0 3/11 0 2/11 6/11 9/11 10/11 19/22 13/11 16/11 20/11 0
0 0 5/14 0 3/14 6/7 5/7 11/14 11/14 31/28 43/28 23/14 0
0 0 3/11 0 3/11 5/11 9/11 1 21/22 15/11 15/11 2 0
0 0 8/21 0 2/7 16/21 5/7 6/7 23/21 23/21 34/21 17/7 0
0 0 7/16 0 3/16 1 1/2 9/16 23/32 27/32 47/32 25/16 0
0 0 1/3 0 7/15 3/5 1 19/15 7/5 5/3 9/5 3 0
0 0 4/11 0 3/11 12/11 7/11 10/11 7/11 13/11 17/11 2 0
0 0 5/14 0 2/7 11/7 9/14 6/7 19/28 37/28 2 29/14 0
0 0 6/13 0 4/13 1 9/13 14/13 10/13 35/26 20/13 28/13 0
0 0 3/11 0 2/11 9/11 7/11 9/11 7/11 10/11 14/11 18/11 0
0 0 3/11 0 2/11 12/11 6/11 7/11 13/22 19/22 15/11 15/11 0
0 0 4/11 0 3/11 8/11 8/11 1 9/11 13/11 14/11 21/11 0
0 0 2/9 0 1/9 2/3 2/3 7/9 11/18 8/9 10/9 4/3 0
0 0 3/11 0 2/11 1 7/11 8/11 7/11 21/22 15/11 15/11 0
0 0 3/10 0 1/5 3/5 7/10 9/10 3/4 11/10 11/10 8/5 0
0 0 2/7 0 3/14 13/14 4/7 11/14 25/28 6/7 19/14 2 0
0 0 3/11 0 2/11 13/11 5/11 6/11 7/11 17/22 15/11 15/11 0
0 0 5/12 0 1/3 5/6 3/4 13/12 13/12 5/4 17/12 7/3 0
0 0 2/15 0 3/5 3/5 8/5 28/15 4/3 2 37/15 16/5 0
0 0 1/9 0 5/9 8/9 13/9 5/3 11/9 17/9 23/9 8/3 0
0 0 2/13 0 9/13 6/13 22/13 2 19/13 29/13 32/13 45/13 0
0 0 1/10 0 1/2 1/2 8/5 9/5 5/4 19/10 23/10 13/5 0
0 0 1/9 0 5/9 7/9 14/9 16/9 23/18 2 23/9 8/3 0
0 0 1/9 0 5/9 1/3 14/9 16/9 23/18 2 19/9 8/3 0
0 0 1/7 0 13/21 2/3 32/21 38/21 71/42 41/21 52/21 26/7 0
0 0 1/9 0 5/9 1 4/3 14/9 23/18 16/9 23/9 8/3 0
0 0 3/17 0 13/17 9/17 30/17 36/17 33/17 40/17 45/17 72/17 0
0 0 1/7 0 1/2 5/7 10/7 12/7 8/7 12/7 31/14 39/14 0
0 0 1/9 0 4/9 1 11/9 13/9 1 14/9 20/9 20/9 0
0 0 1/6 0 7/12 7/12 3/2 11/6 5/4 23/12 13/6 3 0
0 0 1/10 0 2/5 3/5 7/5 8/5 21/20 8/5 2 11/5 0
0 0 1/9 0 4/9 8/9 4/3 14/9 19/18 5/3 20/9 20/9 0
0 0 1/9 0 4/9 4/9 4/3 14/9 19/18 5/3 16/9 20/9 0
0 0 3/19 0 10/19 15/19 26/19 32/19 3/2 32/19 43/19 63/19 0
0 0 1/9 0 4/9 10/9 10/9 4/3 19/18 13/9 20/9 20/9 0
0 0 1/5 0 2/3 2/3 8/5 2 26/15 31/15 12/5 19/5 0
