0 0 4/19 0 8/19 16/19 17/19 26/19 20/19 34/19 44/19 58/19 0
0 0 6/17 0 8/17 11/17 24/17 26/17 19/17 28/17 36/17 45/17 0
0 0 1/2 0 5/14 1 15/14 8/7 6/7 9/7 55/28 27/14 0
0 0 1/4 0 7/12 5/12 3/2 5/3 5/4 23/12 2 35/12 0
0 0 1/3 0 5/12 7/12 3/2 19/12 9/8 5/3 25/12 7/3 0
0 0 6/13 0 5/13 12/13 16/13 17/13 25/26 19/13 53/26 2 0
0 0 2/9 0 4/9 1/3 4/3 13/9 19/18 5/3 5/3 20/9 0
0 0 3/8 0 11/24 17/24 5/4 11/8 4/3 3/2 49/24 35/12 0
0 0 8/15 0 1/3 16/15 14/15 1 13/15 17/15 19/10 28/15 0
0 0 4/15 0 2/3 7/15 8/5 9/5 5/3 31/15 11/5 18/5 0
0 0 3/13 0 5/13 9/13 16/13 18/13 12/13 18/13 23/13 29/13 0
0 0 3/10 0 3/10 11/10 9/10 1 7/10 11/10 17/10 8/5 0
0 0 3/11 0 5/11 6/11 14/11 16/11 1 17/11 18/11 26/11 0
0 0 1/5 0 3/10 3/5 6/5 13/10 17/20 13/10 8/5 9/5 0
0 0 3/10 0 3/10 1 1 11/10 3/4 6/5 17/10 8/5 0
0 0 2/9 0 1/3 4/9 10/9 11/9 5/6 4/3 4/3 16/9 0
0 0 4/17 0 7/17 13/17 20/17 23/17 41/34 23/17 31/17 45/17 0
0 0 3/10 0 3/10 6/5 4/5 9/10 3/4 1 17/10 8/5 0
0 0 4/13 0 7/13 8/13 18/13 21/13 18/13 22/13 24/13 3 0
0 0 1/9 0 2/3 4/9 2 20/9 25/18 7/3 8/3 26/9 0
0 0 1/9 0 2/3 2/3 17/9 19/9 25/18 7/3 25/9 26/9 0
0 0 1/9 0 2/3 1/3 17/9 19/9 25/18 7/3 22/9 26/9 0
0 0 1/9 0 5/9 5/9 16/9 2 7/6 2 7/3 22/9 0
0 0 1/9 0 5/9 7/9 5/3 17/9 7/6 2 22/9 22/9 0
0 0 1/9 0 5/9 4/9 5/3 17/9 7/6 2 19/9 22/9 0
0 0 3/10 0 3/5 1/2 19/10 2 5/4 21/10 12/5 13/5 0
0 0 5/12 0 1/2 5/6 3/2 19/12 25/24 7/4 53/24 13/6 0
0 0 2/9 0 5/9 1/3 5/3 16/9 7/6 2 2 22/9 0
0 0 2/9 0 4/9 5/9 14/9 5/3 17/18 5/3 17/9 2 0
0 0 3/10 0 2/5 9/10 13/10 7/5 17/20 3/2 19/10 9/5 0
0 0 2/9 0 4/9 4/9 13/9 14/9 17/18 5/3 5/3 2 0
0 0 2/15 0 3/5 3/5 19/15 16/15 4/3 32/15 32/15 10/3 0
0 0 1/5 0 11/20 21/20 23/20 9/10 49/40 79/40 9/4 59/20 0
0 0 1/13 0 9/13 7/13 19/13 17/13 20/13 32/13 29/13 47/13 0
0 0 3/17 0 8/17 9/17 21/17 1 22/17 31/17 33/17 50/17 0
0 0 1/4 0 9/20 17/20 11/10 4/5 47/40 67/40 39/20 51/20 0
0 0 1/12 0 7/12 5/12 4/3 7/6 17/12 25/12 11/6 37/12 0
0 0 2/13 0 5/13 6/13 16/13 1 33/26 23/13 23/13 34/13 0
0 0 2/9 0 4/9 5/6 7/6 8/9 11/9 7/4 35/18 5/2 0
0 0 1/11 0 5/11 4/11 13/11 1 27/22 20/11 17/11 28/11 0
0 0 5/24 0 1/2 7/12 7/6 11/12 73/48 7/4 2 13/4 0
0 0 3/11 0 5/11 19/22 23/22 8/11 27/22 71/44 43/22 57/22 0
0 0 1/13 0 9/13 6/13 19/13 17/13 23/13 30/13 27/13 48/13 0
0 0 1/9 0 4/9 1 1 8/9 1 5/3 5/3 23/9 0
0 0 2/13 0 6/13 20/13 1 11/13 27/26 45/26 28/13 33/13 0
0 0 1/9 0 5/9 8/9 11/9 10/9 11/9 2 16/9 26/9 0
0 0 1/10 0 3/10 4/5 9/10 4/5 9/10 13/10 7/5 21/10 0
0 0 1/6 0 1/3 5/4 5/6 2/3 7/8 31/24 5/3 23/12 0
0 0 1/9 0 4/9 2/3 10/9 1 10/9 5/3 13/9 22/9 0
0 0 1/9 0 2/9 2/3 8/9 7/9 5/6 11/9 11/9 16/9 0
0 0 1/6 0 1/3 7/6 11/12 3/4 11/12 11/8 5/3 23/12 0
0 0 1/9 0 1/3 5/9 1 8/9 17/18 13/9 11/9 2 0
0 0 1/12 0 1/3 11/12 5/6 3/4 9/8 5/4 3/2 29/12 0
0 0 1/6 0 1/3 4/3 3/4 7/12 11/12 29/24 5/3 23/12 0
0 0 1/9 0 5/9 7/9 11/9 10/9 13/9 17/9 5/3 3 0
0 0 1/5 0 13/20 1/2 71/40 31/20 3/2 11/5 12/5 67/20 0
0 0 3/10 0 3/5 17/20 61/40 6/5 27/20 2 47/20 29/10 0
0 0 1/12 0 3/4 1/3 11/6 5/3 19/12 29/12 13/6 7/2 0
0 0 1/5 0 3/5 7/15 11/6 8/5 3/2 11/5 7/3 46/15 0
0 0 5/18 0 11/18 5/6 59/36 4/3 17/12 19/9 43/18 26/9 0
0 0 1/10 0 3/5 3/10 8/5 7/5 27/20 21/10 9/5 14/5 0
0 0 3/14 0 9/14 15/28 13/8 39/28 95/56 29/14 33/14 101/28 0
0 0 7/22 0 13/22 19/22 63/44 12/11 61/44 21/11 51/22 32/11 0
0 0 1/14 0 6/7 5/14 2 13/7 2 37/14 17/7 59/14 0
0 0 1/12 0 1/2 2/3 3/2 17/12 7/6 7/4 23/12 8/3 0
0 0 2/11 0 5/11 14/11 13/11 1 1 17/11 2 24/11 0
0 0 1/10 0 3/5 1/2 8/5 3/2 13/10 2 9/5 29/10 0
0 0 1/10 0 2/5 3/5 7/5 13/10 21/20 8/5 17/10 11/5 0
0 0 2/11 0 5/11 13/11 14/11 12/11 23/22 18/11 2 24/11 0
0 0 1/9 0 4/9 4/9 4/3 11/9 19/18 5/3 13/9 20/9 0
0 0 1/15 0 8/15 11/15 22/15 7/5 43/30 26/15 2 46/15 0
0 0 2/11 0 5/11 15/11 12/11 10/11 23/22 16/11 2 24/11 0
0 0 1/11 0 8/11 6/11 20/11 19/11 19/11 25/11 23/11 40/11 0
0 0 1/6 0 3/4 5/12 17/8 23/12 37/24 5/2 5/2 19/6 0
0 0 1/4 0 11/16 13/16 57/32 3/2 45/32 9/4 39/16 23/8 0
0 0 1/10 0 7/10 3/10 19/10 17/10 29/20 12/5 21/10 3 0
0 0 1/9 0 5/9 5/9 16/9 5/3 7/6 2 2 22/9 0
0 0 2/11 0 6/11 12/11 17/11 15/11 25/22 21/11 24/11 26/11 0
0 0 1/9 0 5/9 4/9 5/3 14/9 7/6 2 16/9 22/9 0
