0 0 21/37 0 29/37 20/37 100/111 69/74 4/3 134/111 43/37 176/111 769/444 269/111 0
0 0 8/15 0 11/15 13/30 53/60 43/60 11/10 14/15 29/30 29/20 83/60 41/20 0
0 0 15/29 0 20/29 14/29 49/58 43/58 31/29 49/58 31/29 85/58 85/58 57/29 0
0 0 1/2 0 25/32 27/64 63/64 21/32 37/32 1 15/16 25/16 83/64 135/64 0
0 0 17/31 0 24/31 27/62 28/31 61/62 34/31 32/31 33/31 83/62 47/31 137/62 0
0 0 17/33 0 8/11 14/33 59/66 59/66 12/11 32/33 38/33 95/66 31/22 139/66 0
0 0 15/29 0 20/29 14/29 49/58 51/58 31/29 49/58 35/29 85/58 85/58 57/29 0
0 0 13/25 0 21/25 33/100 29/25 97/100 123/100 231/200 61/50 87/50 137/100 12/5 0
0 0 8/15 0 11/15 11/30 53/60 31/30 11/10 11/10 6/5 83/60 49/30 13/6 0
0 0 15/29 0 20/29 19/58 25/29 28/29 32/29 31/29 37/29 85/58 89/58 59/29 0
0 0 5/9 0 13/18 17/36 31/36 25/24 49/36 7/6 37/24 31/18 259/144 13/6 0
0 0 19/35 0 27/35 17/70 73/70 11/10 9/7 177/140 19/14 61/35 54/35 16/7 0
0 0 30/49 0 36/49 25/49 145/147 167/196 226/147 367/294 52/49 421/294 919/588 649/294 0
0 0 4/7 0 19/28 3/7 51/56 17/28 17/14 53/56 13/14 9/7 67/56 25/14 0
0 0 13/23 0 14/23 10/23 39/46 14/23 25/23 35/46 22/23 57/46 57/46 37/23 0
0 0 5/9 0 20/27 11/27 55/54 5/9 35/27 19/18 8/9 40/27 61/54 52/27 0
0 0 28/45 0 34/45 11/30 31/30 487/540 4/3 289/270 127/135 164/135 709/540 541/270 0
0 0 7/12 0 25/36 13/36 23/24 167/216 5/4 217/216 227/216 137/108 257/216 50/27 0
0 0 13/23 0 14/23 10/23 39/46 33/46 25/23 35/46 49/46 57/46 57/46 37/23 0
0 0 25/44 0 17/22 7/22 53/44 11/12 61/44 653/528 157/132 445/264 169/132 151/66 0
0 0 3/5 0 32/45 1/3 16/15 577/540 14/9 176/135 166/135 191/135 877/540 589/270 0
0 0 17/31 0 20/31 19/62 29/31 85/93 42/31 110/93 251/186 128/93 136/93 176/93 0
0 0 17/30 0 19/30 13/30 13/15 11/12 22/15 71/60 91/60 47/30 5/3 19/10 0
0 0 17/30 0 11/15 13/60 67/60 191/180 43/30 491/360 62/45 307/180 263/180 197/90 0
0 0 17/28 0 9/14 17/56 57/56 57/112 19/14 55/56 19/28 65/56 57/56 81/56 0
0 0 6/11 0 13/22 15/44 10/11 5/11 27/22 10/11 17/22 27/22 1 63/44 0
0 0 14/25 0 3/5 2/5 9/10 13/25 29/25 4/5 22/25 31/25 11/10 7/5 0
0 0 13/24 0 2/3 17/48 1 11/24 31/24 1 19/24 17/12 1 79/48 0
