0 0 0 7/25 11/25 4/5 11/25 49/50 8/5 37/25 93/50 67/25 99/25 0
0 0 0 7/22 5/11 17/22 5/11 41/44 69/44 31/22 83/44 27/11 40/11 0
0 0 0 7/19 9/19 14/19 9/19 33/38 175/114 49/38 36/19 139/57 65/19 0
0 0 0 4/13 6/13 21/26 6/13 51/52 81/52 22/13 27/13 31/13 101/26 0
0 0 0 1/4 3/7 23/28 3/7 57/56 13/7 11/7 15/8 43/14 125/28 0
0 0 0 2/7 10/21 20/21 10/21 19/21 31/21 25/21 32/21 16/7 23/7 0
0 0 0 1/3 10/21 20/21 10/21 17/21 61/42 8/7 11/7 43/21 3 0
0 0 0 8/21 10/21 1 10/21 5/7 187/126 22/21 11/7 130/63 59/21 0
0 0 0 8/23 12/23 1 12/23 21/23 67/46 33/23 83/46 2 75/23 0
0 0 0 6/23 11/23 1 11/23 22/23 40/23 29/23 35/23 61/23 86/23 0
0 0 0 3/14 5/14 15/14 1/2 13/14 39/28 69/56 11/7 125/56 183/56 0
0 0 0 1/4 3/8 9/8 1/2 43/48 17/12 55/48 19/12 97/48 47/16 0
0 0 0 3/10 2/5 5/4 1/2 17/20 3/2 1 63/40 41/20 27/10 0
0 0 0 4/15 2/5 11/10 8/15 14/15 7/5 43/30 9/5 2 13/4 0
0 0 0 6/29 9/29 36/29 27/58 25/29 43/29 92/87 43/29 111/58 479/174 0
0 0 0 6/23 8/23 32/23 11/23 59/69 37/23 43/46 209/138 2 179/69 0
0 0 0 8/37 12/37 44/37 18/37 97/111 53/37 146/111 123/74 69/37 334/111 0
0 0 0 3/13 4/13 19/13 35/78 131/156 43/26 89/104 223/156 2 191/78 0
0 0 0 5/18 1/2 7/9 11/18 13/18 7/6 19/18 23/18 17/9 25/9 0
0 0 0 3/10 9/20 3/4 3/5 3/5 9/8 21/20 27/20 33/20 51/20 0
0 0 0 7/24 3/8 3/4 5/8 11/24 53/48 1 4/3 77/48 55/24 0
0 0 0 7/19 11/19 17/19 12/19 15/19 45/38 25/19 61/38 30/19 52/19 0
0 0 0 5/18 5/9 8/9 11/18 5/6 3/2 10/9 23/18 41/18 29/9 0
0 0 0 4/19 8/19 17/19 13/19 16/19 21/19 23/19 27/19 36/19 55/19 0
0 0 0 2/9 7/18 8/9 2/3 13/18 19/18 10/9 25/18 14/9 22/9 0
0 0 0 2/9 1/3 17/18 2/3 5/9 19/18 35/36 47/36 53/36 37/18 0
0 0 0 2/7 10/21 20/21 5/7 6/7 8/7 10/7 71/42 34/21 20/7 0
0 0 0 1/6 1/3 1 23/36 3/4 7/6 13/12 4/3 3/2 7/3 0
0 0 0 3/16 5/16 9/8 5/8 5/8 5/4 15/16 41/32 3/2 2 0
0 0 0 5/23 9/23 1 16/23 19/23 27/23 32/23 37/23 35/23 125/46 0
0 0 0 2/15 4/15 17/15 26/45 29/45 19/15 13/15 107/90 23/15 28/15 0
0 0 0 3/20 1/2 9/10 3/4 31/40 49/40 21/20 23/20 73/40 53/20 0
0 0 0 1/8 7/16 13/16 3/4 11/16 9/8 1 9/8 3/2 71/32 0
0 0 0 1/14 2/7 9/14 11/14 13/28 11/12 13/14 15/14 109/84 7/4 0
0 0 0 1/6 13/24 23/24 3/4 5/6 71/48 13/12 7/6 35/16 37/12 0
