0 0 0 4/19 12/19 5/19 15/19 15/19 33/38 59/38 32/19 3 0
0 0 0 3/14 4/7 3/14 5/7 6/7 15/14 12/7 23/14 43/14 0
0 0 0 1/9 1/3 1/9 4/9 8/9 5/6 7/6 13/9 19/9 0
0 0 0 3/16 3/4 5/16 11/16 3/4 25/32 39/32 25/16 41/16 0
0 0 0 2/11 7/11 2/11 6/11 7/11 10/11 14/11 14/11 25/11 0
0 0 0 1/9 4/9 1/9 4/9 2/3 5/6 19/18 11/9 17/9 0
0 0 0 1/9 7/9 1/9 7/9 1/3 17/18 13/9 11/9 20/9 0
0 0 0 1/9 2/3 1/9 2/3 4/9 1 25/18 11/9 20/9 0
0 0 0 1/9 5/9 1/9 5/9 5/9 17/18 11/9 11/9 2 0
0 0 0 1/3 3/4 1/3 2/3 3/4 4/3 23/12 3/2 13/4 0
0 0 0 3/11 8/11 3/11 6/11 7/11 13/11 17/11 14/11 29/11 0
0 0 0 1/5 7/10 1/5 3/5 1/2 6/5 31/20 6/5 5/2 0
0 0 0 2/7 5/7 3/7 4/7 13/14 6/7 1 23/14 5/2 0
0 0 0 3/11 7/11 3/11 5/11 8/11 10/11 1 14/11 23/11 0
0 0 0 1/5 1/2 1/5 2/5 7/10 17/20 17/20 6/5 9/5 0
0 0 0 1/3 3/4 1/3 1/2 3/4 7/6 4/3 4/3 5/2 0
0 0 0 1/4 17/24 7/24 1 5/6 35/48 25/16 35/24 17/6 0
0 0 0 1/4 2/3 1/4 23/24 13/12 7/8 5/3 3/2 23/8 0
0 0 0 1/6 1/2 1/12 2/3 5/4 7/8 11/8 19/12 7/3 0
0 0 0 2/9 8/9 1/3 5/6 7/9 25/36 43/36 25/18 43/18 0
0 0 0 2/9 5/6 2/9 7/9 8/9 5/6 23/18 11/9 20/9 0
0 0 0 1/6 2/3 1/12 2/3 11/12 7/8 29/24 5/4 2 0
0 0 0 1/9 8/9 1/9 8/9 1/3 5/6 13/9 10/9 19/9 0
0 0 0 1/7 6/7 1/14 6/7 5/7 13/14 10/7 8/7 15/7 0
0 0 0 2/13 10/13 1/13 10/13 11/13 25/26 35/26 16/13 27/13 0
0 0 0 10/23 22/23 8/23 24/23 19/23 49/46 83/46 27/23 65/23 0
0 0 0 9/23 25/23 13/46 22/23 17/23 47/46 3/2 1 54/23 0
0 0 0 4/11 13/11 2/11 23/22 13/22 47/44 71/44 19/22 49/22 0
0 0 0 1/3 13/15 7/15 11/15 1 4/5 1 23/15 12/5 0
0 0 0 6/17 15/17 5/17 12/17 16/17 15/17 18/17 21/17 36/17 0
0 0 0 4/13 10/13 2/13 8/13 11/13 23/26 25/26 15/13 24/13 0
0 0 0 12/25 29/25 3/10 23/25 4/5 26/25 69/50 26/25 57/25 0
0 0 0 5/22 8/11 5/22 1 9/11 19/44 53/44 5/4 45/22 0
0 0 0 1/4 7/10 1/5 1 23/20 3/5 27/20 27/20 43/20 0
0 0 0 3/16 9/16 1/8 13/16 21/16 23/32 41/32 25/16 33/16 0
0 0 0 1/5 9/10 7/20 9/10 17/20 23/40 43/40 53/40 2 0
0 0 0 2/9 8/9 5/18 8/9 1 13/18 7/6 11/9 17/9 0
0 0 0 3/17 13/17 3/17 14/17 19/17 27/34 39/34 23/17 31/17 0
0 0 0 2/15 14/15 7/30 14/15 3/5 19/30 6/5 16/15 8/5 0
0 0 0 3/19 18/19 7/38 18/19 31/38 29/38 24/19 21/19 33/19 0
0 0 0 3/22 19/22 7/44 10/11 43/44 35/44 53/44 27/22 19/11 0
0 0 0 7/15 1 1/3 6/5 4/5 23/30 43/30 14/15 2 0
0 0 0 7/19 21/19 13/38 21/19 16/19 33/38 49/38 1 37/19 0
0 0 0 8/25 32/25 23/100 6/5 16/25 43/50 71/50 41/50 44/25 0
0 0 0 5/16 7/8 1/2 13/16 17/16 3/4 15/16 3/2 17/8 0
0 0 0 6/17 16/17 6/17 14/17 1 14/17 1 21/17 32/17 0
0 0 0 1/3 8/9 2/9 7/9 10/9 31/36 35/36 4/3 16/9 0
0 0 0 5/11 13/11 15/44 23/22 19/22 10/11 53/44 23/22 43/22 0
0 0 7/22 0 5/22 6/11 25/44 23/22 39/44 57/44 39/22 61/22 0
0 0 2/13 0 2/13 5/13 6/13 15/13 1 18/13 22/13 36/13 0
0 0 1/9 0 1/9 2/9 1/3 10/9 5/6 19/18 14/9 19/9 0
0 0 8/21 0 1/3 13/21 1/2 1 37/42 15/14 5/3 52/21 0
0 0 1/4 0 1/4 5/12 1/3 11/12 11/12 1 4/3 25/12 0
0 0 1/5 0 1/5 3/10 3/10 9/10 17/20 17/20 13/10 9/5 0
0 0 7/15 0 2/5 8/15 1/2 11/15 29/30 7/6 4/3 31/15 0
0 0 1/3 0 1/3 5/12 5/12 3/4 1 13/12 5/4 2 0
0 0 3/11 0 3/11 4/11 4/11 9/11 21/22 21/22 14/11 20/11 0
0 0 1/9 0 1/9 5/9 1/3 10/9 11/9 13/9 14/9 26/9 0
0 0 1/5 0 1/5 1/2 3/10 9/10 11/10 11/10 13/10 23/10 0
0 0 3/11 0 3/11 5/11 4/11 8/11 12/11 12/11 13/11 23/11 0
0 0 1/11 0 2/11 7/11 4/11 14/11 10/11 8/11 20/11 27/11 0
0 0 1/9 0 1/9 4/9 2/9 1 8/9 2/3 4/3 17/9 0
0 0 1/9 0 1/9 1/3 2/9 8/9 5/6 11/18 11/9 5/3 0
0 0 1/9 0 1/9 5/9 2/9 10/9 10/9 8/9 13/9 20/9 0
0 0 1/4 0 1/4 13/24 13/16 9/8 13/16 65/48 79/48 11/4 0
0 0 1/7 0 4/21 3/7 16/21 29/21 19/21 10/7 5/3 59/21 0
0 0 1/11 0 2/11 2/11 6/11 16/11 19/22 27/22 19/11 26/11 0
0 0 1/3 0 3/7 13/21 29/42 22/21 5/6 15/14 65/42 50/21 0
0 0 2/9 0 7/18 4/9 11/18 10/9 8/9 19/18 4/3 13/6 0
0 0 1/6 0 1/3 1/4 1/2 13/12 7/8 23/24 4/3 23/12 0
0 0 7/15 0 7/15 8/15 19/30 11/15 9/10 7/6 37/30 2 0
0 0 5/17 0 8/17 6/17 11/17 15/17 16/17 39/34 20/17 2 0
0 0 3/14 0 3/7 2/7 4/7 1 27/28 15/14 9/7 27/14 0
0 0 2/15 0 2/15 2/3 4/5 4/3 17/15 22/15 23/15 44/15 0
0 0 3/17 0 6/17 19/34 12/17 19/17 18/17 19/17 22/17 40/17 0
0 0 2/9 0 4/9 4/9 13/18 8/9 19/18 7/6 10/9 19/9 0
0 0 1/11 0 3/11 8/11 6/11 16/11 10/11 8/11 20/11 27/11 0
0 0 1/12 0 1/4 1/2 1/2 5/4 11/12 3/4 17/12 25/12 0
0 0 1/10 0 1/5 3/10 2/5 1 17/20 13/20 6/5 17/10 0
0 0 1/14 0 2/7 17/28 9/14 19/14 8/7 1 3/2 17/7 0
0 0 7/24 0 7/24 1/2 43/48 9/8 31/48 55/48 25/16 9/4 0
0 0 1/6 0 2/9 7/18 8/9 3/2 13/18 11/9 5/3 7/3 0
0 0 2/15 0 1/5 4/15 11/15 8/5 23/30 7/6 9/5 11/5 0
0 0 1/3 0 11/24 5/8 13/16 9/8 37/48 49/48 25/16 13/6 0
0 0 2/9 0 4/9 1/2 7/9 23/18 5/6 1 13/9 2 0
0 0 3/17 0 7/17 6/17 12/17 23/17 29/34 33/34 26/17 32/17 0
0 0 10/23 0 12/23 27/46 18/23 21/23 37/46 24/23 29/23 39/23 0
0 0 7/23 0 13/23 21/46 37/46 47/46 39/46 24/23 28/23 39/23 0
0 0 6/25 0 14/25 19/50 39/50 57/50 43/50 51/50 33/25 42/25 0
0 0 1/9 0 1/9 2/3 10/9 4/3 1 11/9 13/9 22/9 0
0 0 1/7 0 3/7 17/28 13/14 17/14 1 1 19/14 15/7 0
0 0 5/22 0 13/22 43/88 39/44 10/11 10/11 45/44 47/44 37/22 0
0 0 1/12 0 1/3 3/4 2/3 3/2 11/12 3/4 11/6 7/3 0
0 0 1/12 0 1/3 7/12 2/3 4/3 11/12 3/4 3/2 2 0
0 0 1/13 0 4/13 5/13 8/13 17/13 23/26 19/26 19/13 23/13 0
0 0 1/13 0 5/13 17/26 11/13 18/13 14/13 12/13 20/13 29/13 0
0 0 1/2 5/44 0 7/11 15/44 47/44 19/22 45/44 35/22 53/22 0
0 0 2/5 2/15 0 1/2 4/15 11/10 9/10 16/15 43/30 34/15 0
0 0 3/10 1/10 0 3/10 1/5 1 3/4 4/5 13/10 17/10 0
0 0 8/15 1/30 0 23/30 7/30 17/15 9/10 4/5 8/5 11/5 0
0 0 2/5 1/20 0 11/20 1/10 1 17/20 7/10 6/5 17/10 0
0 0 1/3 1/18 0 7/18 1/9 8/9 7/9 11/18 10/9 13/9 0
0 0 7/10 1/20 0 3/4 3/20 9/10 19/20 3/4 6/5 8/5 0
0 0 5/9 1/18 0 11/18 1/9 8/9 17/18 13/18 10/9 14/9 0
0 0 4/9 1/18 0 1/2 1/9 8/9 8/9 2/3 10/9 13/9 0
0 0 3/10 1/10 0 13/20 1/5 11/10 23/20 6/5 7/5 5/2 0
0 0 1/3 1/18 0 11/18 1/9 1 19/18 8/9 11/9 2 0
0 0 4/9 1/18 0 11/18 1/9 8/9 19/18 5/6 10/9 16/9 0
0 0 1/5 1/20 0 13/20 1/5 6/5 17/20 3/5 8/5 21/10 0
0 0 2/9 1/18 0 1/2 1/9 1 5/6 5/9 11/9 5/3 0
0 0 2/9 1/18 0 7/18 1/9 8/9 7/9 1/2 10/9 13/9 0
0 0 2/9 1/18 0 11/18 1/9 10/9 19/18 7/9 4/3 2 0
0 0 9/22 1/11 0 29/44 27/44 5/4 37/44 25/22 35/22 28/11 0
0 0 1/3 2/21 0 23/42 4/7 19/14 37/42 25/21 65/42 53/21 0
0 0 3/11 1/11 0 3/11 4/11 14/11 17/22 10/11 16/11 21/11 0
0 0 7/13 1/26 0 21/26 11/26 16/13 23/26 10/13 3/2 27/13 0
0 0 5/12 1/24 0 5/8 1/3 7/6 7/8 3/4 5/4 11/6 0
0 0 1/3 1/18 0 7/18 2/9 1 7/9 11/18 10/9 13/9 0
0 0 7/9 1/18 0 5/6 5/18 1 17/18 13/18 7/6 14/9 0
0 0 3/5 1/20 0 13/20 3/10 1 19/20 3/4 11/10 8/5 0
0 0 4/9 1/18 0 1/2 2/9 1 8/9 2/3 10/9 13/9 0
0 0 4/15 1/15 0 23/30 2/3 7/5 7/6 4/3 23/15 14/5 0
0 0 1/3 1/24 0 17/24 1/2 5/4 9/8 1 4/3 9/4 0
0 0 5/11 1/22 0 15/22 5/11 12/11 25/22 21/22 13/11 2 0
0 0 2/9 1/18 0 13/18 1/3 4/3 5/6 5/9 14/9 2 0
0 0 1/5 1/20 0 11/20 3/10 6/5 17/20 3/5 13/10 9/5 0
0 0 2/9 1/18 0 7/18 2/9 1 7/9 1/2 10/9 13/9 0
0 0 2/11 1/22 0 15/22 5/11 15/11 25/22 10/11 16/11 25/11 0
0 0 8/19 1/19 0 12/19 29/38 25/19 14/19 37/38 31/19 42/19 0
0 0 5/16 1/16 0 1/2 3/4 3/2 3/4 33/32 13/8 35/16 0
0 0 2/7 1/14 0 5/14 4/7 3/2 3/4 13/14 23/14 27/14 0
0 0 4/7 1/28 0 23/28 17/28 9/7 25/28 11/14 11/7 2 0
0 0 5/11 1/22 0 15/22 6/11 14/11 19/22 8/11 15/11 19/11 0
0 0 4/11 1/22 0 1/2 5/11 14/11 9/11 15/22 15/11 17/11 0
0 0 3/4 1/24 0 7/8 1/2 7/6 23/24 3/4 4/3 19/12 0
0 0 7/11 1/22 0 17/22 1/2 13/11 21/22 8/11 14/11 17/11 0
